"fdc_id","food_desc","foodgroup","Edible_factor_in_FCT","WATERg","ENERCkJ","ENERCkcal","FAT_g","FASATg","F12D0g","F14D0g","F16D0g","F18D0g","FATRNg","FAMSg","F16D1g","F18D1g","FAPUg","F18D2N6g","F18D3N3g","F20D3N3g","F20D3N6g","F20D4N3g","F20D4N6g","F20D5N3g","F22D5N3g","F22D6N3g","omega_3","omega_6","CHOLEmg","CHOAVLg","STARCHg","mono_di","SUGARg","FIBTGg","PROCNTg","salt","ALCg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDmcg","VITEmg","THIAmg","RIBFmg","NIAmg","VITB6_mg","FOLmcg","VITB12mcg","VITCmg","CAmg","FEmg","NAmg","Kmg","MGmg","ZNmg","SEmcg","CUmg","Pmg","IDmcg","scientific_name","nutrient_data_source","source_fct"
"04.063","Fish pudding","Fish and shellfish",1,83,297,70,0.6,0.3,0.02,0.06,0.16,0.06,0,0.1,0.01,0.11,0,0.01,0,0,0,0,0,0,0,0,"0","0",24,7.4,4.9,"2.5",0,0,8.7,"1",0,0,0,2,0.5,0.2,0.01,0.07,1.5,0.12,4,0.9,0,78,0.1,392,272,10,0.1,11,0.01,135,51,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.269","Fish pudding, with cream","Fish and shellfish",1,80,424,101,4.2,2.6,0.13,0.42,1.18,0.43,0.1,1,0.09,0.85,0.1,0.06,0.02,0,0,0,0,0,0,0,"0.02","0.02",32,7.2,4.9,"2.2999999999999998",0,0,8.6,"1.5",0,35,33,23,0.5,0.2,0.01,0.08,1.5,0.11,3,0.9,0,65,0.1,585,254,11,0.1,11,0.01,132,50,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.270","Fish, lean, minced, milk added, raw","Fish and shellfish",1,83,257,61,0.5,0.3,0.01,0.04,0.11,0.04,0,0.1,0.01,0.08,0,0.01,0,0,0,0,0,0.01,0,0.02,"0.02","0",26,4.2,1.9,"2.2999999999999998",0,0,10,"1.5",0,2,2,1,0.7,0.2,0.04,0.11,2,0.2,8,1.6,0,68,0.1,599,299,15,0.4,14,0,155,96,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.289","Herring, pickled, cured, marinated, drained","Fish and shellfish",1,51,938,224,10.6,2,0.05,0.78,1.06,0.08,0,5.2,0.4,0.95,2,0.13,0.1,0,0,0,0.05,0.67,0.05,0.63,"1.55","0",15,24.5,0,"24.5",22,0,7.6,"3.7",0,4,4,0,12,0.3,0,0.09,0.8,0.05,1,5.2,0,16,0.4,1480,54,8,0.1,13,0.07,47,16,"Clupea harengus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.290","Herring, pickled, drained","Fish and shellfish",1,64,757,180,7,1,0,0.5,0.8,0.1,0,3,0.3,0.6,2,0.1,0.1,0,0,0,0,0.4,0,0.6,"1.4","0.2",41,21.5,0,"21.5",10,0,7.6,"3",0,4,4,1,7.1,0.4,0.03,0.18,2.4,0.31,7,5.3,1,27,0.7,1200,327,25,0.4,30,0.02,182,10,"Clupea harengus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.287","Herring, pickled, marinated, with mayonnaise and sour cream","Fish and shellfish",1,52,1259,303,21.9,3.8,0.11,0.78,2.07,0.56,0.1,11.5,0.35,8.26,4.7,2.58,1.01,0,0,0,0.04,0.44,0.03,0.41,"1.95","2.48",23,20.8,0,"20.8",18.6,0,5.6,"2.5",0,45,44,16,7.9,4,0.01,0.08,0.6,0.04,3,3.5,0,27,0.3,1005,57,7,0.1,9,0.05,46,13,"Clupea harengus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.288","Herring, pickled, marinated, with mustard sauce","Fish and shellfish",1,54,1045,250,13.6,1.9,0.03,0.5,1.15,0.2,0,7.1,0.28,3.76,3.3,1.72,0.43,0.01,0,0,0.03,0.43,0.03,0.41,"1.37","1.64",10,25.6,0.9,"24.7",23,0,6.1,"2.8",0,3,3,0,7.7,2,0.02,0.1,0.5,0.03,1,3.3,0,31,0.6,1111,71,30,0.2,10,0.07,67,10,"Clupea harengus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.329","Mackerel fillet, in tomato sauce, 50 %","Fish and shellfish",1,65,738,177,11.9,2.3,0,0.69,1.51,0.3,0,5,0.33,1.64,4.1,1.18,0.25,0.02,0,0.13,0.06,0.65,0.13,1.19,"2.86","1.27",40,6.7,0.7,"6",2,2,9.7,"1.3",0,43,7,435,2.4,1,0.13,0.18,5.4,0.46,26,3.8,1,17,1.6,500,582,30,0.5,29,0.14,131,11,"Scomber scombrus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.328","Mackerel fillet, in tomato sauce, 60 % mackerel, canned","Fish and shellfish",1,60,1001,241,19.4,3.1,0,1.12,2.45,0.48,0,9,0.53,2.66,6.4,1.91,0.41,0.03,0,0.2,0.1,1.06,0.2,1.93,"4.63","2.06",45,3.9,0.1,"3.8",0.9,2,11.9,"1",0,34,9,305,2.9,3.2,0.12,0.21,6.1,0.51,19,5.4,1,15,1.3,400,501,27,0.5,30,0.1,149,13,"Scomber scombrus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.097","Mackerel fillet, in tomato sauce, 70 % mackerel, canned","Fish and shellfish",1,59,1049,253,20.5,3.5,0,1.19,2.59,0.51,0,9.3,0.56,2.82,6.8,2.02,0.43,0.03,0,0.22,0.11,1.12,0.22,2.04,"4.91","2.19",54,3,0.1,"2.9",0.7,2,13.4,"1",0,29,10,227,3.4,2.4,0.11,0.23,6.6,0.53,18,5.9,1,15,1.2,400,467,27,0.5,38,0.1,160,15,"Scomber scombrus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.101","Roe paste, canned","Fish and shellfish",1,46,1686,408,38.6,6,0,1.19,3.7,0.87,0,15.7,1.85,7.63,12.5,3.56,0.73,0.03,0.03,0.21,0,2.54,0.35,4.11,"8.75","3.66",228,2.1,1.1,"1.1000000000000001",0.9,2,12.4,"1.8",0,2400,2400,0,39.1,9.3,0.15,0.25,1.5,0.07,66,9.6,1,4,0.7,711,190,10,1.9,60,0.21,233,245,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.286","Saithe, in oil, canned, drained","Fish and shellfish",1,74,662,159,11.4,1.6,0,0,1.2,0.37,0,2.6,0.01,2.62,6.5,5.67,0.62,0,0,0,0,0.02,0,0.06,"0.71","5.6",42,0,0,"0",0,0,14.2,"2.9",0,2,2,0,0.7,1.8,0.04,0.17,2.9,0.43,15,3.4,0,7,0.1,1167,343,21,0.6,26,0,198,234,"Pollachius virens","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.330","Salmon spread, 70 % salmon, Stabbur-Laks","Fish and shellfish",1,67,893,215,16.6,2.2,0,0.28,1.37,0.4,0,8.8,0.34,7.57,5.4,2.57,1.12,0,0.03,0.11,0.03,0.38,0.17,0.58,"2.5099999999999998","2.86",67,0,0,"0",0,0,16.5,"0.1",0,22,22,0,8.4,2,0.1,0.09,6.1,0.43,6,2.9,0,6,0.3,38,377,22,0.4,25,0.03,190,5,"Salmo salar","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.375","Salmon spread, with spring onion and lemon","Fish and shellfish",1,64,1073,259,23,2,0.01,0.21,1.6,0.51,0,13,0.07,11.16,6,3.83,1.4,0.01,0.01,0.06,0.04,0.2,0.16,0.3,"2.6","3.93",51,1,0,"1",1,0,12,"1.3",0,20,18,26,3,6.2,0.13,0.12,3.4,0.23,18,2.2,2,46,0.4,500,229,17,0.4,15,0.03,157,9,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.322","Sprat in oil, drained, canned","Fish and shellfish",1,59,1085,261,20.9,4.7,0,0.92,3.03,0.64,0,10.3,0.78,4.13,4.9,3.95,0.1,0.02,0.02,0.08,0.06,1.02,0.12,1.54,"3.29","4.01",92,0,0,"0",0,0,18.3,"0.9",0,29,28,6,8.9,1.9,0,0.29,5.1,0.16,8,7.8,0,293,1.7,341,263,42,1.8,19,0.09,422,9,"Sprattus sprattus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.321","Sprat in tomato sauce, canned","Fish and shellfish",1,67,845,203,14.7,3.7,0,0.85,2.23,0.29,0,4.9,0.79,2.14,4.3,0.53,0.15,0.01,0.01,0.09,0.05,1,0.12,1.57,"3.35","0.61",93,2.7,0,"2.7",2.7,0,15,"0.7",0,136,81,661,14.5,3,0,0.33,4.4,0.2,31,7.3,0,177,1.5,265,274,29,1.6,13,0.08,221,10,"Sprattus sprattus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.366","Surimi, LobNobs","Fish and shellfish",1,46,388,91,0.5,0.1,0,0.01,0.07,0.03,0,0.2,0.01,0.14,0.2,0.07,0.01,0,0,0.01,0,0.03,0,0.08,"0.13","0.09",NA,11.3,NA,"4.2",NA,0,10.4,"2.1",0,0,0,0,2,0.4,0.02,0.06,0,0.01,4,0.1,0,8,0.1,820,290,21,0.3,0,0.02,590,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.108","Tuna in water, drained, canned","Fish and shellfish",1,74,447,105,1,0.2,0,0.01,0.13,0.06,0,0.1,0.02,0.07,0.3,0.01,0,0,0,0,0.02,0.03,0.01,0.18,"0.22","0.05",56,0,0,"0",0,0,24.1,"1",0,8,8,0,4.2,0.4,0.01,0.08,12.1,0.49,5,2.5,0,15,1.3,384,220,28,0.9,77,0.06,206,9,"Thunnus thynnus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.106","Tuna, in jelly, canned","Fish and shellfish",1,81,296,70,0.4,0.1,0,0,0.04,0.02,0,0.1,0.01,0.02,0.1,0,0,0,0,0,0.01,0.01,0,0.06,"7.0000000000000007E-2","0.02",30,0,0,"0",0,0,16.5,"1",0,0,0,0,4.2,0.3,0,0.06,8.7,0.24,3,1.8,0,6,1.2,401,288,19,0.6,75,0.04,164,8,"Thunnus thynnus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.285","Tuna, in oil, canned","Fish and shellfish",1,62,878,211,13.5,1.8,0,0.03,0.95,0.49,0,3.7,0.04,3.38,7.4,7.1,0.04,0,0,0,0.03,0.04,0.01,0.32,"0.43","7.16",45,0,0,"0",0,0,22.3,"0.8",0,0,0,0,4.4,4.9,0,0.09,14.1,0.25,4,4.7,0,8,1,335,247,33,0.7,100,0.06,255,9,"Thunnus thynnus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.107","Tuna, in oil, drained, canned","Fish and shellfish",1,58,1078,259,18.9,2.7,0,0.01,2.06,0.65,0,4.3,0.03,4.31,10.8,9.22,1,0,0,0,0.02,0.03,0.01,0.23,"0.31","5.03",38,0,0,"0",0,0,22.3,"0.1",0,346,346,0,1.5,3.3,0.15,0.15,8.5,0.35,14,4.5,0,10,2.1,37,442,36,0.6,186,0.09,248,16,"Thunnus thynnus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"4.2","Fish products, prepared","Fish and shellfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.296","Casserole, with cod and tomato","Fish and shellfish",1,86,268,64,1.9,0.5,0.06,0.05,0.19,0.11,0,0.7,0.01,0.73,0.5,0.32,0.06,0,0,0,0,0.02,0,0.03,"0.11","0.32",53,1.8,0,"1.8",0,1,9.6,"1.1000000000000001",0,28,10,220,1.1,2,0.04,0.05,1.2,0.14,12,0.6,5,15,0.4,424,357,25,0.5,22,0.06,121,203,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.295","Casserole, with saithe, onion and sweet pepper sauce","Fish and shellfish",1,82,349,83,2.7,0.8,0.09,0.09,0.33,0.17,0,1.1,0.02,1.05,0.6,0.43,0.1,0,0,0,0,0.02,0,0.06,"0.18","0.42",44,4.8,2.9,"1.9",0,1,9.5,"0.5",0,19,14,64,0.8,1.1,0.04,0.11,1.6,0.25,12,2.3,10,35,0.2,183,253,18,0.7,22,0.02,178,197,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.323","Fish burger, breaded, fried, with bread, cheese, sauce, fast food restaurant","Fish and shellfish",1,50,1015,243,11.3,2.1,0.06,0.48,1.79,0.43,0.5,4.1,0.45,2.82,3.7,0.86,0.24,0.02,0.02,0.11,0.05,0.57,0.29,0.78,"2.15","1.02",22,24.2,21.2,"3",1.5,3,9.6,"1.2",0,15,15,0,0,1.4,0.09,0.06,1.1,0.12,11,1.3,0,56,0.4,472,215,18,0.6,11,0.07,181,38,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.304","Fish fingers, pre-fried, fried in butter","Fish and shellfish",1,59,900,215,10.5,1.9,0.06,0.2,1,0.34,0.1,5.6,0.07,5.32,2.3,1.55,0.57,0,0,0,0,0.06,0.01,0.1,"0.75","1.54",42,17.5,15.8,"1.7",0,2,11.9,"0.6",0,17,16,6,0.2,1.9,0.09,0.05,0.9,0.06,7,0.8,0,23,0.4,240,202,31,0.3,12,0.05,122,106,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.319","Fish fingers, pre-fried, fried in fat","Fish and shellfish",1,59,900,215,10.5,1.3,0.08,0.07,0.65,0.27,0,6,0.04,5.79,2.7,1.84,0.63,0,0,0,0,0.06,0.01,0.1,"0.82","1.85",38,17.5,15.8,"1.7",0,2,11.9,"0.6",0,14,13,3,0.2,2,0.09,0.05,0.9,0.06,7,0.8,0,23,0.4,237,201,31,0.3,12,0.05,122,106,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.276","Fish fingers, pre-fried, fried in hard margarine","Fish and shellfish",1,56,1025,246,14.6,3.3,0.82,0.34,0.8,0.98,0,7.3,0.02,7.03,3.2,2.17,0.85,0,0,0,0,0.06,0.01,0.09,"1","2.1800000000000002",35,16.5,14.9,"1.7",0,1,11.2,"0.7",0,46,45,15,0.9,2.1,0.08,0.05,0.9,0.05,6,0.7,0,21,0.4,269,190,30,0.3,12,0.04,115,100,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.303","Fish fingers, pre-fried, fried in soft margarine","Fish and shellfish",1,56,1041,250,15.1,1.3,0.01,0.02,0.73,0.33,0,8.7,0.02,8.45,4.3,2.99,1.02,0,0,0,0,0.06,0.01,0.09,"1.19","3",35,16.5,14.9,"1.7",0,1,11.2,"0.6",0,86,83,31,0.9,3.9,0.08,0.05,0.9,0.05,6,0.7,0,21,0.4,252,190,30,0.3,12,0.04,115,100,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.305","Fish fingers, pre-fried, fried in soy oil","Fish and shellfish",1,54,1102,264,16.7,1.6,0,0.01,1.09,0.35,0,9.4,0.05,9.16,4.9,3.81,0.88,0,0,0,0,0.06,0.01,0.09,"1.05","3.81",35,16.5,14.9,"1.6",0,1,11.2,"0.5",0,7,7,0,0.1,2.3,0.08,0.05,0.9,0.05,6,0.7,0,21,0.4,217,190,30,0.3,12,0.04,115,100,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.365","Fish gratin, industrially made","Fish and shellfish",1,75,502,120,4.6,0.6,0,0.02,0.33,0.13,0,2.6,0.02,2.47,1.4,0.9,0.36,0,0,0,0.01,0.02,0,0.06,"0.46","0.91",32,11.6,8,"3.6",NA,1,7.5,"0.8",0,42,41,12,0,0.9,0.1,0.13,0.6,0.07,7,0.8,0,43,0.3,308,205,20,0.4,10,0.04,110,31,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.363","Fish gratin, industrially made, Coop X-tra Fiskegrateng","Fish and shellfish",1,75,490,117,4.6,0.5,0.01,0.02,0.29,0.12,0,2.5,0.02,2.39,1.3,0.85,0.37,0,0,0,0.01,0.02,0,0.06,"0.46","0.86",25,11.2,7.2,"4",0,1,7.3,"0.8",0,52,51,12,0,0.7,0.09,0.14,0.6,0.07,6,0.7,0,47,0.2,300,220,18,0.3,8,0.04,110,50,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.362","Fish gratin, industrially made, Enghav Fiskegrateng med makaroni","Fish and shellfish",1,75,493,118,4.8,0.6,0.01,0.02,0.31,0.13,0,2.6,0.02,2.53,1.4,0.91,0.38,0,0,0,0.01,0.02,0,0.06,"0.47","0.92",25,11.1,7.1,"4",0,1,7.2,"0.8",0,46,45,9,0,0.6,0.09,0.14,0.6,0.09,6,1,0,43,0.2,330,230,21,0.3,8,0.04,110,21,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.361","Fish gratin, industrially made, Findus Familiens fiskegrateng","Fish and shellfish",1,72,566,135,4.7,0.6,0,0.01,0.43,0.14,0,2.7,0.03,2.59,1.5,1,0.36,0,0,0,0.02,0.03,0,0.05,"0.44","1.03",52,14.5,12,"2.5",NA,1,8,"0.8",0,18,17,10,0,1.7,0.12,0.1,0.7,0.05,10,0.5,0,40,0.5,310,150,20,0.6,17,0.07,110,25,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.364","Fish gratin, industrially made, First Price Fiskegrateng med makaroni","Fish and shellfish",1,76,458,109,4.4,0.5,0.01,0.02,0.29,0.13,0,2.5,0.02,2.38,1.3,0.84,0.35,0,0,0,0.01,0.03,0,0.08,"0.47","0.85",25,9.6,5.8,"3.8",NA,1,7.5,"0.7",0,51,50,15,0,0.5,0.08,0.14,0.7,0.09,6,1,0,40,0.2,290,220,19,0.3,8,0.04,110,38,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.292","Fish gratin, with egg and macaroni, baked","Fish and shellfish",1,73,637,153,8.7,2.6,0.21,0.21,1.21,0.59,0,3.5,0.1,3.44,1.7,1.37,0.24,0,0,0,0.05,0.01,0,0.04,"0.28000000000000003","1.42",107,7.4,5.6,"1.9",0,0,11,"0.7",0,67,66,15,1.7,2.6,0.05,0.15,0.7,0.09,11,0.8,0,69,0.6,280,238,19,0.7,18,0.03,161,123,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.291","Fish gratin, with egg, baked","Fish and shellfish",1,72,642,153,8.2,2.5,0.2,0.2,1.15,0.56,0,3.4,0.09,3.25,1.6,1.3,0.22,0,0,0,0.05,0.01,0,0.04,"0.27","1.35",116,6.4,4.6,"1.8",0,0,13.3,"0.6",0,64,63,14,1.8,2.7,0.05,0.16,0.8,0.12,12,0.9,0,68,0.6,259,292,22,0.8,22,0.03,180,171,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.293","Fish gratin, with egg, baked, industrially made","Fish and shellfish",1,73,564,134,5.2,0.6,0.01,0.02,0.37,0.15,0,2.9,0.03,2.78,1.5,1.01,0.41,0,0,0,0.01,0.03,0,0.07,"0.52","1.03",36,13,9,"4",0,1,8.4,"0.9",0,47,46,13,0,1,0.11,0.15,0.7,0.08,8,0.9,0,48,0.3,346,230,22,0.4,12,0.05,124,35,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.297","Fish in aspic, with fish pudding and shrimps","Fish and shellfish",1,90,188,45,1.1,0.6,0.02,0.08,0.27,0.1,0,0.3,0.03,0.21,0.1,0.06,0.01,0,0,0,0,0.02,0,0.01,"0.04","0.06",31,2.1,1.1,"1",0.2,0,6.4,"2.2000000000000002",0,12,6,66,0.7,1,0.02,0.06,0.8,0.05,10,0.9,2,25,0.2,898,148,15,0.3,7,0.12,55,26,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.301","Herring salad, with potatoes","Fish and shellfish",1,81,349,83,2,0.4,0,0.12,0.21,0.02,0,1,0.08,0.19,0.3,0.05,0.04,0,0,0,0,0.08,0.02,0.1,"0.28000000000000003","7.0000000000000007E-2",10,12.6,3.3,"9.3000000000000007",2.3,1,3,"0.8",0,2,1,14,2.6,0.2,0.03,0.08,1.3,0.15,14,1.1,5,17,0.5,327,294,20,0.3,10,0.07,82,4,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.332","Sashimi, halibut, Atlantic","Fish and shellfish",1,73,474,113,4.3,0.8,0,0.13,0.45,0.11,0,1.9,0.38,1.02,1.1,0.04,0.02,0,0,0.02,0.05,0.24,0.05,0.35,"0.74","0.1",66,0,0,"0",0,0,18.5,"0.1",0,10,10,0,6.2,1.3,0.07,0.1,6.5,0.44,12,1.3,0,5,0.2,54,458,24,0.4,45,0.03,217,14,"Hippoglossus hippoglossus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.331","Sashimi, salmon","Fish and shellfish",1,61,932,224,16,3,0,0.59,1.88,0.41,0,5.9,0.75,3.63,5,0.94,0.31,0.03,0.03,0.21,0.08,1.03,0.53,1.41,"3.76","1.22",80,0,0,"0",0,0,20,"0.1",0,26,26,0,10,1.4,0.12,0.11,7.3,0.51,7,3.5,0,7,0.3,46,451,26,0.5,30,0.04,227,5,"Salmo salar","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.333","Sashimi, tuna","Fish and shellfish",1,74,445,105,1,0.3,0,0.01,0.17,0.07,0,0.2,0.02,0.1,0.4,0.01,0,0,0,0,0.02,0.04,0.01,0.24,"0.28999999999999998","0.06",41,0,0,"0",0,0,24,"0.1",0,372,372,0,1.6,1.2,0.16,0.16,9.1,1,15,4.8,0,11,2.3,40,475,39,0.6,200,0.1,266,17,"Thunnus thynnus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.277","Shrimp, battered, pre-fried, fried in soy oil","Fish and shellfish",1,47,1127,270,16.4,4.6,0,0.02,1.88,0.85,0,7.9,0.09,9.99,3.7,2.82,0.36,0,0,0,0,0,0,0.01,"0.37","2.82",102,17.2,17.1,"0.1",0,1,13,"0.6",0,1,1,0,1.5,1.4,0.08,0.04,1.2,0.04,2,1.7,0,33,0.4,236,131,27,0.7,74,0.14,62,32,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.207","Shrimp, battered, pre-fried, frozen","Fish and shellfish",1,51,945,225,10,4.1,0,0.02,1.41,0.71,NA,4.2,0.07,6.56,1.4,0.82,0.06,0,0,0,0,0.01,0,0.01,"7.0000000000000007E-2","0.82",110,18.6,18.5,"0.1",0,1,14.8,"0.8",0,1,1,0,1.8,1.1,0.11,0.05,1.5,0.06,3,2,0,36,0.5,300,167,33,0.8,80,0.16,75,35,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.298","Soup, lean fish","Fish and shellfish",1,93,155,37,1.7,0.5,0.06,0.05,0.18,0.11,0,0.7,0.01,0.71,0.4,0.27,0.07,0,0,0,0,0.01,0,0.03,"0.11","0.27",22,0.7,0.1,"0.6",0,0,4.5,"0.2",0,40,9,369,0.4,0.6,0.03,0.05,0.8,0.12,9,1.1,2,8,0.1,70,121,9,0.4,11,0.01,82,98,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.299","Soup, lean fish, creamed","Fish and shellfish",1,92,173,41,1.7,0.7,0.04,0.08,0.32,0.13,0,0.6,0.03,0.54,0.3,0.19,0.04,0,0,0,0.01,0.01,0,0.03,"0.08","0.19",30,1.8,0.7,"1.3",0,0,4.4,"0.1",0,62,17,536,0.4,0.6,0.02,0.06,0.7,0.11,8,1,1,19,0.2,32,122,9,0.4,10,0.01,81,86,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.204","Soup, lean fish, frozen","Fish and shellfish",1,79,483,115,6.2,0.7,0,0,0.5,0.16,0,3.2,0.02,3.13,2,1.67,0.25,0,0,0,0,0.01,0,0.03,"0.28999999999999998","1.66",23,8.1,6.3,"0.4",0,1,6.4,"1.7",0,24,1,273,0.4,1.5,0.05,0.11,1,0.15,10,1.3,2,73,0.3,670,196,18,0.6,12,0.04,125,106,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.205","Soup, salmon, frozen","Fish and shellfish",1,83,273,66,4.3,1.1,0.03,0.18,0.56,0.17,0,1.2,0.18,1.01,1.7,0.29,0.09,0.01,0.01,0.05,0.02,0.24,0.12,0.33,"0.89","0.35",0,2.1,1.2,"0.9",0.1,0,4.6,"1",0,11,9,19,0.8,NA,0.06,0.12,1,0.08,3,0.9,0,75,0.1,400,157,7,0.1,3,NA,42,7,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.208","Squid, battered, pre-fried, frozen","Fish and shellfish",1,57,888,212,10.1,4,0,0.09,1.57,0.96,NA,4.1,0.01,3.72,1.3,2.04,0.14,0,0,0.01,0.01,0.23,0.01,0.53,"0.91","2.0499999999999998",145,18.6,18.5,"0.1",0,1,11.2,"0.2",0,47,46,13,0.1,2.4,0.09,0.22,1.5,0.32,15,2,0,81,0.7,88,230,23,0.9,35,0.52,160,50,"Todarodes sagittatus","Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.368","Sushi, maki, California","Fish and shellfish",1,74,480,113,1.9,0.3,0,0,0.28,0.01,0,1.1,0.08,1.08,0.3,0.25,0.02,0,0,0,0,0.01,0,0.01,"0.04","0.26",7,20,19.1,"0.9",0.6,0,4,"0.5",0,2,0,19,0.1,0.3,0.03,0.04,0.7,0.16,7,0.5,3,21,0.2,192,278,10,0.5,4,0.09,57,80,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.338","Sushi, maki, halibut, Atlantic","Fish and shellfish",1,73,478,113,2.4,0.4,0,0.02,0.34,0.03,0,1.4,0.13,1.17,0.4,0.23,0.02,0,0,0,0.01,0.05,0.01,0.06,"0.16","0.25",10,17.7,17.4,"0.3",0,0,5,"0.2",0,3,2,19,1,0.4,0.03,0.04,1.4,0.18,7,0.2,3,20,0.2,72,304,11,0.5,7,0.09,61,48,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.337","Sushi, maki, salmon","Fish and shellfish",1,71,552,131,4.3,0.7,0,0.05,0.5,0.08,0,2.4,0.14,2.15,1.1,0.6,0.19,0,0.01,0.02,0.01,0.08,0.03,0.11,"0.46","0.66",13,17.7,17.4,"0.3",0,0,5.1,"0.2",0,6,4,19,1.6,0.4,0.04,0.04,1.5,0.19,6,0.6,3,20,0.2,71,303,11,0.5,5,0.09,63,45,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.370","Sushi, maki, scampi","Fish and shellfish",1,74,470,111,1.9,0.3,0,0,0.28,0.01,0,1.1,0.08,1.05,0.3,0.22,0.02,0,0,0,0,0.02,0,0.01,"0.06","0.23",24,17.7,17.4,"0.3",0,0,5.7,"0.4",0,2,0,19,0.6,1,0.02,0.03,0.7,0.12,6,0.7,3,29,0.2,159,269,14,0.5,5,0.18,51,50,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"04.369","Sushi, maki, tempura","Fish and shellfish",1,71,553,131,3.3,0.9,0,0,0.49,0.12,0,1.7,0.09,2.08,0.5,0.35,0.03,0,0,0,0,0,0,0,"0.04","0.36",18,20.7,20.3,"0.3",0,1,4.4,"0.3",0,2,0,19,0.3,0.4,0.04,0.03,0.6,0.12,5,0.3,3,25,0.3,111,258,12,0.5,13,0.11,39,50,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
