"fdc_id","food_desc","foodgroup","Edible_factor_in_FCT","WATERg","ENERCkJ","ENERCkcal","FAT_g","FASATg","F12D0g","F14D0g","F16D0g","F18D0g","FATRNg","FAMSg","F16D1g","F18D1g","FAPUg","F18D2N6g","F18D3N3g","F20D3N3g","F20D3N6g","F20D4N3g","F20D4N6g","F20D5N3g","F22D5N3g","F22D6N3g","omega_3","omega_6","CHOLEmg","CHOAVLg","STARCHg","mono_di","SUGARg","FIBTGg","PROCNTg","salt","ALCg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDmcg","VITEmg","THIAmg","RIBFmg","NIAmg","VITB6_mg","FOLmcg","VITB12mcg","VITCmg","CAmg","FEmg","NAmg","Kmg","MGmg","ZNmg","SEmcg","CUmg","Pmg","IDmcg","scientific_name","nutrient_data_source","source_fct"
"05.068","Flatbread, hard","Cereals, seed and nuts",1,3,1441,340,1.2,0.3,0,0,0.18,0.01,0,0.2,0,0.12,0.5,0.59,0.07,0,0,0,0,0,0,0,"7.0000000000000007E-2","0.59",0,67.4,64.1,"3.3",0,9,10.4,"0.9",0,0,0,0,0,0.3,0.29,0.12,1.1,0.13,26,0,0,31,1.7,363,324,64,2.2,4,0.25,229,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.146","Flatbread, hard, home-made style","Cereals, seed and nuts",1,3,1450,343,1.6,0.3,0.02,0.05,0.25,0.06,0,0.3,0.01,0.18,0.5,0.36,0.04,0,0,0,0,0,0,0,"0.04","0.36",0,65.5,62.1,"3.4",0,12,10.6,"1.3",0,0,0,0,0,0.5,0.37,0.15,2.2,0.16,31,0,0,33,3.1,505,385,88,2.7,4,0.3,261,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.144","Flatbread, hard, with oats","Cereals, seed and nuts",1,4,1349,320,4.2,0.6,0,0.01,0.59,0.06,0,1.2,0.01,0.09,1.9,0.43,0.04,0,0,0,1.19,0,0.04,0,"0.04","0.43",0,50.9,47.8,"3.1",0,12,13.9,"1.3",0,0,0,0,0,0.5,0.5,0.1,2.3,0.16,31,0,0,150,3.4,500,420,135,3,2,0.4,300,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.193","Rice cake, with salt","Cereals, seed and nuts",1,5,1609,380,3,0.7,0,0.01,0.05,0,0,1,0.01,1.1,1.1,1.05,0.01,0,0,0,0,0,0,0,"0.01","1.05",0,78,67,"0.9",0,5,8,"0.3",0,0,0,0,0,1,0.05,0.03,4.3,0.61,20,0,0,20,1.7,100,320,100,1.5,23,0.2,330,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.194","Rice cake, without salt","Cereals, seed and nuts",1,5,1609,380,3,0.7,0,0.01,0.05,0,0,1,0.01,1.1,1.1,1.05,0.01,0,0,0,0,0,0,0,"0.01","1.05",0,78,67,"0.9",0,5,8,"0",0,0,0,0,0,1,0.05,0.03,4.3,0.61,20,0,0,20,1.7,0,320,100,1.5,23,0.2,330,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.073","Rusk, wholemeal","Cereals, seed and nuts",1,6,1659,394,8.7,2.1,0.13,0.1,2.15,0.34,NA,2.6,0.03,2.97,3.1,1.55,0.16,0,0,0,0.01,0,0,0,"0.17","1.65",2,63.4,62,"1.4",0,9,11,"1.3",0,0,0,2,0,1.5,0.24,0.2,7.1,0.41,52,0,0,40,2.1,500,260,60,1.8,4,0.21,270,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.382","Taco shells","Cereals, seed and nuts",1,6,1934,462,23.4,2.1,0.01,0,1.07,0.66,NA,16.8,0.03,14.6,3.5,5.35,0.16,0,0,0,0,0,0,0,"0.16","5.35",NA,55.3,54.4,"0.9",NA,4,5.7,"0.6",0,0,0,0,0,10.3,0.12,0.04,1,0.16,11,0,0,49,1.2,238,190,45,0.7,2,0.09,120,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.370","Taco shells, corn flour, Old El Paso","Cereals, seed and nuts",1,7,1995,477,25.5,2.2,0,0.01,0.97,0.72,NA,20.1,2.08,0.04,2,1.82,0.01,0,0,0,0,0,0,0,"0.02","2.0499999999999998",NA,54.9,54.1,"0.8",NA,3,5.4,"0.1",0,0,0,0,0,9.8,0.12,0.03,1,0.14,9,0,0,10,0.7,25,170,40,0.5,2,0.07,110,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.369","Taco shells, corn flour, Santa Maria","Cereals, seed and nuts",1,5,1873,448,21.3,1.9,0,0.01,0.97,0.6,NA,13.5,0.03,13.32,5,4.88,0.15,0,0,0,0,0,0,0,"0.15","5.09",NA,55.7,54.6,"1.1000000000000001",NA,5,6,"1.1000000000000001",0,0,0,0,0,10.7,0.12,0.05,1.1,0.17,12,0,0,87,1.6,450,210,49,0.9,2,0.11,130,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"5.8","Cookies, sweet biscuits, rusks","Cereals, seed and nuts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.386","Biscuit, sweet, Ballerina","Cereals, seed and nuts",1,2,1951,465,20.7,9.4,3.28,1.24,1.67,1.75,NA,8.7,0.03,8.53,1.5,1.39,0.05,0,0,0,0,0,0,0,"0.05","1.39",2,62.4,34,"28.4",NA,3,6.1,"0.6",0,7,7,2,0.2,3.7,0.03,0.08,0.8,0.09,16,0.2,0,48,2.2,236,276,28,0.7,2,0.25,98,6,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.153","Biscuit, sweet, cookies, with chocolate and nuts","Cereals, seed and nuts",1,3,2056,492,25.3,12.4,0.04,0.17,8.8,3.3,0.2,9.1,0.04,9,2.1,2.1,0.05,0,0,0,0,0,0,0,"0.05","2.1",0,59.1,28.4,"30.7",29,2,5.7,"0.8",0,0,0,0,0,2.9,0.1,0.09,1.6,0.14,9,0.1,0,78,2.4,313,230,35,0.6,3,0.59,142,14,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.311","Biscuit, sweet, cookies, with chocolate chips and nuts","Cereals, seed and nuts",1,9,1765,420,16.4,6.1,0.02,0.1,5.32,1.99,NA,7.1,0.02,5.44,1.2,1.27,0.03,0,0,0,0,0,0,0,"0.03","1.27",24,60.7,22.8,"37.9",37,3,6.1,"0.8",0,8,8,0,0,1.5,0.1,0.1,0.7,0.14,19,0.2,0,55,3.2,310,289,45,0.8,2,0.35,112,14,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.078","Biscuit, sweet, filled","Cereals, seed and nuts",1,3,2014,481,21.2,12.5,3.38,1.34,4.42,2.14,0.1,5.7,0,5.69,1.5,1.44,0.04,0,0,0,0,0,0,0,"0.04","1.4",0,65.3,33.4,"31.9",30,2,5.9,"0.7",0,3,0,34,0,2.5,0.09,0.08,0.9,0.13,10,0.1,0,44,1.3,272,196,20,0.4,3,0.18,66,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.308","Biscuit, sweet, filled with jam or fruit","Cereals, seed and nuts",1,12,1628,386,9.8,3.3,0.02,0.05,1.49,1.66,0,2.6,0.04,2.5,0.7,0.59,0.12,0,0,0,0.01,0,0,0,"0.12","0.6",0,68.9,17.3,"51.6",44,2,4.6,"0.3",0,15,13,16,0,0.8,0.05,0.07,0.5,0.13,6,0.2,0,17,2,114,129,25,0.5,4,0.19,98,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.151","Biscuit, sweet, for children","Cereals, seed and nuts",1,3,1852,440,12.5,4.8,0.03,0.07,2.9,1.5,NA,5.2,0.01,5.13,1.5,1.4,0.05,0,0,0,0,0,0,0,"0.05","1.4",0,74.8,45,"29.8",29,2,5.9,"1.3",0,0,0,0,0,2.1,0.05,0.02,1.3,0.12,8,0,0,12,0.9,538,129,14,0.4,4,0.12,40,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.080","Biscuit, sweet, Gjende","Cereals, seed and nuts",1,3,1942,463,18.6,10.3,3.12,1.19,2.9,1.7,NA,5.2,0,5.14,1.4,1.4,0.05,0,0,0,0,0,0,0,"0.05","1.4",0,65.5,44.3,"21.2",19,4,6.6,"0.7",0,0,0,0,0,2.3,0.06,0.03,1.3,0.12,9,0.1,0,14,0.9,268,191,21,0.5,3,0.15,78,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.469","Biscuit, sweet, gluten-free, Choco chip cookie","Cereals, seed and nuts",1,10,2063,494,27.7,14.4,1.19,0.74,10.08,2.18,0,8.9,0.08,8.84,3,2.64,0.13,0,0,0,0,0,0,0.01,"0.14000000000000001","2.64",3,55.2,38,"17.2",NA,3,4.5,"0.5",0,5,3,27,0,7.1,0.07,0.1,0.4,0.06,16,0.1,0,23,3.4,205,193,42,0.6,0,0.27,76,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.079","Biscuit, sweet, Marie","Cereals, seed and nuts",1,1,1879,446,12.8,5.1,0.03,0.07,3.06,1.58,NA,5.5,0.01,5.4,1.6,1.47,0.05,0,0,0,0,0,0,0,"0.05","1.46",2,74.7,54.7,"20",18,3,6.6,"1.1000000000000001",0,7,7,2,0.1,1.4,0.04,0.02,1.1,0.09,15,0.1,0,27,0.8,447,141,16,0.5,2,0.11,76,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.310","Biscuit, sweet, thin, with oats","Cereals, seed and nuts",1,3,2032,485,22.4,7.6,0.06,0.14,6.17,1.01,NA,10,0.05,9.62,3.9,3.15,0.79,0,0,0,0,0,0,0,"0.79","3.2",0,64,22.6,"41.4",41,3,5.6,"0.7",0,22,20,22,0,3.8,0.04,0.07,0.9,0.16,10,0.1,0,28,1.2,286,153,36,0.9,4,0.13,219,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.135","Biscuit, sweet, Wafer, filled","Cereals, seed and nuts",1,33,1598,383,23.5,21.2,10.66,4.31,2.28,0.69,0,1.5,0,1.7,0.7,0.64,0.01,0,0,0,0,0,0,0,"0.01","0.64",0,38,0,"38",38,1,4.1,"0",0,0,0,0,0,2.1,0.03,0.01,0.3,0,3,0,0,6,0.6,0,1,8,0.3,2,0.06,36,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.197","Biscuit, sweet, wholemeal flour, Digestive","Cereals, seed and nuts",1,3,1971,470,20.3,7.5,0.05,0.14,5.6,1.5,NA,7.9,0.03,7.67,3.3,3.1,0.21,0,0,0,0,0,0,0,"0.21","3.1",0,62.9,46.9,"16",15,4,7.2,"1.6",0,0,0,0,0,3.7,0.05,0.03,2.2,0.15,8,0,0,16,1.1,629,164,28,0.8,3,0.14,108,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.150","Biscuit, sweet, with chocolate, for children","Cereals, seed and nuts",1,3,2022,482,21.3,10.3,0.11,0.23,5.67,3.95,0.8,6.9,0.05,6.87,1.4,1.3,0.12,0,0,0,0,0,0,0,"0.12","1.3",0,64.6,33,"31.6",28,2,7,"0.6",0,14,14,0,0,1.3,0.09,0.13,0.9,0.16,12,0.2,0,80,1.7,258,232,30,0.6,2,0.22,96,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.221","Biscuit, sweet, with oats, Bixit","Cereals, seed and nuts",1,3,1918,458,19.1,6.9,0.12,0.11,3.7,2.6,0,8.9,0.01,8.01,2.4,2.3,0.07,0,0,0,0,0,0,0,"7.0000000000000007E-2","2.2999999999999998",4,60.9,35.3,"25.6",25,6,7.7,"0.9",0,0,0,0,0,2.3,0.14,0.12,1.2,0.06,18,0,0,34,1.8,374,224,55,1,1,0.41,206,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.149","Biscuit, sweet, with oats, chocolate covered","Cereals, seed and nuts",1,3,2048,489,24.2,10.8,0.04,0.16,8.53,3.2,0.7,9.2,0.04,8.72,2.4,2.04,0.05,0,0,0,0,0,0,0,"0.05","2.04",4,58.6,28.2,"30.4",28,4,7.2,"0.5",0,0,0,0,0,2.3,0.18,0.11,0.8,0.11,10,0,0,95,1.8,190,255,65,1.2,3,0.2,171,12,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.309","Biscuit, sweet, with oats, SIBAS","Cereals, seed and nuts",1,5,1909,455,18.5,5.7,0.1,0.11,4,1.5,0,6.6,0.02,4.85,3.7,3.4,0.27,0,0,0,0,0,0,0,"0.27","3.4",0,62.2,46.3,"15.9",13,4,8.1,"0.5",0,100,100,0,1.5,3.1,0.08,0.04,1.5,0.14,13,0,0,18,1.3,196,180,41,1,2,0.16,174,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.098","Coconut macaroon","Cereals, seed and nuts",1,17,1907,458,28,24.8,12.42,4.91,2.37,1.45,0,1.2,0,1.19,0.3,0.31,0,0,0,0,0,0,0,0,"0","0.31",0,42,0,"42",39.1,7,5.9,"0.2",0,0,0,0,0,0.2,0.02,0.12,0.2,0.13,2,0,1,13,1.4,70,258,43,0.9,10,0.32,94,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.460","Cookie, Christmas, Berlinerkrans","Cereals, seed and nuts",1,14,2039,489,29.6,17.5,0.78,2.62,8.08,2.94,0.8,7.5,0.67,6.43,1.5,1.12,0.14,0,0,0,0.05,0,0,0.03,"0.17","0.93",150,47.4,26.8,"20.6",20.2,2,7.3,"0.4",0,247,236,131,4,2,0.1,0.07,0.5,0.07,10,0.6,0,28,1,159,105,16,0.7,7,0.08,109,15,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.434","Cookie, Christmas, brune pinner","Cereals, seed and nuts",1,9,1993,476,23.2,11.9,0.53,1.76,5.58,2,0.5,7,0.45,6.33,1.8,1.54,0.1,0,0,0,0.03,0,0,0.01,"0.11","1.4",87,58.4,23.6,"34.9",34.1,2,7.2,"0.7",0,161,154,88,2.5,2.8,0.09,0.11,0.5,0.06,12,0.2,1,39,1,296,138,32,0.7,4,0.14,108,10,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.461","Cookie, Christmas, Goro","Cereals, seed and nuts",1,19,1943,466,29.2,17.9,0.83,2.76,8.1,2.95,0.8,7.1,0.66,6.08,1.1,0.82,0.14,0,0,0,0.02,0,0,0.01,"0.15","0.56999999999999995",102,44.2,29.1,"15.2",14.4,2,5.8,"0.3",0,246,234,143,2.9,1.1,0.08,0.08,0.4,0.05,7,0.2,1,19,0.7,135,92,14,0.4,4,0.06,88,12,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.438","Cookie, Christmas, hvite kakemenn","Cereals, seed and nuts",1,19,1545,367,9.3,5.6,0.26,0.86,2.54,0.89,0.3,2.1,0.2,1.83,0.6,0.52,0.06,0,0,0,0,0,0,0,"0.06","0.44",21,62.7,34.5,"28.3",27.2,2,6.8,"0.6",0,65,62,40,1,0.4,0.1,0.04,0.6,0.06,4,0.1,1,37,0.6,245,132,20,0.5,1,0.09,86,6,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.440","Cookie, Christmas, krumkaker","Cereals, seed and nuts",1,21,1834,439,25.2,14.8,0.66,2.21,6.87,2.51,0.6,6.4,0.57,5.53,1.3,0.97,0.12,0,0,0,0.05,0,0,0.03,"0.15","0.82",140,45.3,18.2,"27.1",26.8,1,7,"0.4",0,216,207,110,3.4,1.9,0.07,0.1,0.3,0.06,12,0.4,0,26,0.9,157,99,13,0.6,7,0.06,95,16,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.463","Cookie, Christmas, sandkake","Cereals, seed and nuts",1,10,2142,514,31.9,16.1,0.73,2.42,7.49,2.66,0.7,10.2,0.6,9.24,2.5,2.26,0.12,0,0,0,0.01,0,0,0.01,"0.13","2.04",84,46.6,27.3,"19.3",18.4,3,8.7,"0.4",0,207,197,122,3.1,3.9,0.11,0.09,0.9,0.07,12,0.1,1,46,1,143,174,47,0.8,4,0.19,129,11,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.106","Cookie, Christmas, Serinakake","Cereals, seed and nuts",1,16,1863,445,22.6,8.8,1.14,1.13,3.23,1.95,0.2,8.4,0.2,8.06,3.6,2.75,0.73,0,0,0,0.03,0,0,0.01,"0.72","2.74",64,51.6,29.1,"22.5",22,2,7.8,"0.4",0,242,233,101,2.9,4.3,0.1,0.08,0.6,0.06,10,0.2,1,26,0.9,141,121,24,0.6,4,0.1,97,8,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.464","Cookie, Christmas, sirupssnipper","Cereals, seed and nuts",1,16,1711,408,15.7,7.2,0.57,1.05,3.09,1.32,0.3,5.3,0.23,4.96,1.8,1.54,0.18,0,0,0,0,0,0,0,"0.17","1.45",23,57.8,30.4,"27.4",13.6,3,7.4,"0.6",0,108,103,60,1,2.2,0.1,0.07,0.8,0.06,7,0.1,1,43,0.8,222,177,40,0.6,2,0.18,99,3,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.140","Cookie, macaroon with oats","Cereals, seed and nuts",1,12,1735,413,14.4,5,0.53,0.54,2.22,1.06,0.1,5.1,0.14,4.85,2.7,2.25,0.38,0,0.01,0,0.05,0,0,0.03,"0.4","2.2999999999999998",93,57.5,32.9,"24.6",24,5,10.8,"0.5",0,141,137,47,1.9,2.9,0.24,0.13,0.5,0.09,19,0.3,0,51,2.2,212,222,56,1.5,7,0.18,320,10,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.433","Cookie, sweet, biscotti","Cereals, seed and nuts",1,6,1889,450,16.6,1.7,0,0,1.37,0.38,0,9.2,0.1,9.07,3.6,3.45,0.04,0,0,0,0.03,0,0,0.02,"0.06","3.51",54,60,29.6,"30.4",28.5,5,12.8,"0.4",0,24,24,7,0.4,6.7,0.16,0.28,1,0.13,29,0.2,2,93,1.7,177,309,77,1.4,5,0.37,305,6,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.134","Ginger nuts","Cereals, seed and nuts",1,3,2052,489,21.6,9.6,1.16,1.33,3.48,2,0.3,7.3,0.21,6.9,2.9,2.21,0.7,0,0,0,0,0,0,0,"0.68","2.15",29,65.9,34.6,"31.2",25,3,6.7,"0.6",0,237,227,114,2.5,2.9,0.1,0.04,0.6,0.06,5,0.1,1,36,0.7,243,130,22,0.5,1,0.11,162,4,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.198","Gingersnaps","Cereals, seed and nuts",1,2,1930,459,15.9,6.6,0.79,0.44,1.89,2.87,NA,6.9,0.15,6.45,1.7,1.48,0.26,0,0,0,0,0,0,0,"0.26","1.48",15,72.9,37.1,"35.799999999999997",32.8,2,5.3,"1.7",0,124,123,10,1,1.5,0.08,0.18,3.7,0.07,9,0,0,25,0.6,690,153,23,0.9,1,0.14,69,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.483","Granola, home-made","Cereals, seed and nuts",1,12,1940,465,26,2.9,0.02,0.06,1.99,0.8,0,10,0.06,10.01,9.3,8,1.66,0,0,0,0,0,0,0,"1.59","7.71",1,40.5,16.7,"23.8",2.9,9,12.7,"0.5",0,6,4,22,0.1,5.7,0.39,0.2,1.3,0.16,51,0,1,86,3.3,196,476,154,2.4,6,0.67,355,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.099","Marzipan ring cake","Cereals, seed and nuts",1,8,2007,480,24.5,1.9,0,0,1.53,0.31,0,15.6,0.11,15.44,5.8,5.79,0,0,0,0,0,0,0,0,"0","5.79",0,51.2,2.4,"48.8",46.6,5,11.3,"0.1",0,0,0,2,0,11.1,0.09,0.22,1.7,0.06,23,0,0,111,1.6,26,328,127,1.4,2,0.49,229,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.139","Meringue","Cereals, seed and nuts",1,3,1650,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,92.4,0,"92.4",92.2,0,4.6,"0.2",0,0,0,0,0,0,0,0.12,0,0,0,0,0,3,0,87,75,6,0,3,0.02,8,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.462","Muesli bar, energy bar, home-made","Cereals, seed and nuts",1,9,1953,468,24.4,4.5,0.01,0.03,2.45,1.5,0,10.4,0.07,10.59,7.1,6.17,0.68,0,0,0.01,0.01,0,0,0.01,"0.73","6.25",16,42.8,21.3,"21.5",2.5,8,15.1,"0.2",0,8,7,13,0.1,4,0.36,0.18,1.8,0.17,43,0.1,4,78,3.8,84,494,170,2.8,5,0.68,407,4,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.192","Rusk, white, sweet","Cereals, seed and nuts",1,5,1865,444,14.6,4.3,0.5,0.45,1.64,0.89,0.1,6.1,0.1,5.97,3.2,2.75,0.55,0,0,0,0,0,0,0,"0.54","2.72",7,64.4,53.7,"10.7",7.9,4,11.7,"0.2",0,74,71,36,1.2,2.4,0.24,0.13,1.4,0.11,38,0.3,1,88,1,72,266,33,1.2,2,0.13,171,10,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"5.9","Yeast cake, griddle cake, waffle","Cereals, seed and nuts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.199","Berliner, filled dougnut","Cereals, seed and nuts",1,22,1768,423,23.1,11,3.33,1.37,2.29,3.43,0,7.8,0.06,7.25,3.1,2.31,0.46,0,0,0,0.03,0,0,0.02,"0.48","2.37",48,45,28,"17",15.8,2,7.6,"0.6",0,25,25,1,0.4,3.2,0.17,0.11,0.9,0.08,37,0.3,3,36,0.9,241,151,20,0.9,4,0.08,109,7,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.096","Cake, yeast, sweet","Cereals, seed and nuts",1,36,1165,276,5,2.7,0.12,0.4,1.28,0.42,0.1,1.1,0.1,0.93,0.6,0.53,0.05,0,0,0,0,0,0,0,"0.05","0.49",10,47.2,41.4,"5.9",3.6,3,9.1,"0.7",0,31,29,19,0.6,0.4,0.19,0.11,1.1,0.09,29,0.2,1,72,0.8,275,211,26,0.9,1,0.1,135,8,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.097","Cake, yeast, with dried fruit, Norwegian Christmas cake","Cereals, seed and nuts",1,30,1329,316,8.5,3.5,0.44,0.47,1.27,0.73,0.1,2.9,0.08,2.71,1.4,1.11,0.3,0,0,0,0,0,0,0,"0.28999999999999998","1.0900000000000001",8,50.8,33.3,"17.5",13.2,3,7.5,"0.5",0,85,82,39,1.1,1.3,0.16,0.08,1,0.09,24,0.2,1,58,0.9,185,242,25,0.8,1,0.12,114,6,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.187","Cinnamon roll, home-made","Cereals, seed and nuts",1,26,1425,339,10,4.1,0.54,0.55,1.46,0.87,0.1,3.4,0.09,3.21,1.7,1.29,0.35,0,0,0,0,0,0,0,"0.34","1.27",9,52.7,37.1,"15.6",13.8,3,8.1,"0.2",0,104,100,48,1.3,1.5,0.18,0.1,1.1,0.08,32,0.2,1,58,0.8,70,186,24,0.9,1,0.09,117,7,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.314","Cinnamon roll, sugar coated, industrially made","Cereals, seed and nuts",1,25,1233,292,5.2,2.1,0.19,0.09,1.4,0.34,0.1,1.5,0.01,1.47,1.1,0.96,0.11,0,0,0,0,0,0,0,"0.11","0.96",0,51.8,33.6,"18.2",17,2,8.4,"0.5",0,17,17,0,0,0.8,0.11,0.06,1.1,0.14,35,0,0,34,1.3,203,141,23,0.9,3,0.13,101,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.315","Cinnamon roll, with custard and icing, industrially made","Cereals, seed and nuts",1,39,1104,262,5.2,2,0.16,0.09,1.2,0.44,0.2,1.6,0.01,1.54,1.1,1,0.1,0,0,0,0,0,0,0,"0.1","1",0,46,29.9,"16.100000000000001",14,2,6.7,"0.1",0,10,10,0,0,0.8,0.09,0.21,1.2,0.13,28,0,0,55,1.2,54,151,22,0.8,3,0.13,100,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.312","Croissant, plain, industrially made","Cereals, seed and nuts",1,22,1688,404,21.4,12.1,0.83,1.97,6.09,1.85,0.3,6,0.34,5.42,1.2,1.03,0.1,0,0,0,0,0,0,0,"0.1","1.03",33,43.7,31.2,"12.5",10,1,8.5,"0.9",0,93,90,31,0,1.5,0.14,0.19,1.1,0.11,33,0.2,0,34,1.1,362,148,23,0.6,0,0.16,90,1,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.287","Danish pastry ring, filled with minced almonds","Cereals, seed and nuts",1,20,2066,497,35.9,12.5,5.3,2.16,2.71,1.15,0,15,0.07,14.37,7,5.11,1.5,0,0,0,0.01,0,0,0.01,"1.51","5.13",14,36.4,25.5,"10.9",10.2,2,6.2,"1.1000000000000001",0,7,7,0,0.1,9,0.15,0.11,1,0.05,30,0.1,0,28,0.9,447,135,35,0.9,3,0.14,106,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.316","Danish pastry, filled with jam, industrially made","Cereals, seed and nuts",1,34,1446,346,17.9,5.7,0.04,0.1,4.4,1.1,1.3,5.9,0.03,5.76,3.2,2.7,0.46,0,0,0,0,0,0,0,"0.46","2.7",0,37.9,20.2,"17.7",15,3,6.9,"0.6",0,127,126,10,2,3.5,0.06,0.08,1,0.12,24,0.2,5,48,1.1,257,132,19,0.7,3,0.12,89,2,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.118","Danish pastry, with custard filling","Cereals, seed and nuts",1,31,1619,388,23.2,8.8,1.12,1.13,3.22,1.92,0.2,9,0.21,8.63,3.6,2.82,0.7,0,0,0,0.02,0,0,0.01,"0.69","2.8",56,37.2,18.2,"18.899999999999999",17,2,6.8,"0.4",0,233,225,99,2.9,4.5,0.13,0.13,0.9,0.06,32,0.4,0,68,0.8,144,170,27,0.9,3,0.1,127,11,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
"05.313","Flatbread, soft, Norwegian, filled, industrially made, Vestlandslefsa","Cereals, seed and nuts",1,30,1454,348,17.2,4,0.08,0.07,2.3,1.5,NA,5.5,0,3.66,5.1,4.7,0.47,0,0,0,0,0,0,0,"0.47","4.7",0,41.4,24.4,"17",16,2,5.8,"0.7",0,108,108,0,1.7,2.9,0.07,0.04,1.3,0.11,8,0.1,0,25,0.8,291,128,21,0.3,2,0.38,72,0,NA,"Information on the source of each value can be found in NO21-biblio.csv ","NO21"
