"fdc_id","food_desc_portuguese","food_desc","scientific_name","ISSCAAP","alpha_code","WATERg","ENERCkcal","ENERCkJ","PROCNTg","FATCEg","CHOLEmg","CHOCDFg","FIBTGg","ASHg","CAmg","MGmg","MNmg","Pmg","FEmg","NAmg","Kmg","CUmg","ZNmg","RETOLmcg","VITAmcg","VITA_RAEmcg","THIAmg","RIBFmg","VITB6Amg","NIAmg","VITCmg","source_fct","nutrient_data_source"
"11","Biscoito, doce, wafer, recheado de chocolate",NA,NA,NA,NA,"1.17","502.45685797101441","2102.2794937507242","5.5645217391304351","24.673333333333332","0","67.535478260869553","1.8033333333333335","1.0566666666666666","23.343333333333334","47.853333333333332","0.435","124.20333333333333","2.4433333333333334","137.24","240.45333333333335","0.26333333333333336","0.87333333333333341","0",NA,NA,"0.3666666666666667","0.03","0.29666666666666669","1.1200000000000001","0","BR11","None listed"
"12","Biscoito, doce, wafer, recheado de morango",NA,NA,NA,NA,"1.1733333333333333","513.44618260869561","2148.2588280347827","4.517043478260871","26.4","1.2673333333333334","67.352956521739131","0.82","0.55666666666666664","13.706666666666665","18.54","0.27966666666666667","73.163333333333341","1.0933333333333335","119.9","74.843333333333334","8.3333333333333329E-2","0.51333333333333331","0",NA,NA,"0.35666666666666663","0","0.94","0.37333333333333335",NA,"BR11","None listed"
"13","Biscoito, salgado, cream cracker","Biscuit, savory, cracker (Biscoito, salgado, cream cracker)",NA,NA,NA,"4.0566666666666666","431.73228115942027","1806.3678643710145","10.055130434782608","14.436666666666667",NA,"68.73153623188405","2.5099999999999998","2.72","20.003333333333334","39.74666666666667","0.68966666666666665","148.26","2.2000000000000002","854.35666666666668","180.61333333333334","0.18","1.1366666666666667",NA,NA,NA,"0.71","0.13","0.17","7.1366666666666658",NA,"BR11","None listed"
"14","Bolo, mistura para","Cake, dry mix (Bolo, mistura para)",NA,NA,NA,"1","418.63333333333333","1751.5618666666667","6.1594202898550732","6.126666666666666","0","84.713913043478257","1.7033333333333331","2","58.878999999999998","27.921999999999997","0.46266666666666673","332.65766666666667","1.2106666666666666","462.88","75.363","0.15333333333333332","0.58266666666666667",NA,NA,NA,"0.17666666666666667","0","1.5033333333333332","1.5166666666666666","0","BR11","None listed"
"15","Bolo, pronto, aipim","Cake, cassava, ready-to-eat (Bolo, pronto, aipim)",NA,NA,NA,"34.13366666666667","323.85166666666663","1354.9953733333332","4.416666666666667","12.747666666666667","73.204000000000008","47.863999999999997","0.69066666666666665","0.83799999999999997","85.022333333333336","10.343999999999999","0.107","122.194","0.48900000000000005","111.00833333333333","134.82266666666666","5.1666666666666666E-2","0.41566666666666663","0",NA,NA,"0.13","7.0000000000000007E-2","0","0","0","BR11","None listed"
"16","Bolo, pronto, chocolate","Cake, chocolate, ready-to-eat (Bolo, pronto, chocolate)",NA,NA,NA,"19.276333333333334","410.01366666666667","1715.4971813333334","6.2229166666666664","18.472333333333335","76.797666666666672","54.717750000000002","1.43","1.3106666666666666","74.584666666666678","27.686666666666667","0.3793333333333333","196.97666666666669","2.1323333333333334","283.3","211.76333333333332","4.6333333333333337E-2","0.71366666666666667","0",NA,NA,"0.13333333333333333","9.3333333333333338E-2","0.05","0","0","BR11","None listed"
"17","Bolo, pronto, coco","Cake, coconut, ready-to-eat (Bolo, pronto, coco)",NA,NA,NA,"29.320333333333334","333.4376666666667","1395.1031973333336","5.6666666666666661","11.296333333333331","63.207666666666661","52.276000000000003","1.0549999999999999","1.4406666666666668","57.105333333333334","16.251666666666665","0.39900000000000002","303.3963333333333","0.84799999999999998","190.33866666666665","143.29400000000001","8.900000000000001E-2","0.67566666666666675","0","0","0","0.15333333333333332","5.6666666666666664E-2","0","0","0","BR11","None listed"
"18","Bolo, pronto, milho","Cake, corn, ready-to-eat (Bolo, pronto, milho)",NA,NA,NA,"36.688333333333333","311.387","1302.843208","4.8041666666666671","12.414999999999999","81.687333333333342","45.108833333333337","0.71","0.98366666666666669","82.584666666666664","10.249000000000001","0.10766666666666667","128.19633333333331","0.65","133.81100000000001","118.42733333333335","0.04","0.435","56.886666666666663",NA,NA,"0.11","0.05","0","0","0","BR11","None listed"
"19","Canjica, branca, crua",NA,NA,NA,NA,"13.557","357.60258999999996","1496.2092365599999","7.2","0.97100000000000009",NA,"78.060999999999993","5.4993333333333334","0.21099999999999999","1.9646666666666668","12.324999999999999","8.6333333333333331E-2","48.497999999999998","0.32166666666666666","0.78966666666666663","92.947333333333333","4.4999999999999998E-2","0.36233333333333334",NA,NA,NA,"0","0","0","0","0","BR11","None listed"
"20","Canjica, com leite integral",NA,NA,NA,NA,"72.494000000000014","112.45677722046528","470.51915589042676","2.3606000423431395","1.2443333333333335","1.3506666666666665","23.627733290990179","1.2166666666666666","0.27333333333333337","42.562666666666665","5.8383333333333338","0.02","40.583333333333336","5.5999999999999994E-2","27.58666666666667","69.808999999999997","2.5666666666666667E-2","0.27800000000000002","0",NA,NA,"0","0.04","0","0","0","BR11","None listed"
"21","Cereais, milho, flocos, com sal",NA,NA,NA,NA,"9.2933333333333348","369.59975000000003","1546.4053540000002","7.291666666666667","1.6033333333333335",NA,"80.834999999999994","5.293333333333333","0.97666666666666657","1.8136666666666665","20.096","0","90.770333333333326","0.52433333333333332","271.73766666666666","68.66","0","0.6110000000000001",NA,NA,NA,"0.12","0","0.06","0","0","BR11","None listed"
"22","Cereais, milho, flocos, sem sal",NA,NA,NA,NA,"11.223333333333334","363.33831666666663","1520.2075169333332","6.875","1.1833333333333333",NA,"80.448333333333338","1.8366666666666667","0.27","1.9746666666666666","16.548666666666666","0","58.359666666666669","1.6933333333333334","30.970333333333333","28.697333333333333","0.24033333333333337","0.32566666666666672",NA,NA,NA,"0.05","0","0.04","0","0","BR11","None listed"
"23","Cereais, mingau, milho, infantil",NA,NA,NA,NA,"4.7033333333333331","394.42752173913044","1650.2847509565217","6.4311594202898554","1.0933333333333335",NA,"87.265507246376814","3.2133333333333334","0.50666666666666671","218.80666666666664","16.03","0.10633333333333334","169.16333333333333","3.03","399.40333333333336","82.016666666666666","4.3333333333333335E-2","0.36333333333333329","21.416666666666668",NA,NA,"3.7233333333333332","0.46666666666666662","5.0766666666666671","24.163333333333338","109.36666666666666","BR11","None listed"
"24","Cereais, mistura para vitamina, trigo, cevada e aveia",NA,NA,NA,NA,"4.3666666666666663","381.13333333333333","1594.6618666666668","8.8958333333333321","2.12",NA,"81.617500000000007","4.9833333333333334","3","584.25133333333338","72.268000000000001","2.2840000000000003","515.03599999999994","12.641333333333334","1163.2569999999998","244.36099999999999","0.20633333333333334","2.0223333333333335","0",NA,NA,"0.76","0.87666666666666659","1.4866666666666666","7.456666666666667","13.106666666666667","BR11","None listed"
"25","Cereal matinal, milho","Breakfast cereal, corn flakes (Cereal matinal, milho)",NA,NA,NA,"5.5266666666666664","365.354163768116","1528.6418212057974","7.1557971014492754","0.95666666666666667",NA,"83.824202898550723","4.1166666666666663","2.5366666666666666","142.92333333333332","10.933333333333332","5.8999999999999997E-2","100.8","3.05","654.54333333333341","83.086666666666659","0.06","7.63",NA,"30.916666666666668","15.458333333333334","0.76","1.02","2.2466666666666666","11.04","17.293333333333333","BR11","None listed"
"26","Cereal matinal, milho, açúcar","Breakfast cereal, corn flakes, with sugar (Cereal matinal, milho, açúcar)",NA,NA,NA,"4.2666666666666666","376.55525362318843","1575.5071811594205","4.7427536231884071","0.66666666666666663",NA,"88.840579710144922","2.1066666666666669","1.4833333333333334","56.423333333333339","7.94","0.13433333333333333","43.18","3.9033333333333338","405.31333333333333","51.596666666666671","0.04","8.48",NA,"30.916666666666668","15.458333333333334","0.72666666666666657","1.1100000000000001","0.78666666666666663","10.133333333333333","14.55","BR11","None listed"
"27","Creme de arroz, pó",NA,NA,NA,NA,"7.3330000000000011","386.00119033639794","1615.0289803674891","7.0269497747421266","1.2260000000000002",NA,"83.86938355859121","1.0713333333333332","0.54466666666666663","7.0853333333333337","50.50333333333333","1.2373333333333334","153.02000000000001","0.6323333333333333","1.0303333333333333","114.68033333333334","3.7999999999999999E-2","1.8636666666666668",NA,NA,NA,"0.21666666666666665","0","5.3333333333333337E-2","0","0","BR11","None listed"
"28","Creme de milho, pó",NA,NA,NA,NA,"5.6520000000000001","333.03419267054403","1393.4150621335564","4.8208333333333329","1.6393333333333331",NA,"86.148499999999999","3.7223333333333333","1.7393333333333334","323.16333333333336","30.062333333333331","0.2","303.26666666666671","4.2570000000000006","593.79366666666658","165.72366666666667","4.2666666666666665E-2","0.78066666666666673",NA,NA,NA,"0.74","0","2.0533333333333332","0","96.34","BR11","None listed"
"29","Curau, milho verde",NA,NA,NA,NA,"81.564666666666668","78.433818313655848","328.16709582433606","2.3606000423431395","1.6369999999999998","4.742","13.944399957656858","0.45666666666666672","0.49333333333333335","52.596000000000004","15.961333333333334","5.566666666666667E-2","74.656333333333336","0.44933333333333336","20.512","161.84233333333333","2.5333333333333336E-2","0.4","12.07","20.07","16.07","3.6666666666666674E-2","7.0000000000000007E-2","0","0","0","BR11","None listed"
"30","Curau, milho verde, mistura para",NA,NA,NA,NA,"3.9163333333333328","402.28657743531465","1683.1670399893567","2.2229166666666664","13.371333333333334",NA,"79.816416666666669","2.5226666666666664","0.67300000000000004","30.878","8.5006666666666657","5.4666666666666669E-2","44.619","0.86266666666666669","222.92566666666667","55.335333333333331","2.9333333333333333E-2","0.24066666666666667",NA,NA,NA,"0.13333333333333333","0","0","0","0","BR11","None listed"
"31","Farinha, de arroz, enriquecida","Rice, flour, enriched (Farinha, de arroz, enriquecida)",NA,NA,NA,"12.693333333333333","363.05648018122349","1519.0283130782391","1.2693332926432292","0.3",NA,"85.504000040690116","0.57999999999999996","0.23333333333333331","1.1226666666666667","4.3","4.2333333333333334E-2","35.958666666666666","31.383333333333329","17.101666666666667","12.540666666666667","0","8.48",NA,NA,NA,"3.2333333333333329","0","3.4666666666666668","24.423333333333332","173.58666666666667","BR11","None listed"
"32","Farinha, de centeio, integral","Rye, flour, whole grain (Farinha, de centeio, integral)",NA,NA,NA,"10.776666666666666","335.77766279932655","1404.8937411523823","12.515066502888997","1.7533333333333332",NA,"73.298266830444334","15.48","1.6566666666666665","33.916666666666664","120.23333333333333","3.8566666666666669","339.98666666666662","4.7300000000000004","41.376666666666665","333.62","0.56333333333333335","2.6633333333333336",NA,NA,NA,"0.28666666666666668","0.03","0.08","0","0","BR11","None listed"
"33","Farinha, de milho, amarela","Maize, flour, yellow (Farinha, de milho, amarela)",NA,NA,NA,"11.773333333333333","350.58693322738014","1466.8557286233586","7.1875","1.4666666666666666",NA,"79.079166666666652","5.49","0.49333333333333335","1.2849999999999999","30.954999999999998","0","84.221333333333334","2.2526666666666668","44.932333333333339","57.853666666666662","0.26666666666666666","0.59833333333333327",NA,"18","9","0.25333333333333335","0","0.25333333333333335","0","0","BR11","None listed"
"34","Farinha, de rosca",NA,NA,NA,NA,"9.8066666666666666","370.57809666666662","1550.4987564533333","11.380999619166056","1.4633333333333332",NA,"75.785666666666657","4.8233333333333333","1.5633333333333335","35.29933333333333","56.879666666666672","1.6206666666666667","194.95833333333334","6.7336666666666671","332.5","212.14400000000001","0.26299999999999996","1.6713333333333333",NA,NA,NA,"0.25333333333333335","0","0.09","0","0","BR11","None listed"
"35","Farinha, de trigo","Wheat, flour (Farinha, de trigo)",NA,NA,NA,"12.98","360.47297855072469","1508.2189422562321","9.7907826086956504","1.3666666666666669",NA,"75.09255072463769","2.3466666666666667","0.77","17.863333333333333","31.00333333333333","0.46033333333333332","114.74","0.95","0.73666666666666669","151.36666666666667","0.15","0.82666666666666666",NA,NA,NA,"0.3133333333333333","0","0","0.89","0","BR11","None listed"
"36","Farinha, láctea, de cereais",NA,NA,NA,NA,"2.6966666666666668","414.85051739130432","1735.7345647652173","11.87913043478261","5.79","11.271800000000001","77.770869565217382","1.94","1.8633333333333335","196.06333333333336","57.686666666666667","1.4890000000000001","296.44333333333338","8.7233333333333345","125.07333333333332","365.6033333333333","0.19333333333333336","1.7266666666666666","492.24666666666673",NA,NA,"1.43","1.1333333333333331","1.1366666666666667","9.5","24.31","BR11","None listed"
"37","Lasanha, massa fresca, cozida",NA,NA,NA,NA,"59.646333333333331","163.76366666666667","685.18718133333334","5.8125","1.1583333333333332",NA,"32.522166666666671","1.6363333333333332","0.86066666666666658","9.9716666666666658","3.5390000000000001","0.19500000000000001","42.383999999999993","1.1886666666666665","206.76933333333332","53.914666666666669","7.0666666666666669E-2","0.40500000000000003",NA,NA,NA,"0.04","0","0","3.96",NA,"BR11","None listed"
"38","Lasanha, massa fresca, crua",NA,NA,NA,NA,"44.985666666666667","220.3056666666667","921.75890933333346","7.0083333333333329","1.3376666666666666",NA,"45.058333333333337","1.6063333333333334","1.61","16.545666666666666","12.591666666666667","0.34466666666666668","81.961333333333343","1.8723333333333334","666.71033333333332","136.607","9.7666666666666679E-2","0.75566666666666682",NA,NA,NA,"0.08","0","0","0",NA,"BR11","None listed"
"39","Macarrão, instantâneo","Pasta, instant (Macarrão, instantâneo)",NA,NA,NA,"5.9733333333333327","435.86478053333337","1823.6582417514669","8.7916799999999995","17.236666666666668",NA,"62.431653333333344","5.61","5.5666666666666664","17.626666666666669","19.366666666666664","0.253","112.15","0.8","1515.5266666666666","147.91999999999999","0.10333333333333335","0.5033333333333333",NA,NA,NA,"1.18","0.04","0.53333333333333333","9.3666666666666671","0","BR11","None listed"
"40","Macarrão, trigo, cru","Pasta, wheat, raw (Macarrão, trigo, cru)",NA,NA,NA,"10.243333333333332","371.12261304347828","1552.7770129739131","9.9956521739130437","1.3033333333333335",NA,"77.944347826086954","2.9266666666666663","0.51333333333333331","17.3","27.69","0.52833333333333332","99.81","0.88","7.17","147.06","0.15","0.77666666666666673",NA,NA,NA,"0.17666666666666667","0.02","0","3.5666666666666664","0","BR11","None listed"
"41","Macarrão, trigo, cru, com ovos","Pasta, wheat, with eggs, raw (Macarrão, trigo, cru, com ovos)",NA,NA,NA,"10.563333333333333","370.5671133333334","1550.452802186667","10.320799999999998","1.97","17.567999999999998","76.622533333333351","2.2966666666666664","0.52333333333333332","19.453333333333333","0","0.39700000000000002","118.47666666666667","0.91666666666666663","14.74","134.09666666666669","0.13666666666666669","0.81333333333333346","0",NA,NA,"0.10666666666666667","0.05","0.03","4.37","0","BR11","None listed"
"42","Milho, amido, cru","Cornstarch, raw (Milho, amido, cru)",NA,NA,NA,"12.18333","361.36682387826096","1511.958791106644","0.59782608695652173","0",NA,"87.148843913043493","0.74333329999999997","7.0000000000000007E-2","1.0576666666666668","3.0276666666666667","1.833333333333333E-2","12.603","0.12766666666666668","8.0830000000000002","8.5350000000000001","1.5333333333333332E-2","7.9666666666666663E-2",NA,NA,NA,"0","0","0","0","0","BR11","None listed"
"43","Milho, fubá, cru","Maize, meal, raw (Milho, fubá, cru)",NA,NA,NA,"11.453333333333333","353.48226811594202","1478.9698097971016","7.2137681159420293","1.9033333333333333",NA,"78.872898550724628","4.7133333333333338","0.55666666666666675","2.6666666666666665","41.23","0.33866666666666667","107.83666666666666","0.85","0","168.33333333333334","0.08","1.0933333333333333",NA,"26","13","0.25333333333333335","0","0","0.7466666666666667","0","BR11","None listed"
"44","Milho, verde, cru","Corn, green (sweet), raw (Milho, verde, cru)","Zea mays L.",NA,NA,"63.538333333333334","138.16656499999999","578.08890796000003","6.5895833333333336","0.60899999999999999",NA,"28.555749999999996","3.9180000000000006","0.70733333333333326","1.6123333333333332","32.575000000000003","0.11799999999999999","112.705","0.41099999999999998","1.1156666666666666","184.82233333333332","5.0333333333333334E-2","0.51766666666666661",NA,"32","16","0.3","0","0.04","0","0","BR11","None listed"
"45","Milho, verde, enlatado, drenado","Corn, green (sweet), canned, drained (Milho, verde, enlatado, drenado)",NA,NA,NA,"76.223333333333343","97.564894202898515","408.21151734492742","3.2282608695652177","2.3533333333333331",NA,"17.135072463768108","4.6433333333333335","1.06","2.1673333333333336","20.376333333333331","9.3000000000000013E-2","61.307333333333332","0.58566666666666667","260.34989999999999","162.02333333333334","4.5666666666666668E-2","0.49833333333333335",NA,"48","24","0","0.05","0","3.7366666666666664","1.7433333333333334","BR11","None listed"
"46","Mingau tradicional, pó","Porridge, traditonal, powder (Mingau tradicional, pó)",NA,NA,NA,"8.1433333333333326","373.42146666666667","1562.3954165333334","0.58333333333333337","0.37",NA,"89.336666666666673","0.88","1.5666666666666667","522.04666666666674","4.280666666666666","0","273.31900000000002","41.991333333333337","14.855333333333334","0","0","15.209333333333333","1533.2433333333331",NA,NA,"3.4066666666666663","0","3.11","19.393333333333334","0","BR11","None listed"
"47","Pamonha, barra para cozimento, pré-cozida",NA,NA,NA,NA,"61.307333333333332","171.21911166666669","716.38076321333347","2.5520833333333335","4.8496666666666668",NA,"30.68491666666667","2.371","0.60599999999999998","4.1643333333333334","15.347","0.12466666666666666","54.585000000000001","0.35666666666666663","131.99299999999999","125.34933333333333","3.4000000000000002E-2","0.42366666666666664",NA,NA,NA,"0","0","0","0","0","BR11","None listed"
"48","Pão, aveia, forma","Bread, oats, loaf (Pão, aveia, forma)",NA,NA,NA,"19.916666666666668","343.08536666666669","1435.4691741333336","12.35","5.6933333333333342","0","59.566666666666663","5.98","2.4733333333333332","108.69099999999999","56.68033333333333","1.0820000000000001","182.19766666666666","4.7319999999999993","605.76299999999992","210.08333333333334","0.13566666666666669","1.7306666666666668","0",NA,NA,"8.666666666666667E-2","0.03","8.3333333333333329E-2","0","0","BR11","None listed"
"49","Pão, de soja",NA,NA,NA,NA,"26.033333333333331","308.72632333333331","1291.7109368266667","11.343","3.58",NA,"56.510333333333335","5.706666666666667","2.5333333333333337","90.237333333333325","48.318333333333328","0.56933333333333336","153.18","3.3303333333333334","662.54133333333334","296.34800000000001","0.16266666666666668","1.4586666666666668",NA,NA,NA,"7.0000000000000007E-2","0.04","0.79333333333333333","0","0","BR11","None listed"
"50","Pão, glúten, forma","Bread, gluten, loaf (Pão, glúten, forma)",NA,NA,NA,"40.673333333333339","252.99402999999998","1058.5270215200001","11.950999600092567","2.7266666666666666",NA,"44.118999999999993","2.48","0.53","155.721","24.243666666666666","0.51","105.26066666666667","5.7103333333333337","22.045333333333335","64.73233333333333","6.2E-2","1.2843333333333333",NA,NA,NA,"4.3333333333333335E-2","0.03","0","0","0","BR11","None listed"
"51","Pão, milho, forma","Bread, corn, loaf (Pão, milho, forma)",NA,NA,NA,"30.416666666666668","292.01348999999999","1221.78444216","8.3030000000000008","3.11","5.6849999999999996","56.396999999999998","4.296666666666666","1.7733333333333334","77.848666666666659","29.415666666666667","0.36599999999999994","110.098","3.0443333333333329","506.64399999999995","89.024666666666675","9.9666666666666667E-2","0.81766666666666676","0",NA,NA,"0.08","0","8.3333333333333329E-2","0","0","BR11","None listed"
"52","Pão, trigo, forma, integral","Bread, wheat, wholemeal (Pão, trigo, forma, integral)",NA,NA,NA,"34.723333333333336","253.19361833333332","1059.3620991066666","9.4251666666666658","3.6533333333333338",NA,"49.941499999999998","6.8833333333333329","2.2566666666666664","131.75966666666667","60.428333333333335","1.6163333333333334","193.43899999999999","2.9853333333333332","506.1033333333333","162.87100000000001","0.14599999999999999","1.5856666666666668",NA,NA,NA,"7.6666666666666675E-2","0.04","0.1466666666666667","0","0","BR11","None listed"
"53","Pão, trigo, francês","Bread, wheat, french (Pão, trigo, francês)",NA,NA,NA,"28.483333333333334","299.8101504347826","1254.4056694191304","7.9535652173913043","3.1033333333333335",NA,"58.646434782608694","2.3066666666666666","1.8133333333333332","15.753333333333336","25.463333333333335","0.46333333333333337","94.74","1","647.6733333333334","142.19999999999999","0.13","0.76333333333333331","2.9866666666666668",NA,NA,"0.38666666666666671","0.67","0.6","2.3366666666666664",NA,"BR11","None listed"
"54","Pão, trigo, sovado","Bread, wheat, sourdough (Pão, trigo, sovado)",NA,NA,NA,"25.763333333333332","310.96494000000001","1301.0773089600002","8.3979999999999997","2.84","16.562000000000001","61.451999999999998","2.4333333333333331","1.5466666666666666","51.617999999999995","22.220333333333333","0.3136666666666667","100.66266666666667","2.2686666666666664","430.79199999999997","91.166000000000011","0","2.6616666666666666","0",NA,NA,"0.08","4.3333333333333335E-2","0.1466666666666667","0","0","BR11","None listed"
"55","Pastel, de carne, cru",NA,NA,NA,NA,"34.398333333333333","288.70207151598953","1207.9294672229003","10.74069964059194","8.7929999999999993","18.200666666666667","42.016633692741387","1.04","4.051333333333333","16.691666666666666","17.704999999999998","0.34333333333333332","117.37666666666667","1.9910000000000003","1309.2650000000001","165.61033333333333","0.11","1.659","0",NA,NA,"0.06","0.03","0","1.58","0","BR11","None listed"
"56","Pastel, de carne, frito",NA,NA,NA,NA,"22.923333333333332","388.37465162496756","1624.9595423988644","10.104199661890666","20.136666666666667","25.335999999999999","43.767800338109339","0.98666666666666669","3.0680000000000001","12.554666666666668","14.444666666666665","0.21566666666666667","90.031999999999996","2.5076666666666667","1039.8886666666667","155.643","0.11599999999999999","1.1499999999999999","0",NA,NA,"6.3333333333333339E-2","0.05","0","1.83",NA,"BR11","None listed"
"57","Pastel, de queijo, cru",NA,NA,NA,NA,"31.283333333333331","308.47443388737418","1290.6570313847735","9.8533996702829985","9.634666666666666","14.349000000000002","45.947933663050335","1.1066666666666667","3.2806666666666664","154.69800000000001","15.805333333333332","0.24466666666666667","168.12333333333333","0.9906666666666667","984.56966666666665","102.57833333333333","9.9333333333333343E-2","0.96633333333333338","0",NA,NA,"7.3333333333333348E-2","3.3333333333333333E-2","0","0","0","BR11","None listed"
"58","Pastel, de queijo, frito",NA,NA,NA,NA,"17.541","422.11208003931927","1766.1169428845119","8.7095997085571284","22.670333333333332","15.376333333333333","48.132733624776201","0.94333333333333336","2.9463333333333335","126.12766666666668","14.738333333333335","0.20066666666666669","123.80966666666666","1.3423333333333334","821.38233333333335","123.75466666666667","9.9333333333333343E-2","0.76233333333333331","17.583333333333332",NA,NA,"0.09","0.04","0","0","0","BR11","None listed"
"59","Pastel, massa, crua",NA,NA,NA,NA,"27.065999999999999","310.20251433333328","1297.8873199706666","6.9027000000000003","5.4770000000000003",NA,"57.379633333333324","1.4133333333333333","3.1746666666666665","12.613999999999999","14.430666666666667","0.38266666666666671","72.551000000000002","1.0553333333333332","1344.2013333333332","166.68166666666664","0.10533333333333333","0.60733333333333328",NA,NA,NA,"0.1466666666666667","0","0","0",NA,"BR11","None listed"
