"ICS.FAOSTAT.SUA.Current.Code","ics_faostat_sua_english_description","quality_rating_for_food_match","source_fct","NDB_number","fdc_id","food_desc","scientific_name","ISSCAAP.Group","X3.alpha.code","Edible_factor_in_FCT","V105","SOPg","ENERCkcal","ENERCkJ","V106","V107","WATERg","PROCNTg","XN","FAT_g_standardised","FATg","FATCEg","FAT_g","V108","CHOCDFg","CHOAVLMg","CHOAVLg","CHOAVLDFg","V109","FIBTGg","NSPg","FIBCg","ALCg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","MNmg","SEmcg","V110","V111","VITA_RAEmcg","VITAmcg","RETOLmcg","V112","CARTBEQmcg","CARTAmcg","CARTBmcg","CRYPXBmcg","V113","VITEmg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","V114","THIAmg","THIAHCLmg","RIBFmg","VITB6_mg_standardised","VITB6Cmg","VITB6Amg","VITB6_mg","V115","FOLDFEmcg","FOLmcg","FOLACmcg","FOLFDmcg","FOLSUMmcg","FOL_mcg","V116","NIAEQmg","NIAmg","V117","NIATRPmg","TRPmg","VITB12mcg","VITCmg","ASCLmg","FASATg","FAMSg","FAPUg","FATRNg","CHOLEmg","CHOL_mg","SUGARg","F22D6N3g","F20D5N3g","NIAmg_std","IDmcg","comment","fish_type","fish_prep","food_group","nutrient_data_source","specific_gravity","NTg","ALCg_100mL","VITDEQmcg","VITDmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg"
"1501","Freshwater & diadromous fish, fresh",NA,"DK19",NA,"30","Salmon, Atlantic, wild, raw",NA,"23","",0.65,NA,NA,159,666,NA,NA,68,18.4,6.25,"7.5",NA,NA,7.5,NA,4.5,NA,NA,4.5,NA,0,NA,NA,NA,1.6,20,0.8,24,200,330,57,1.04,0.17,0.04,32.2,NA,NA,15,NA,15,NA,NA,NA,0,NA,NA,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.1,0.98,0.98,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,9.24,6,NA,NA,194,6.2,1,1,NA,2.09,1.91,NA,70,NA,NA,0.93,0.36,6,30,NA,"Freshwater & diadromous fish","fresh","Marine fish","None listed",NA,2.94,NA,30,NA,30,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"DK19",NA,"1248","Eel, raw",NA,"22","",NA,NA,NA,310,1281,NA,NA,56.2,15.1,NA,"27.7",NA,NA,27.7,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,35,0.35,15,200,256,46,2,0.03,0.03,26.3,NA,NA,1800,NA,1800,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.31,0.24,0.24,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,6.63,3.8,NA,NA,170,4.4,1.28,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,13.4,NA,"Freshwater & diadromous fish","fresh","Marine fish","None listed",NA,3.06,NA,30,NA,30,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"DK19",NA,"1658","Salmon, atlantic, aquaculture, raw",NA,"23","",0.92,NA,NA,228,947,NA,NA,64.7,15.8,6.25,"18.3",NA,NA,18.3,NA,0,NA,NA,0,NA,0,NA,NA,NA,1.1,8.68,0.22,25.6,219,362,46.8,0.32,0.04,0,16.6,NA,NA,7.05,NA,7.05,NA,NA,NA,NA,NA,NA,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.07,0.64,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,7.65,NA,NA,206,4.1,2.05,2.05,NA,8.05,4.5,0,52,NA,NA,0.66,0.41,7.65,2.74,NA,"Freshwater & diadromous fish","fresh","Marine fish","None listed",NA,3.12,NA,9.66,NA,6.07,0,0.72,0
"1501","Freshwater & diadromous fish, fresh",NA,"DK19",NA,"1659","Salmon (slå op i fishbase)",NA,"23","",NA,NA,NA,105,444,NA,NA,75.4,21.2,6.25,"2.2999999999999998",NA,NA,2.3,NA,0,NA,NA,0,NA,0,NA,NA,NA,1.2,8.7,0.38,26.5,221,352,67,0.36,0.07,0.01,31.5,NA,NA,6.9,NA,6.9,NA,NA,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.12,0.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,6.45,NA,NA,NA,5.35,0.53,0.53,NA,0.65,0.8,NA,54,NA,NA,0.44,0.18,6.45,12.6,NA,"Freshwater & diadromous fish","fresh","Marine fish","None listed",NA,3.49,NA,14.4,NA,14.2,NA,0.05,NA
"1501","Freshwater & diadromous fish, fresh",NA,"JA15",NA,"10021","Fish, Ayu, wild, raw",NA,"23","",0.55,NA,NA,100,418,NA,NA,77.7,18.3,NA,"2.4",2.4,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,1.5,270,0.9,24,310,370,70,0.8,0.06,0.16,14,NA,NA,35,NA,35,NA,0,0,0,0,NA,NA,1.2,0,0,0,NA,NA,NA,NA,NA,0.13,0.15,0.17,NA,0.17,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,3.1,NA,NA,200,10.3,2,NA,0.65,0.61,0.54,NA,83,NA,NA,0.06,0.09,3.1,13,NA,"Freshwater & diadromous fish","fresh","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,1,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"JA15",NA,"10025","Fish, Ayu, cultured, raw",NA,"23","",0.5,NA,NA,152,636,NA,NA,72,17.8,NA,"7.9",7.9,NA,NA,NA,NA,NA,NA,0.6,NA,0,NA,NA,NA,1.7,250,0.8,24,320,360,55,0.9,0.05,0,NA,NA,NA,55,NA,55,NA,0,0,0,0,NA,NA,5,0.1,0.1,0,NA,NA,NA,NA,NA,0.15,0.14,0.28,NA,0.28,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,3.5,NA,NA,200,2.6,2,NA,2.44,2.48,1.4,NA,110,NA,NA,0.44,0.18,3.5,NA,NA,"Freshwater & diadromous fish","fresh","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,8,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"JA15",NA,"10149","Fish, salmon and trout, sockeye salmon, raw",NA,"23","",1,NA,NA,138,577,NA,NA,71.4,22.5,NA,"4.5",4.5,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,1.5,10,0.4,31,260,380,57,0.5,0.07,0.01,NA,NA,NA,27,NA,27,NA,0,0,0,0,NA,NA,1.3,0,0,0,NA,NA,NA,NA,NA,0.26,0.15,0.41,NA,0.41,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,6,NA,NA,250,9.4,0,NA,0.81,1.75,1.03,NA,51,NA,NA,0.48,0.27,6,NA,NA,"Freshwater & diadromous fish","fresh","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,33,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"UF16",NA,"091006","Nile tilapia, wild, dorsal muscle w/o skin, raw",NA,"12","TLN",0.15,NA,NA,90.19,381.85,NA,NA,80.76,19.91,NA,"1.1724999999999999",1.17,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.97,14.57,0.13,28.43,138.74,343.75,36.92,0.47,0.06,NA,24,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.04,NA,0.06,0.2,0.2,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,6.98,3.51,NA,NA,208,1.3,0,NA,0.35,0.28,0.31,NA,41.7,NA,NA,0.08,0.02,3.51,4.79,NA,"Freshwater & diadromous fish","fresh",NA,"fi100, fi333, 091001, SR27-15261",NA,3.19,NA,NA,NA,19.95,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","15261","15261","Fish, tilapia, raw",NA,"12","",1,NA,NA,96,400,NA,NA,78.08,20.08,NA,"1.7",1.7,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0.93,10,0.56,27,170,302,52,0.33,0.07,0.04,41.8,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0.4,NA,0,0.1,0,NA,0,0,NA,0.04,NA,0.06,0.16,NA,0.16,NA,NA,24,24,0,24,NA,NA,NA,NA,3.9,NA,NA,0.21,1.58,0,NA,0.58,0.5,0.36,NA,50,NA,0,0.09,0,3.9,NA,NA,"Freshwater & diadromous fish","fresh","Finfish and Shellfish Products","S1163",NA,NA,NA,NA,3.1,3.1,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","35150","35150","Fish, salmon, coho (silver), raw (Alaska Native)",NA,"23","",1,NA,NA,140,587,NA,NA,69.38,22.56,NA,"5.57",5.57,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.24,5,0.55,28,240,380,58,0.41,0.05,NA,27.6,NA,NA,NA,NA,30,NA,NA,0,0,0,NA,0.81,NA,0.01,0.01,0,0,0,0,NA,0.15,NA,0.19,0.22,NA,0.22,NA,NA,13,13,0,13,NA,NA,NA,NA,7.93,NA,NA,0.33,8.52,0,NA,0.9,1.79,2.41,NA,58,NA,0,1.39,0.49,7.93,NA,NA,"Freshwater & diadromous fish","fresh","American Indian/Alaska Native Foods","S3481",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","35151","35151","Fish, salmon, sockeye (red), raw (Alaska Native)",NA,"23","",1,NA,NA,153,641,NA,NA,69.64,21.94,NA,"7.28",7.28,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.29,7,0.53,27,240,360,60,0.52,0.05,0.01,29.9,NA,NA,NA,NA,58,NA,NA,0,0,0,NA,1.25,NA,0.01,0.04,0,0,0,0,NA,0.25,NA,0.3,0.28,NA,0.28,NA,NA,11,11,0,11,NA,NA,NA,NA,8.04,NA,NA,0.31,7.82,0,NA,1.01,2.2,1.37,NA,64,NA,0,0.63,0.33,8.04,NA,NA,"Freshwater & diadromous fish","fresh","American Indian/Alaska Native Foods","S3481",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","35152","35152","Fish, Salmon, Chum, raw (Alaska Native)",NA,"23","",1,NA,NA,116,484,NA,NA,72.34,20.69,NA,"3.67",3.67,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.27,7,0.56,26,230,370,59,0.54,0.14,0.03,39.7,NA,NA,NA,NA,32,NA,NA,0,0,0,NA,0.49,NA,0,0,0,0,0,0,NA,0.16,NA,0.22,0.19,NA,0.19,NA,NA,18,18,0,18,NA,NA,NA,NA,8.79,NA,NA,0.32,8.08,0,NA,0.55,0.94,0.77,NA,59,NA,0,0.41,0.17,8.79,NA,NA,"Freshwater & diadromous fish","fresh","American Indian/Alaska Native Foods","S3481",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","35153","35153","Fish, salmon, king (chinook), raw (Alaska Native)",NA,"23","",1,NA,NA,187,781,NA,NA,65.96,20.25,NA,"11.73",11.73,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.25,42,0.79,24,208,370,48,0.52,NA,NA,31,NA,NA,NA,NA,136,NA,NA,0,0,0,NA,1.49,NA,0.01,0.03,0,0,0,0,NA,0.16,NA,0.17,0.27,NA,0.27,NA,NA,NA,15,NA,15,NA,NA,NA,NA,8.41,NA,NA,NA,7.38,0,NA,1.87,4.09,1.6,NA,61,NA,0,0.71,0.44,8.41,NA,NA,"Freshwater & diadromous fish","fresh","American Indian/Alaska Native Foods","S3481",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","35169","35169","Fish, sheefish, raw (Alaska Native)",NA,"23","",1,NA,NA,115,479,NA,NA,74.62,22.25,NA,"2.84",2.84,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.58,140,0.5,25,300,390,52,0.6,0.15,0.04,42.3,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.44,NA,0,0.01,0,0,0,0,NA,0.04,NA,0.13,0.16,NA,0.16,NA,NA,9,9,0,9,NA,NA,NA,NA,2.12,NA,NA,0.21,5.9,0,NA,0.49,1.08,0.7,NA,56,NA,0,0.32,0.17,2.12,NA,NA,"Freshwater & diadromous fish","fresh","American Indian/Alaska Native Foods","S3561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","15104","15104","Fish, sturgeon, mixed species, raw","Acipenser spp.","21","",1,NA,NA,105,439,NA,NA,76.55,16.14,NA,"4.04",4.04,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.1,13,0.7,35,211,284,54,0.42,0.04,0.03,12.6,NA,NA,NA,NA,210,NA,NA,0,0,0,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.07,0.2,NA,0.2,NA,NA,15,15,0,15,NA,NA,NA,NA,8.3,NA,NA,0.18,2.2,0,NA,0.92,1.94,0.69,NA,60,NA,0,0.09,0.19,8.3,NA,NA,"Freshwater & diadromous fish","fresh","Finfish and Shellfish Products",NA,NA,NA,NA,NA,10.3,10.3,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","15094","15094","Fish, shad, american, raw","Alosa sapidissima (Wilson)","24","",1,NA,NA,197,824,NA,NA,68.19,16.93,NA,"13.77",13.77,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.32,47,0.97,30,272,384,51,0.37,0.06,0.04,36.5,NA,NA,NA,NA,32,NA,NA,0,0,0,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.24,0.4,NA,0.4,NA,NA,15,15,0,15,NA,NA,NA,NA,8.4,NA,NA,0.19,0.15,0,NA,3.13,5.72,3.27,NA,75,NA,0,1.32,1.09,8.4,NA,NA,"Freshwater & diadromous fish","fresh","Finfish and Shellfish Products",NA,NA,NA,NA,NA,4.8,4.8,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"BA13",NA,"09_0017","Climbing perch, indigenous, eyes included, raw","Anabas testudineus","13","FPC",0.57,NA,NA,130,542,NA,NA,73.03,17.52,NA,"6.6074999999999999",NA,6.61,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,2,410,1.21,53.06,390.28,213.84,51.68,1.13,0.04,NA,NA,NA,NA,215.17,NA,209,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,"Freshwater & diadromous fish","fresh","Fish, shellfish and their products","P6 (922), P47, R4, P64, P92, T70, T40, TH (THG140), T102",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"IN17",NA,"S003","Freshwater Eel","Anguilla anguilla","22","ELE",NA,NA,NA,NA,451,NA,NA,75.57,20.41,NA,"2.63",NA,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,52.99,1.54,42.5,361,450,88.67,2.23,2.72,0.13,67.32,NA,NA,NA,NA,866,NA,NA,NA,NA,NA,NA,1.8,1.8,0,0,0,0,0,0,NA,0,NA,0.31,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,12.94,NA,NA,NA,2.3,NA,NA,2.49,NA,NA,NA,0.98,0.73,0.6,NA,58.64,NA,NA,0.12,0.02,2.3,NA,NA,"Freshwater & diadromous fish","fresh",NA,NA,NA,NA,NA,NA,NA,3.81,NA,0.57,NA
"1501","Freshwater & diadromous fish, fresh",NA,"JA15",NA,"10067","Fish, eel, cultured, raw",NA,"22","ELJ",0.75,NA,NA,255,1067,NA,NA,62.1,17.1,NA,"19.3",19.3,NA,NA,NA,NA,NA,NA,0.3,NA,0,NA,NA,NA,1.2,130,0.5,20,260,230,74,1.4,0.04,0.04,50,NA,NA,2400,NA,2400,NA,1,0,1,0,NA,NA,7.4,0,0.1,0,NA,NA,NA,NA,NA,0.37,0.48,0.13,NA,0.13,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,3,NA,NA,130,3.5,2,NA,4.12,8.44,2.89,NA,230,NA,NA,1.1,0.58,3,17,NA,"Freshwater & diadromous fish","fresh","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,18,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"AU19",NA,"F003920","Fish, eel, raw","Anguilla reinhardtii, Anguilla australis","22","AAR",1,NA,NA,NA,745,NA,NA,68.3,18.4,6.25,"11.7",11.7,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1.4,20,0.5,20,216,272,51,1.62,NA,NA,0,NA,NA,NA,1043,1043,NA,0,NA,0,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.04,0.07,NA,0.07,NA,NA,15,15,0,15,NA,NA,NA,7.02,3.5,NA,3.52,207,3,2,NA,2.36,7.19,0.95,NA,126,NA,0,NA,NA,3.5,21.6,NA,"Freshwater & diadromous fish","fresh","Eel","The majority of nutrient data is borrowed from USDA SR28, 15025 - Fish, eel, mixed species, raw. Iodine was borrowed from New Zealand FOODfiles 2014 K12 - Eel, flesh, raw. Vitamin D was estimated as the average of other non-fatty fish varieties. Alcohol, caffeine, folic acid and were imputed zero.",0,2.95,NA,2.1,NA,1.6,0,0.1,0
"1501","Freshwater & diadromous fish, fresh",NA,"KE18",NA,"8003","Eel, raw","Anguilla spp.","22","ELX",0.67,NA,NA,176,733,NA,NA,69.6,17.7,NA,"11.7",11.7,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.41,20,0.6,20,216,272,70.5,1.62,NA,NA,6.5,NA,NA,1043,1043,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.35,NA,NA,NA,NA,NA,15,NA,NA,15,NA,NA,NA,NA,3.5,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,3.5,NA,NA,"Freshwater & diadromous fish","fresh","FISH AND SEA FOOD","KEN93-208a, US28-15025",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","15025","15025","Fish, eel, mixed species, raw","Anguilla spp.","22","",1,NA,NA,184,770,NA,NA,68.26,18.44,NA,"11.66",11.66,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1.41,20,0.5,20,216,272,51,1.62,0.02,0.04,6.5,NA,NA,NA,NA,1043,NA,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.04,0.07,NA,0.07,NA,NA,15,15,0,15,NA,NA,NA,NA,3.5,NA,NA,0.21,3,1.8,NA,2.36,7.19,0.95,NA,126,NA,0,0.06,0.08,3.5,NA,NA,"Freshwater & diadromous fish","fresh","Finfish and Shellfish Products",NA,NA,NA,NA,NA,23.3,23.3,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"US19","15024","15024","Fish, drum, freshwater, raw","Aplodinotus grunniens Rafinesque","13","",1,NA,NA,119,498,NA,NA,77.33,17.54,NA,"4.93",4.93,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1.08,60,0.9,30,180,275,75,0.66,0.23,0.7,12.6,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.17,0.3,NA,0.3,NA,NA,15,15,0,15,NA,NA,NA,NA,2.35,NA,NA,0.2,2,1,NA,1.12,2.19,1.15,NA,64,NA,NA,0.29,0.23,2.35,NA,NA,"Freshwater & diadromous fish","fresh","Finfish and Shellfish Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"BR11",NA,"298","Fish, freshwater, Tetra, fresh, raw (Lambari, fresco, cru)","Astyanax taeniatus (Jenyns, 1842)","13","VXX",NA,NA,NA,151.6,634.29,NA,NA,72.17,15.65,NA,"9.397333333333334",NA,9.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.21,590.27,0.63,31.61,440.93,207.36,41.11,2.42,0.05,0.41,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.25,NA,NA,NA,NA,1.86,NA,NA,"Freshwater & diadromous fish","fresh",NA,"None listed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"AU19",NA,"F008263","Silver perch, aquacultured, raw","Bidyanus bidyanus","13","BYB",1,NA,NA,NA,924,NA,NA,61.8,19.5,6.25,"16",16,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,2.7,19,0.4,31,350,347,70,0.86,0.03,NA,31.4,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0.95,1,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.13,0.44,NA,0.44,NA,NA,0,0,0,0,NA,NA,NA,6.95,3.3,NA,3.65,215,2,0,NA,4.27,6.88,2.92,NA,74,NA,0,NA,NA,3.3,30,NA,"Freshwater & diadromous fish","fresh","Fin fish, fresh, frozen","Proximates and fatty acids were derived from 3 composites of 7 samples purchased in QLD, NT, VIC and NSW in 2005. Minerals were derived from the individual samples prepared as part of the same program. Vitamins (B1, B2, B3, B6, B12, alpha-tocopherol, beta-carotene, folate), minerals (Fe, I, K, Mg, Na, P), cholesterol and tryptophan were imputed from bream. Ca was imputed from barramundi. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre, starch, sugars), vitamin C, folic acid and caffeine were imputed zero.",0,3.12,NA,2.1,NA,1.6,0,0.1,0
"1501","Freshwater & diadromous fish, fresh",NA,"BR11",NA,"295","Fish, freshwater, Gilded catfish, fresh, raw (Dourada de água doce, fresca)","Brachyplatystoma flavicans","13","ZUZ",NA,NA,NA,131.21,548.98,NA,NA,76.16,18.81,NA,"5.6416666666666666",NA,5.64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07,12.13,0.15,26.26,189.27,392.51,40.3,0.48,0.02,0.01,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.99,NA,NA,NA,NA,3.7,NA,NA,"Freshwater & diadromous fish","fresh",NA,"None listed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"IN17",NA,"S004","Gold fish","Carassius auratus","11","CGO",NA,NA,NA,NA,396,NA,NA,79.07,16.91,NA,"2.94",NA,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,47.89,0.76,21.66,185,243,27.53,1.69,0.03,0.02,14.22,NA,NA,NA,NA,22.95,NA,NA,NA,NA,NA,NA,2.1,2.1,0,0,0,0,0,0,NA,0,NA,0.05,0.23,NA,0.23,NA,NA,NA,NA,NA,NA,24.57,NA,NA,NA,1.86,NA,NA,1.74,NA,NA,NA,1.08,0.62,0,NA,0,NA,NA,0.07,0.07,1.86,NA,NA,"Freshwater & diadromous fish","fresh",NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.07,NA
"1501","Freshwater & diadromous fish, fresh",NA,"JA15",NA,"10238","Fish, crucian carp, raw",NA,"11","CGO",0.5,NA,NA,101,423,NA,NA,78,18.2,NA,"2.5",2.5,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,1.2,100,1.5,23,160,340,30,1.9,0.04,0.02,NA,NA,NA,12,NA,12,NA,0,NA,NA,NA,NA,NA,1.5,0,0,0,NA,NA,NA,NA,NA,0.55,0.14,0.11,NA,0.11,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,2.3,NA,NA,180,5.5,1,NA,0.52,0.72,0.69,NA,64,NA,NA,0.11,0.19,2.3,NA,NA,"Freshwater & diadromous fish","fresh","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,4,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"BA13",NA,"09_0015","Catla, raw","Catla catla","11","CTT",0.59,NA,NA,103,433,NA,NA,76.7,19.85,NA,"2.5749999999999997",NA,2.58,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.34,530,0.6,36.01,235,292.9,55.8,0.48,0.03,NA,NA,NA,NA,3.19,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.09,0.26,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.8,NA,3.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,"Freshwater & diadromous fish","fresh","Fish, shellfish and their products","P6(918), P30, T38, P64, P92, IND(347), ADB(0901475, 0901547 ), UK6(16-186)",NA,NA,NA,NA,0,NA,NA,NA,NA
"1501","Freshwater & diadromous fish, fresh",NA,"IN17",NA,"S002","Catla","Catla catla","11","CTT",NA,NA,NA,NA,394,NA,NA,78.43,17.94,NA,"2.15",NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,43.53,1.14,25.58,182,301,36.56,0.68,0.06,0.03,19.73,NA,NA,NA,NA,4.32,NA,NA,NA,NA,NA,NA,2.35,2.35,0,0,0,0,0,0,NA,0.01,NA,0.03,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,19.26,NA,NA,NA,2.21,NA,NA,1.33,NA,NA,NA,1.67,1.24,0.81,NA,64.42,NA,NA,0.24,0.12,2.21,NA,NA,"Freshwater & diadromous fish","fresh",NA,NA,NA,NA,NA,NA,NA,1.9,NA,0.16,NA
"1501","Freshwater & diadromous fish, fresh",NA,"BA13",NA,"09_0023","Fish (Catla, Mrigal, Rohu), dorsal with skin, raw","Catla catla, Cirrhinus cirrhosus, Labeo rohita","11","CTT",NA,NA,NA,104,438,NA,NA,78.07,19.67,NA,"2.7966666666666669",NA,2.8,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.22,38.18,0.9,40.87,164.4,267.49,50.19,0.27,0.02,NA,NA,NA,NA,5.95,NA,5.95,NA,NA,NA,3.08,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.09,0.2,NA,0.2,NA,NA,NA,15.99,NA,NA,NA,NA,NA,4.9,0.7,NA,4.2,NA,NA,NA,0,0.78,0.31,0.3,NA,NA,NA,NA,NA,NA,0.7,NA,NA,"Freshwater & diadromous fish","fresh","Fish, shellfish and their products","T38",NA,NA,NA,NA,2.12,NA,NA,NA,NA
