"ICS.FAOSTAT.SUA.Current.Code","ics_faostat_sua_english_description","quality_rating_for_food_match","source_fct","NDB_number","fdc_id","food_desc","scientific_name","ISSCAAP.Group","X3.alpha.code","Edible_factor_in_FCT","V105","SOPg","ENERCkcal","ENERCkJ","V106","V107","WATERg","PROCNTg","XN","FAT_g_standardised","FATg","FATCEg","FAT_g","V108","CHOCDFg","CHOAVLMg","CHOAVLg","CHOAVLDFg","V109","FIBTGg","NSPg","FIBCg","ALCg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","MNmg","SEmcg","V110","V111","VITA_RAEmcg","VITAmcg","RETOLmcg","V112","CARTBEQmcg","CARTAmcg","CARTBmcg","CRYPXBmcg","V113","VITEmg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","V114","THIAmg","THIAHCLmg","RIBFmg","VITB6_mg_standardised","VITB6Cmg","VITB6Amg","VITB6_mg","V115","FOLDFEmcg","FOLmcg","FOLACmcg","FOLFDmcg","FOLSUMmcg","FOL_mcg","V116","NIAEQmg","NIAmg","V117","NIATRPmg","TRPmg","VITB12mcg","VITCmg","ASCLmg","FASATg","FAMSg","FAPUg","FATRNg","CHOLEmg","CHOL_mg","SUGARg","F22D6N3g","F20D5N3g","NIAmg_std","IDmcg","comment","fish_type","fish_prep","food_group","nutrient_data_source","specific_gravity","NTg","ALCg_100mL","VITDEQmcg","VITDmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg"
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10026","Fish, Ayu, cultured, baked",NA,"23","",0.45,NA,NA,241,1008,NA,NA,59.3,22.6,NA,"15.1",15.1,NA,NA,NA,NA,NA,NA,0.8,NA,0,NA,NA,NA,2.2,450,2,31,430,430,79,1.3,0.07,0,NA,NA,NA,480,NA,480,NA,0,0,0,0,NA,NA,8.2,0.2,0.2,0,NA,NA,NA,NA,NA,0.2,0.18,0.24,NA,0.24,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,4,NA,NA,250,6,2,NA,3.43,3.78,1.98,NA,170,NA,NA,0.62,0.25,4,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,17.4,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10113","Fish, caviar, salted product",NA,"21","",1,NA,NA,263,1100,NA,NA,51,26.2,NA,"17.100000000000001",17.1,NA,NA,NA,NA,NA,NA,1.1,NA,0,NA,NA,NA,4.6,8,2.4,30,450,200,1600,2.5,0.07,0.12,NA,NA,NA,60,NA,59,NA,6,0,6,0,NA,NA,9.3,0,0,0,NA,NA,NA,NA,NA,0.01,1.31,0.24,NA,0.24,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,18.7,4,NA,3.15,6.36,2.91,NA,500,NA,NA,1.6,0.47,0.6,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,1,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10120","Fish, common carp, cultured, boiled",NA,"11","FCP",0.85,NA,NA,208,870,NA,NA,66.3,19.2,NA,"13.4",13.4,NA,NA,NA,NA,NA,NA,0.2,NA,0,NA,NA,NA,0.9,13,0.6,22,180,330,47,1.8,0.06,0.01,NA,NA,NA,3,NA,3,NA,0,0,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0.37,0.17,0.11,NA,0.11,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,3.1,NA,NA,190,7.5,1,NA,2.65,6.1,2.49,NA,100,NA,NA,0.57,0.2,3.1,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,12.3,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10125","Fish, dotted gizzard shad, ""Amazu-zuke"" marinated in vinegar and sugar  [Syn. gizzard shad]",NA,"24","DOD",1,NA,NA,193,808,NA,NA,61.5,19.1,NA,"10.1",10.1,NA,NA,NA,NA,NA,NA,6.4,NA,0,NA,NA,NA,2.9,160,1.8,16,170,120,890,0.9,0.06,0.09,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,0.5,0,0,0,NA,NA,NA,NA,NA,0,0.17,0.15,NA,0.15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2.1,NA,NA,210,8.1,0,NA,3,2.75,2.11,NA,74,NA,NA,0.43,0.78,2.1,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,7,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10127","Fish, salmon and trout, pink salmon, baked",NA,"23","PIN",1,NA,NA,191,799,NA,NA,62.1,28.1,NA,"7.7",7.7,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,2,20,0.6,41,370,520,85,0.7,0.09,0.01,NA,NA,NA,15,NA,15,NA,0,0,0,0,NA,NA,0.9,0,0,0,NA,NA,NA,NA,NA,0.24,0.27,0.36,NA,0.36,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,10.2,NA,NA,310,7.9,1,NA,1.43,2.63,1.89,NA,88,NA,NA,0.84,0.46,10.2,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,31.2,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10131","Fish, salmon and trout, Coho salmon, cultured, baked",NA,"23","COH",1,NA,NA,257,1075,NA,NA,56.7,25.2,NA,"15.8",15.8,NA,NA,NA,NA,NA,NA,0.4,NA,0,NA,NA,NA,1.9,16,0.4,34,320,460,61,0.8,0.07,0.01,NA,NA,NA,37,NA,37,NA,0,NA,NA,NA,NA,NA,2.7,0,0,0,NA,NA,NA,NA,NA,0.13,0.19,0.31,NA,0.31,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,7.5,1,NA,2.84,4.38,3.73,NA,88,NA,NA,1.5,0.93,7.4,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,21,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10133","Fish, salmon and trout, cherry salmon, baked",NA,"23","CHE",1,NA,NA,233,975,NA,NA,57.4,28.4,NA,"12.0",12,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,2.1,26,0.5,38,370,520,71,0.7,0.08,0.01,NA,NA,NA,55,NA,55,NA,0,0,0,0,NA,NA,3.3,0,0,0,NA,NA,NA,NA,NA,0.12,0.23,0.32,NA,0.32,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,10.3,NA,NA,310,9.2,1,NA,2.42,3.58,2.73,NA,77,NA,NA,1.4,0.57,10.3,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,15.4,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10135","Fish, salmon and trout, chum salmon, boiled",NA,"23","CHU",1,NA,NA,152,636,NA,NA,68.5,25.5,NA,"4.7",4.7,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,1.2,19,0.6,29,250,340,63,0.6,0.08,0.01,34,NA,NA,13,NA,13,NA,0,0,0,0,NA,NA,1.1,0,0,0,NA,NA,NA,NA,NA,0.15,0.23,0.51,NA,0.51,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,6.6,NA,NA,280,5.3,0,NA,0.76,1.89,1.02,NA,78,NA,NA,0.44,0.24,6.6,6,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,34.3,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10136","Fish, salmon and trout, chum salmon, baked",NA,"23","CHU",1,NA,NA,171,715,NA,NA,64.2,29.1,NA,"5.0999999999999996",5.1,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,1.5,19,0.6,35,310,440,82,0.7,0.08,0.01,41,NA,NA,14,NA,14,NA,0,0,0,0,NA,NA,1.4,0,0,0,NA,NA,NA,NA,NA,0.17,0.26,0.57,NA,0.57,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,8.7,NA,NA,330,6,1,NA,0.82,2.01,1.14,NA,85,NA,NA,0.51,0.26,8.7,5,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,39.4,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10138","Fish, salmon and trout,  chum salmon, ""Aramaki"" salted whole body, baked",NA,"23","CHU",1,NA,NA,198,828,NA,NA,59.5,29.3,NA,"7.9",7.9,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,3.2,44,1.7,36,300,480,830,0.6,0.08,0.03,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0.22,0.24,0.52,NA,0.52,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,7.7,NA,NA,330,6.3,1,NA,1.22,2.32,1.74,NA,95,NA,NA,0.89,0.44,7.7,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,25.3,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10140","Fish, salmon and trout, chum salmon, ""Ikura"" salted roe",NA,"23","CHU",1,NA,NA,272,1138,NA,NA,48.4,32.6,NA,"15.6",15.6,NA,NA,NA,NA,NA,NA,0.2,NA,0,NA,NA,NA,3.2,94,2,95,530,210,910,2.1,0.76,0.06,NA,NA,NA,330,NA,330,NA,0,0,0,0,NA,NA,9.1,0,0,0,NA,NA,NA,NA,NA,0.42,0.55,0.06,NA,0.06,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,47.3,6,NA,2.42,3.82,4.97,NA,480,NA,NA,2,1.6,0.1,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,44,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10145","Fish, salmon and trout, Atlantic salmon, cultured, baked",NA,"23","SAL",1,NA,NA,295,1234,NA,NA,52.8,25.1,NA,"20.0",20,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,2,13,0.4,36,340,480,54,0.5,0.05,0.01,NA,NA,NA,22,NA,22,NA,0,0,0,NA,NA,NA,4.2,0,0,0,NA,NA,NA,NA,NA,0.21,0.12,0.39,NA,0.39,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,8.1,NA,NA,260,3.6,2,NA,3.95,6.62,4.6,NA,95,NA,NA,1.7,1,8.1,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,10.7,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10147","Fish, salmon and trout, rainbow trout, cultured in the sea, with integument, baked",NA,"23","TRR",1,NA,NA,266,1111,NA,NA,55.3,27.2,NA,"15.8",15.8,NA,NA,NA,NA,NA,NA,0.4,NA,0,NA,NA,NA,1.8,22,0.3,55,350,490,68,0.6,0.05,0.01,NA,NA,NA,74,NA,74,NA,0,0,0,0,NA,NA,5.9,0,NA,0,NA,NA,NA,NA,NA,0.2,0.15,0.3,NA,0.3,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7,NA,NA,310,2.8,5,NA,3.58,5.75,3.38,NA,98,NA,NA,1.5,0.67,7,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,11.6,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10150","Fish, salmon and trout, sockeye salmon, baked",NA,"23","",1,NA,NA,177,741,NA,NA,63.4,28.5,NA,"6.0",6,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,2,16,0.5,39,340,490,72,0.7,0.08,0.01,NA,NA,NA,35,NA,35,NA,0,0,0,0,NA,NA,1.8,0,0,0,NA,NA,NA,NA,NA,0.27,0.22,0.39,NA,0.39,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7.2,NA,NA,310,3.8,2,NA,1.06,2.29,1.3,NA,76,NA,NA,0.6,0.35,7.2,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,38.4,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10153","Fish, salmon and trout, chinook salmon, baked",NA,"23","CHI",1,NA,NA,269,1125,NA,NA,54.9,26.4,NA,"16.7",16.7,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,2,30,0.4,33,330,520,48,0.6,0.05,0.01,NA,NA,NA,200,NA,200,NA,0,0,0,NA,NA,NA,3.8,0,0,0,NA,NA,NA,NA,NA,0.14,0.2,0.36,NA,0.36,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,8.1,NA,NA,290,4.1,0,NA,3.44,6.57,2.56,NA,79,NA,NA,0.93,0.52,8.1,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,16.7,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10214","Fish, Asian pond loach, boiled
[Syn. loach, pond loach]",NA,"11","KUR",1,NA,NA,83,347,NA,NA,77.9,17.1,NA,"1.2",1.2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,3.8,1200,6.4,47,750,330,100,3.1,0.06,0.43,NA,NA,NA,15,NA,13,NA,23,0,23,0,NA,NA,0.4,0,0,0,NA,NA,NA,NA,NA,0.08,1,0.08,NA,0.08,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,4.2,NA,NA,170,6.3,0,NA,0.15,0.14,0.21,NA,220,NA,NA,0.04,0.02,4.2,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,5.5,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10239","Fish, crucian carp, boiled",NA,"11","CGO",0.65,NA,NA,112,469,NA,NA,75.6,20.3,NA,"2.8",2.8,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA,1.2,140,1.5,24,230,310,46,2.1,0.04,0.02,NA,NA,NA,15,NA,15,NA,0,NA,NA,NA,NA,NA,1.5,0,0,0,NA,NA,NA,NA,NA,0.49,0.12,0.1,NA,0.1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1.6,NA,NA,200,4.4,0,NA,0.59,0.84,0.73,NA,84,NA,NA,0.12,0.19,1.6,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,3.8,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10240","Fish, crucian carp, ""Kanroni"" simmered whole in soy sauce, sugar and glucose syrup",NA,"11","CGO",1,NA,NA,272,1138,NA,NA,28.7,15.5,NA,"3.6",3.6,NA,NA,NA,NA,NA,NA,44.4,NA,0,NA,NA,NA,7.8,1200,6.5,58,710,240,1300,5.2,0.11,0.62,NA,NA,NA,61,NA,60,NA,10,NA,NA,NA,NA,NA,0.5,0,0.7,0.3,NA,NA,NA,NA,NA,0.16,0.16,0.03,NA,0.03,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,6.7,0,NA,0.6,0.64,1.05,NA,160,NA,NA,0.07,0.06,1.3,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,2,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10277","Fish, Japanese smelt, ""Tsukudani"" simmered whole in soy sauce and sugar
[Syn. Pond smelt]",NA,"23","HVJ",1,NA,NA,317,1326,NA,NA,19.3,28.7,NA,"5.5",5.5,NA,NA,NA,NA,NA,NA,38.2,NA,0,NA,NA,NA,8.3,970,2.6,69,780,480,1900,4.4,0.11,1.74,NA,NA,NA,460,NA,460,NA,32,0,15,34,NA,NA,4.2,0,0,0,NA,NA,NA,NA,NA,0.24,0.32,0.06,NA,0.06,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,9.4,0,NA,1.02,0.83,1.58,NA,450,NA,NA,0.46,0.31,3.4,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,8,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"JA15",NA,"10278","Fish, Japanese smelt, ""Ameni"" simmered whole in glucose syrup and soy sauce
[Syn. Pond smelt]",NA,"23","HVJ",1,NA,NA,313,1310,NA,NA,21,26.3,NA,"5.0999999999999996",5.1,NA,NA,NA,NA,NA,NA,40.4,NA,0,NA,NA,NA,7.2,960,2.1,66,740,410,1600,5.2,0.08,2.29,NA,NA,NA,420,NA,420,NA,53,0,16,75,NA,NA,3.6,0,0,0,NA,NA,NA,NA,NA,0.28,0.35,0.06,NA,0.06,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,11.3,0,NA,0.87,0.5,1.3,NA,400,NA,NA,0.42,0.26,3.6,NA,NA,"Freshwater & diadromous fish","preparations nei","Fish, mollusks and crustaceans","None listed",NA,NA,NA,NA,9,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8018","Dagaa fish (omena), dried, stewed (without salt)",NA,"11","",1,NA,NA,152,638,NA,NA,59.6,27,NA,"4.8",4.8,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,4.5,1270,3.1,44,1240,364,136,7.39,NA,NA,10,NA,NA,58,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,0.24,NA,NA,NA,NA,NA,18,NA,NA,18,NA,NA,NA,NA,7.9,NA,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8019","Eel, steamed (without salt)",NA,"22","",0.63,NA,NA,199,830,NA,NA,64.8,21.3,NA,"12.6",12.6,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.7,24,0.6,20,221,246,72,1.95,NA,NA,7,NA,NA,880,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,0.3,NA,NA,NA,NA,NA,13,NA,NA,13,NA,NA,NA,NA,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8020","Eel, grilled (without salt and fat)",NA,"22","",0.61,NA,NA,210,874,NA,NA,62.6,23,NA,"13.1",13.1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.8,26,0.7,23,252,300,78,2.1,NA,NA,8,NA,NA,1084,NA,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,0.41,NA,NA,NA,NA,NA,16,NA,NA,16,NA,NA,NA,NA,4.1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8021","Eel, boiled in recipe (without salt and fat)",NA,"22","",0.63,NA,NA,212,883,NA,NA,63.4,21.3,NA,"14",14,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.7,24,0.7,24,260,328,85,1.95,NA,NA,8,NA,NA,1131,NA,1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.42,NA,NA,NA,NA,NA,15,NA,NA,15,NA,NA,NA,NA,4,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8022","Herring stock, steamed (without salt)",NA,"24","",0.45,NA,NA,137,578,NA,NA,64.9,22.7,NA,"5.2",5.2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,3.1,80,1.1,33,256,322,97,0.97,NA,NA,39,NA,NA,34,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.19,NA,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,2.7,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8023","Herring stock, grilled (without salt)",NA,"24","",0.44,NA,NA,148,623,NA,NA,62.1,24.5,NA,"5.6",5.6,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,3.4,87,1.3,37,292,394,105,1.05,NA,NA,47,NA,NA,36,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,0.27,NA,NA,NA,NA,NA,8,NA,NA,8,NA,NA,NA,NA,3.7,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8024","Herring stock, boiled in recipe (without salt and fat)",NA,"24","",0.45,NA,NA,137,578,NA,NA,64.9,22.7,NA,"5.2",5.2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,3.1,80,1.4,39,301,430,114,0.97,NA,NA,43,NA,NA,34,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,0.28,NA,NA,NA,NA,NA,8,NA,NA,8,NA,NA,NA,NA,3.6,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8025","Lungfish, fillet, steamed (without salt)",NA,"13","",0.89,NA,NA,88,371,NA,NA,76.5,19.1,NA,"1.2",1.2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.3,217,2.5,21,259,152,93,1.34,NA,NA,26,NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.24,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,1.8,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8026","Lungfish, fillet, grilled (without salt and fat)",NA,"13","",0.89,NA,NA,94,400,NA,NA,74.7,20.6,NA,"1.3",1.3,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.4,234,2.9,24,296,185,100,1.45,NA,NA,31,NA,NA,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.33,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2.5,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8027","Lungfish, fillet, boiled in recipe (without salt and fat)",NA,"13","",0.89,NA,NA,88,371,NA,NA,76.5,19.1,NA,"1.2",1.2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.3,217,3.2,24,305,202,109,1.34,NA,NA,28,NA,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.34,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2.5,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8028","Mudfish (kamongo), fillet, steamed (without salt)",NA,"13","",0.36,NA,NA,123,520,NA,NA,73.8,21.5,NA,"4.2",4.2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.4,28,0.5,24,184,272,42,1.29,NA,NA,41,NA,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,0.03,NA,NA,NA,NA,NA,11,NA,NA,11,NA,NA,NA,NA,2.6,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Freshwater & diadromous fish, preparations nei",NA,"KE18",NA,"8029","Mudfish (kamongo), fillet, grilled (without salt and fat)",NA,"13","",0.34,NA,NA,133,560,NA,NA,71.8,23.2,NA,"4.5",4.5,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1.5,30,0.6,28,210,333,45,1.39,NA,NA,49,NA,NA,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.04,NA,NA,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,3.5,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,"Freshwater & diadromous fish","preparations nei","FISH AND SEA FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
