"fdc_id","food_desc","scientific_name","WATERg","PROCNTg","ASHg","FATCEg","FIBTGg","FIBINSg","FIBSOLg","CHOAVLDFg","ENERCkJ","THIAmg","RIBFmg","NIAmg","PANTACmg","VITB6Amg","BIOTmcg","FOLSUMmcg","VITCmg","RETOLmcg","CHOCALmcg","CHOCALOHmcg","ERGCALmcg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","TOCTRDmg","VITEmg","VITK1mcg","VITK2mcg","LUTNmcg","ZEAmcg","LYCPNmcg","CRYPXBmcg","CARTGmcg","CARTAmcg","CARTBmcg","CARTOIDmcg","ALmg","ASmcg","CDmg","CAmg","CRmg","COmg","CUmg","FEmg","PBmg","LImg","MGmg","MNmg","HGmcg","MOmg","NImg","Pmg","Kmg","SEmcg","NAmg","ZNmg","CHOAVLg","STARCHg","FRUSg","GLUSg","SUCSg","MALSg","LACSg","SUGARg","F4D0g","F6D0g","F8D0g","F10D0g","F11D0g","F12D0g","F14D0g","F15D0g","F16D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F16D1g","F18D1N9g","F18D1TN9g","F20D1N9g","F22D1N9g","F24D1N9g","F18D2N6g","F20D2g","F22D2g","F18D3N3g","F20D3N6g","F20D4N6g","F20D5N3g","F22D5N3g","F22D6N3g","FASATg","FAMSg","FAPUg","CHOLEmg","HISmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","THRmg","TRPmg","VALmg","ALAmg","ARGmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","TYRmg","Oxalate_Total","Oxalate_Soluble","Oxalate_Insoluble","Cis_Aconitic_Acid","CITACmg","FUMACmg","MALACmg","Quinic Acid","SUCACmg","TARACmg","three_4_Dihydroxybenzoic_Acid","three_Hydroxybenzaldehyde","Protocatechuic_Acid","Vanillic_Acid","GALLACmg","Cinnamic_Acid","O_Coumaric_Acid","P_Coumaric_Acid","Caffeic_Acid","CHLRACmg","FERACmg","APIGENmg","Apigenin_6Cgluoside","Apigenin_7Oneohesperidoside","LUTEOLmg","KAEMFmg","QUERCEmg","Quercitin3_betaDglucoside","Quercetin3_Orutinoside","Quercetin3_betagalactoside","Isorhamnetin","Myricetin","Resveratol","HESPTmg","Naringenin","HESPDmg","DAIDZNmg","GNSTEINmg","EPICATECmg","EPICATEGCmg","EPICATEGC_3gallatemg","positiveCatechin","negativeGallocatechin_gallate","negativeGallocatechin","Syringic_Acid","Sinapinic_Acid","Ellagic_Acid","Total_polyphenols","RAFSg","STASg","VERSg","Ajugose","CAMTmg","STGSTRmg","b_Sitosterol","PHYTCPPmg","Total_Saponin","source_fct"
"A020","Wheat, whole","Triticum aestivum",10.58,10.59,1.42,1.47,11.23,9.63,1.6,64.72,1347,0.46,0.15,2.68,1.08,0.26,1.03,30.09,0,NA,NA,NA,17.49,0.6,0.37,0,0,0.07,0,0,0,0.77,1.75,NA,52.56,1.47,0,0,0,0,3.03,287,0.55,0,0.002,39.36,0.006,0.003,0.49,3.97,0,0.005,125,3.19,0,0.073,0.014,315,366,47.76,2.5,2.85,59.3,57.53,0.74,0.73,0.3,0,NA,1.77,NA,NA,NA,0,NA,0,0,NA,0.176,0.01483,0,0,0,0,0,0.141,NA,0,0,0,0.616,0,NA,0.03851,NA,0,NA,NA,NA,0.191,0.141,0.654,NA,2.80635,4.05597,7.21179,3.31467,1.85325,2.48865,5.03025,3.18759,1.4826,5.41149,3.85476,5.43267,5.76096,28.65654,4.43721,10.85475,5.0832,3.30408,52.46,25.55,26.96,NA,NA,1.61,0.03,6.16,1.48,1.72,0.71,NA,0.74,0.4,2.44,NA,NA,0.67,0.68,0.76,0.15,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.12,NA,14.33,0.47,0.05,NA,NA,9.73,1.42,55.25,638,NA,"IN17"
"A021","Wheat, bulgur","Triticum aestivum",8.61,10.84,1.23,1.45,8.81,6.56,2.25,69.06,1430,0.24,0.12,2.05,0.84,0.24,2.5,26.3,0,NA,NA,NA,6.27,0.2,0,0,0,0.05,0,0,0,0.21,1.5,NA,47.67,1.06,0,0,0,0,2.55,191,0.43,0.4,0.001,27.09,0.007,0.001,0.4,3.86,0.008,0,116,1.95,2.01,0.029,0.018,245,330,10.54,2.09,1.97,61.74,60.54,0.32,0.55,0.33,0,NA,1.2,NA,NA,NA,0,NA,0,0,NA,0.179,0.01741,0,0,0,0,0,0.152,NA,0,0,0,0.657,0,NA,0.04269,NA,0,NA,NA,NA,0.196,0.152,0.7,NA,2.41732,3.77232,7.16524,2.62328,1.75608,2.12464,4.83464,2.66664,1.20324,4.63952,3.77232,5.81024,5.5826,33.04032,4.62868,11.37116,5.27908,2.66664,40.23,25.27,14.96,NA,NA,1.57,0.02,6.42,1.54,1.43,0.68,NA,0.71,0.4,2.75,NA,NA,0.63,0.66,0.73,0.15,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,NA,9.53,0.35,NA,NA,NA,4.14,0.75,25.41,679,NA,"IN17"
"A022","Wheat, semolina","Triticum aestivum",8.94,11.38,0.8,0.74,9.72,8.16,1.55,68.43,1396,0.29,0.04,1.13,0.75,0.11,0.44,25.68,0,NA,NA,NA,8.19,0.16,0.07,0,0,0.05,0,0,0,0.2,1.2,NA,29.94,1.13,0,0,0,0,1.6,276,0.64,0,0.002,29.38,0.006,0.003,0.46,2.98,0.004,0.002,37.89,1.98,2.67,0.018,0.008,119,284,10.93,2.31,2.13,59.85,58.2,0.6,0.55,0.5,0,NA,1.65,NA,NA,NA,0,NA,0,0,NA,0.08163,0.00724,0,0,0,0,0,0.06734,NA,0,0,0,0.306,0,NA,0.01921,NA,0,NA,NA,NA,0.08887,0.06734,0.325,NA,2.70844,3.90334,7.63598,2.89052,1.78666,2.03702,5.42826,3.08398,1.18352,5.08686,3.93748,4.93892,5.62172,35.3349,3.983,10.79962,5.05272,3.414,28.43,22.74,5.9,NA,NA,1.04,0.02,5.81,1.09,1.21,0.25,NA,0.12,0.18,0.23,NA,NA,0.05,0.14,0.28,0.05,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.04,NA,6.5,0.47,0.05,NA,NA,10.36,1.36,54.28,549,NA,"IN17"
"A023","Wheat, vermicelli","Triticum aestivum",9.59,9.7,0.6,0.45,9.28,7.53,1.75,70.39,1392,0.13,0.01,0.86,0.52,0.03,2,14.35,0,NA,NA,NA,4.06,0.03,0,0,0,0.03,0,0,0,0.03,1,NA,19.31,0.89,0,0,0,0,1.68,39.54,1.15,0,0.001,19.42,0.006,0.002,0.19,2.02,0.008,0.001,34.18,0.67,0,0.031,0.008,99,163,15.33,2.71,0.83,56.99,55.31,0.6,0.58,0.5,0,NA,1.68,NA,NA,NA,0,NA,0,0,NA,0.05943,0.00515,0,0,0,0,0,0.03606,NA,0,0,0,0.209,0,NA,0.01126,NA,0,NA,NA,NA,0.06459,0.03606,0.22,NA,1.7072,1.5132,5.0731,1.7751,1.1349,1.7751,4.753,2.1922,1.0379,3.4338,3.4823,2.8906,5.2283,31.0012,4.4038,9.5933,5.1701,2.1146,23.84,18.86,5.57,4.2,NA,1.2,0.02,4.86,0.97,0.62,0.21,NA,0.04,0.15,0.11,NA,NA,0.04,0.02,0.24,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,NA,5.55,NA,NA,NA,NA,2.8,0.4,22.37,168,NA,"IN17"
"A024","Wheat, vermicelli, roasted","Triticum aestivum",7.61,10.37,0.56,0.49,9.55,7.79,1.76,71.42,1423,0.12,0.01,0.67,0.49,0.03,1.34,13.21,0,NA,NA,NA,3.21,0.01,0,0,0,0.02,0,0,0,0.01,1,NA,12.89,1.08,0,0,0,0,0.92,21.33,1.2,0,0.001,22.63,0.007,0.003,0.22,2.09,0.009,0.001,39.03,0.75,0,0.019,0.01,107,177,14.29,3.43,0.88,56.69,54.55,0.63,1.01,0.5,0,NA,2.14,NA,NA,NA,0,NA,0,0,NA,0.04697,0.00298,0,0,0,0,0,0.02884,NA,0,0,0,0.162,0,NA,0.00855,NA,0,NA,NA,NA,0.04995,0.02884,0.17,NA,1.69031,1.51402,5.83831,1.59698,1.19255,1.91845,5.14352,2.33325,1.02663,3.84727,3.87838,2.94508,4.95686,35.34096,4.51095,9.77891,5.54795,1.99104,21.91,17.55,5.66,2.89,NA,1.05,0.02,4.13,0.83,0.64,0.2,NA,0.02,0.07,0.06,NA,NA,0.02,0.03,0.03,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,NA,7.37,NA,NA,NA,NA,3.23,0.47,25.58,165,NA,"IN17"
"B001","Bengal gram, dal (chickpea split)","Cicer arietinum",9.18,21.55,2.1,5.31,15.15,12.67,2.48,46.72,1377,0.35,0.15,1.87,1.6,0.19,0.81,182,0,NA,NA,NA,1.75,0.08,0,1.13,0.03,0,0,0,0,0.19,1.5,NA,314,1.05,0,0,0,0,165,1018,0.65,0,0,46.32,0.008,0.024,0.82,6.08,0.011,0.003,118,1.68,1.78,0.047,0.141,325,957,50.97,20.83,3.65,41.52,40.49,0.1,0.1,0.63,0.2,NA,1.03,NA,NA,NA,0,NA,0,0,NA,0.405,0.0519,0.01155,0,0,0,0.00789,0.855,NA,0.01323,0,0,2.36,0,NA,0.116,NA,0,NA,NA,NA,0.469,0.876,2.476,NA,5.15045,9.15875,14.89105,13.0593,2.4136,1.8102,12.86535,6.9822,2.34895,8.81395,8.85705,19.02865,25.27815,35.6006,7.4563,7.60715,9.8268,5.8616,6.49,5.29,1.2,NA,NA,55.58,0.52,NA,0.74,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,0.69,NA,1.59,NA,NA,4.25,NA,NA,NA,NA,NA,NA,0.84,1.49,NA,NA,NA,NA,0.01,0.07,NA,NA,NA,NA,NA,NA,5.68,NA,NA,14.13,0.23,0.61,NA,NA,8.03,3.61,90.28,450,1.1,"IN17"
"B002","Bengal gram, whole (chickpea)","Cicer arietinum",8.56,18.77,2.78,5.11,25.22,22.7,2.52,39.56,1201,0.37,0.24,2.1,2.38,0.36,0.93,233,0,NA,NA,NA,1.93,1.59,0,1.33,0.08,0,0,0,0,1.72,2.1,NA,385,24.74,0,0,0,0,172,999,2.1,0,0,150,0.015,0.021,0.85,6.78,0.006,0.006,160,2.71,1.77,0.064,0.081,267,935,41.23,26.56,3.37,36.68,35.69,0.1,0.1,0.69,0.1,NA,0.99,NA,NA,NA,0,NA,0,0,NA,0.382,0.05802,0.01329,0,0,0,0.00787,0.871,NA,0.01177,0,0,2.22,0,NA,0.117,NA,0,NA,NA,NA,0.453,0.89,2.337,NA,4.71127,8.14618,13.8898,12.36943,2.17732,2.38379,11.75002,6.66335,1.78315,8.59666,8.76559,16.12343,22.11106,32.41579,7.41415,7.01998,9.5727,5.40576,7.14,5.57,1.7,NA,NA,81.17,0.71,NA,1.56,NA,0.11,NA,0.02,NA,NA,NA,NA,NA,5.63,NA,4.17,NA,NA,10.48,NA,NA,NA,NA,NA,NA,6.53,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,64.28,0.23,0.58,NA,NA,7.1,6.26,85.27,578,1.7,"IN17"
"B003","Black gram, dal (mungo bean, split)","Phaseolus mungo",9.16,23.06,3.17,1.69,11.93,7.58,4.35,51,1356,0.21,0.09,1.76,2.95,0.22,0.81,88.75,0,NA,NA,NA,8.42,0.04,0,1.29,0.05,0,0,0,0,0.17,8.3,NA,83.87,0,0,0,0,0,10.11,279,1.19,0,0,55.67,0.011,0.014,0.64,4.67,0.004,0.002,173,1.46,2.11,0.054,0.249,375,1157,23.99,18.88,3,48.73,47.89,0.2,0.2,0.44,0,NA,0.84,NA,NA,NA,0,NA,0,0,NA,0.221,0.0546,0,0,0,0,0,0.186,NA,0,0,0,0.176,0,NA,0.566,NA,0,NA,NA,NA,0.276,0.286,0.742,NA,6.08784,8.6475,18.28658,14.34332,3.02086,1.12994,13.09808,6.89494,2.46742,10.63066,10.90738,14.4125,27.57976,42.38428,7.79428,8.60138,12.77524,7.01024,43.78,24.5,19.68,NA,NA,1.65,0.54,NA,0.79,NA,NA,NA,NA,0.06,NA,NA,NA,0.59,NA,0.36,0.14,2.43,0.29,0.09,1.4,0.05,NA,1.69,NA,NA,NA,1.53,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,32.43,0.03,0.17,1.13,0.06,3.45,11.21,42.37,579,1.2,"IN17"
"B004","Black gram, whole (mungo bean, whole)","Phaseolus mungo",8.7,21.97,3.35,1.58,20.41,15.47,4.94,43.99,1219,0.32,0.11,1.85,3.98,0.53,1.28,134,0,NA,NA,NA,16.84,0.09,0,1.35,0.08,0,0,0,0,0.23,10.8,NA,95.42,0,0,0,0,0,12.8,463,2.25,0,0,86.18,0.019,0.018,0.76,5.97,0.008,0.005,190,1.83,2.43,0.099,0.241,345,1093,27.98,26.8,3.05,42.64,42.19,0.1,0.1,0.3,0,NA,0.45,NA,NA,NA,0,NA,0,0,NA,0.211,0.04737,0,0,0,0,0,0.161,NA,0,0,0,0.117,0,NA,0.601,NA,0,NA,NA,NA,0.258,0.161,0.718,NA,6.26145,7.51374,16.65326,13.95095,2.57049,1.27426,12.9623,6.30539,2.15306,9.02967,10.19408,13.31382,28.82464,41.743,8.3486,8.85391,11.62213,6.72282,56.25,34.17,22.09,NA,NA,18.01,0.6,NA,2.16,NA,NA,NA,NA,0.48,NA,NA,NA,4.06,NA,2.71,0.91,5.64,2.56,1.83,4.79,3.12,NA,12.37,NA,NA,NA,3.12,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,168,0.02,0.17,1,0.04,3.08,13.39,41.57,679,1.82,"IN17"
"B005","Cowpea, brown","Vigna catjang",9.42,20.36,2.9,1.15,11.54,8.75,2.8,54.62,1340,0.33,0.09,1.64,1.47,0.3,3.97,231,0,NA,NA,NA,0.92,0.33,0,3.5,2.44,0,0,0,0,0.7,1.75,NA,83.34,0,0,0,0,0,7.08,218,1.36,0,0,81.73,0.01,0.013,0.81,5.9,0,0.006,213,1.51,0,0.108,0.233,372,1241,23.95,13.68,3.41,47.09,45.49,0.3,0.61,0.68,0,NA,1.6,NA,NA,NA,0,NA,0,0,NA,0.227,0.0331,0.00684,0.01152,0.00443,0,0,0.05769,NA,0.00289,0,0,0.343,0,NA,0.207,NA,0,NA,NA,NA,0.283,0.06058,0.55,NA,5.96548,8.3476,15.24964,13.58012,2.80968,1.16052,11.13692,7.7368,2.1378,9.91532,8.63264,14.4556,20.58396,38.72472,9.54884,9.3656,9.03984,5.76188,14.34,10.83,2.55,0.02,NA,1.54,0.68,NA,5.38,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.28,1.3,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65,0.14,1.24,0.01,NA,6.56,32.19,62.19,550,2.99,"IN17"
"B006","Cowpea, white","Vigna catjang",9.32,21.25,2.83,1.14,11.7,8.91,2.79,53.77,1340,0.34,0.09,1.51,1.66,0.26,4.28,249,0,NA,NA,NA,0.93,0.32,0,3.06,2.7,0,0,0,0,0.65,1.7,NA,78.52,0,0,0,0,0,8.21,250,0.4,0,0,84.1,0.004,0.017,0.68,5.04,0,0.007,213,1.35,0,0.226,0.228,378,1243,26.55,12.52,3.57,47.51,46.33,0.13,0.39,0.67,0,NA,1.18,NA,NA,NA,0,NA,0,0,NA,0.228,0.03443,0.00634,0.01219,0.00405,0,0,0.06763,NA,0.00249,0,0,0.354,0,NA,0.203,NA,0,NA,NA,NA,0.285,0.07012,0.557,NA,6.90625,9.35,16.915,15.1725,3.25125,1.275,11.96375,8.7125,1.955,11.28375,10.7525,15.81,23.39625,38.675,8.69125,8.60625,10.2,6.90625,17.23,1.29,15.94,0.02,NA,1.21,0.82,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.41,1.64,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.57,0.12,1.13,0.01,NA,6.86,32.64,65.43,573,2.98,"IN17"
"B007","Field bean, black","Phaseolus vulgaris",9.57,19.93,2.73,0.92,23.4,17.99,5.41,43.46,1155,0.35,0.07,1.88,0.85,0.35,0.66,291,0,NA,NA,NA,4.35,0.24,0,2.69,0.07,0,0,0,0,0.51,21.5,NA,48.99,0,0,0,0,0,0,207,0.53,0,0,78.16,0.01,0.021,1.03,4.5,0,0.001,197,2.38,0,0.073,0.184,457,1272,32.55,1.35,2.42,41.22,40.07,0.2,0.53,0.42,0,NA,1.15,NA,NA,NA,0,NA,0,0,NA,0.142,0.03697,0.00333,0.00261,0.00268,0,0,0.08007,NA,0,0,0,0.398,0,NA,0.06982,NA,0,NA,NA,NA,0.188,0.08007,0.468,NA,6.39753,9.10801,17.75763,13.53247,2.71048,1.17587,11.71884,8.21116,1.45489,10.44332,10.90171,14.92757,20.86671,34.16002,9.44682,8.82899,11.47968,7.972,1.28,1.1,0.18,NA,NA,3.83,0.44,NA,6.84,NA,3.18,NA,NA,NA,NA,NA,NA,3.87,0.59,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.12,0.38,0.01,NA,2.51,42.15,51.63,759,1.63,"IN17"
"B008","Field bean, brown","Phaseolus vulgaris",8.74,19.9,2.74,0.98,22.4,17.32,5.08,45.24,1184,0.32,0.07,2.04,0.97,0.37,0.76,292,0,NA,NA,NA,4.24,0.25,0,2.74,0.06,0,0,0,0,0.53,20.7,NA,53.18,0,0,0,0,0,0,254,0.73,0,0,75.2,0.01,0.018,0.9,4.99,0,0.001,173,2.38,0,0.057,0.283,429,1245,22.82,1.41,2.44,43.47,42.3,0.2,0.29,0.68,0,NA,1.17,NA,NA,NA,0,NA,0,0,NA,0.149,0.03916,0.00366,0.00301,0.00304,0,0,0.127,NA,0,0,0,0.389,0,NA,0.07006,NA,0,NA,NA,NA,0.198,0.127,0.46,NA,6.4277,9.1341,17.6712,13.4325,2.7462,1.0348,11.3828,7.9003,1.5522,10.2684,10.6863,15.3429,20.0393,34.3872,8.4575,8.8157,11.1639,7.6615,1.26,1.1,0.16,NA,NA,2.24,0.52,NA,4.52,NA,2.67,NA,NA,NA,NA,NA,NA,2.68,0.64,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,0.16,0.31,0.01,NA,2.8,46.17,51.14,773,1.71,"IN17"
"B009","Field bean,  white","Phaseolus vulgaris",8.61,19.84,3.09,0.94,22.99,17.45,5.54,44.53,1173,0.37,0.07,1.96,0.92,0.38,0.68,289,0,NA,NA,NA,4.26,0.25,0,2.65,0.07,0,0,0,0,0.52,22.65,NA,58.47,0,0,0,0,0,0,256,0.52,0,0,77.24,0.019,0.014,0.94,5.5,0,0.001,190,2.41,0,0.034,0.261,448,1360,21.52,1.7,2.8,44.32,42.25,0.1,0.41,0.56,0,NA,1.07,NA,NA,NA,0,NA,0,0,NA,0.142,0.03722,0.00281,0.00231,0.00192,0,0,0.06157,NA,0,0,0,0.426,0,NA,0.07661,NA,0,NA,NA,NA,0.186,0.06157,0.503,NA,5.59488,8.74944,16.82432,12.16192,2.7776,1.13088,11.42784,7.87648,1.76576,9.84064,10.29696,13.90784,21.05024,32.91456,8.01536,8.41216,10.93184,7.61856,1.23,0.97,0.31,NA,NA,3.12,0.89,NA,1.67,NA,2.56,NA,NA,NA,NA,NA,NA,3.97,0.6,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,0.13,0.33,0.01,NA,2.47,43.19,53.83,791,1.75,"IN17"
"B010","Green gram, dal (mung bean, split)","Vigna radiate",9.77,23.88,3.04,1.35,9.37,7.75,1.62,52.59,1363,0.35,0.12,1.84,1.68,0.19,0.65,92.11,0,NA,NA,NA,2.05,0.06,0,1.66,0,0,0,0,0,0.23,8.3,NA,113,2.98,0,0,0,0,122,619,2.47,0,0,43.13,0.002,0.006,0.97,3.93,0.002,0.002,155,0.98,2.03,0.162,0.129,416,1268,50.14,10.14,2.49,42.01,41.06,0.1,0.3,0.55,0,NA,0.95,NA,NA,NA,0,NA,0,0,NA,0.208,0.03924,0,0,0,0,0,0.03585,NA,0,0,0,0.377,0,NA,0.157,NA,0,NA,NA,NA,0.247,0.03585,0.534,NA,6.0894,9.71916,18.8652,14.54292,2.5074,1.02684,14.8056,8.02368,2.96112,12.44148,10.96092,15.54588,28.8948,41.62284,8.8356,8.76396,11.96388,7.0446,2.46,1.94,0.52,NA,NA,2.16,1.5,NA,1.33,NA,NA,NA,NA,0.75,NA,NA,NA,1.54,NA,NA,NA,0.04,NA,0.4,NA,0.08,0.04,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,0.07,0.32,0.9,0.02,3.29,12.19,55.33,170,1.08,"IN17"
"B011","Green gram, whole (mung bean, whole)","Vigna radiate",9.95,22.53,3.22,1.14,17.04,14.59,2.44,46.13,1229,0.45,0.27,2.16,2.02,0.35,1.35,145,0,NA,NA,NA,3.15,0.13,0,2.08,0,0,0,0,0.26,0.33,12.63,NA,187,5.63,0,0,0,0,137,889,3.24,0,0,92.43,0.012,0.021,1,4.89,0,0.002,198,1.05,2.96,0.174,0.103,353,1177,23.32,12.48,2.67,39.75,39.21,0.1,0.14,0.3,0,NA,0.54,NA,NA,NA,0,NA,0,0,NA,0.233,0.04132,0,0,0,0,0,0.02722,NA,0,0,0,0.43,0,NA,0.18,NA,0,NA,NA,NA,0.274,0.02722,0.611,NA,6.42105,9.39501,16.78485,14.8698,2.72613,1.66722,13.99113,7.2096,2.29806,12.27885,11.12982,14.91486,24.76047,41.88327,8.51634,9.16971,12.3915,6.37599,12.29,10.57,1.72,NA,NA,5.98,1.84,NA,1.34,NA,NA,NA,NA,2.31,NA,NA,NA,4.06,NA,NA,NA,3.76,NA,0.76,NA,4.29,0.36,NA,NA,NA,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.74,0.11,0.3,1.57,0.03,3.03,12.38,51.77,375,1.28,"IN17"
"B012","Horse gram, whole (cowpea)","Dolichos biflorus",9.28,21.73,3.24,0.62,7.88,6.22,1.66,57.24,1379,0.32,0.24,1.82,1.58,0.21,0.59,163,0,NA,NA,NA,1.8,0.06,0,2.06,0,0,0,0,0,0.27,10.24,NA,67.26,2.92,0,0,0,0,58.57,267,4.69,0,0.001,269,0.027,0.054,1.29,8.76,0.007,0.005,152,3.13,6.72,0.124,0.273,298,1065,29.49,12.14,2.71,48.31,47.96,0.1,0.15,0.1,0,NA,0.35,NA,NA,NA,0,NA,0,0,NA,0.114,0.01359,0,0.00445,0.00265,0,0,0.06889,NA,0,0,0,0.207,0,NA,0.05168,NA,0,NA,NA,NA,0.135,0.06889,0.258,NA,5.8671,8.08356,14.75467,13.55952,1.58629,1.62975,17.55784,7.21436,2.34684,9.03968,9.9958,12.75551,24.42452,40.28742,8.75719,8.08356,11.27787,6.91014,181,144,38.36,NA,NA,37.04,0.37,NA,0.68,NA,NA,NA,4.61,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,0.04,1.59,NA,NA,3.41,11.57,47.56,339,2.3,"IN17"
"B013","Lentil dal (split)","Lens culinaris",9.71,24.35,2.23,0.75,10.43,8.6,1.83,52.53,1349,0.34,0.16,1.81,1.32,0.18,1.25,49.99,0,NA,NA,NA,1.31,0.02,0,1.37,0.23,0,0,0,0,0.16,3.75,NA,5.92,0,0,0,0,0,6.84,812,1.6,1.19,0,44.32,0.006,0.009,0.96,7.06,0,0.003,74.69,1.16,0.34,0.079,0.101,310,786,49.5,10.27,3.61,46.39,44.44,0.8,0.3,0.85,0,NA,1.95,NA,NA,NA,0,NA,0,0,NA,0.07974,0.01128,0,0,0,0,0,0.112,NA,0,0,0,0.266,0,NA,0.07014,NA,0,NA,NA,NA,0.09102,0.112,0.336,NA,4.69955,9.1069,17.2885,14.9022,1.3149,1.33925,12.4185,8.05985,1.97235,12.2237,10.83575,19.2852,30.90015,44.58485,8.93645,8.83905,11.9315,7.18325,10.46,8.42,2.04,NA,NA,2.77,0.18,21.37,0.7,0.12,0.13,NA,0.07,NA,1.52,0.11,NA,0.03,0.02,0.23,0.07,0.02,0.12,0.13,0.02,0.32,0.87,NA,0.76,NA,1.14,NA,NA,NA,NA,0.02,0.02,0.02,0.06,NA,NA,0.11,NA,0.03,NA,7.17,4.1,14.94,0.07,0.57,0.08,NA,5.74,3.32,75.75,218,1.63,"IN17"
"B014","Lentil whole, brown","Lens culinaris",9.2,22.49,2.39,0.64,16.82,14.16,2.66,48.47,1251,0.4,0.22,2.54,1.84,0.46,1.74,132,0,NA,NA,NA,14.52,0.03,0,1.64,0.3,0,0,0,0,0.19,7.27,NA,6.85,0,0,0,0,0,10.29,924,2.6,0.46,0,76.13,0.022,0.015,0.98,7.57,0.016,0.004,101,1.55,2.08,0.076,0.201,274,756,33.14,11.2,3.6,43.03,41.41,0.78,0.15,0.71,0,NA,1.63,NA,NA,NA,0,NA,0,0,NA,0.07001,0.0112,0,0,0,0,0,0.102,NA,0,0,0,0.221,0,NA,0.0554,NA,0,NA,NA,NA,0.08122,0.102,0.277,NA,4.65543,9.37833,16.55264,15.24822,1.88916,2.65382,10.36789,7.53415,1.70924,10.90765,12.93175,16.73256,28.06752,38.79525,10.75022,11.26749,12.39199,5.3976,10.74,8.71,3.04,1.56,NA,0.04,0.5,25.17,1.57,10.13,0.35,NA,0.28,NA,2.72,0.28,NA,0.25,0.08,NA,0.08,0.72,0.2,0.24,0.12,0.84,1.42,NA,1.28,NA,1.76,NA,NA,NA,NA,0.09,0.02,0.05,0.1,0.2,NA,0.34,NA,0.13,NA,13.77,8.18,274,0.21,0.92,0.02,NA,4.66,4.94,NA,564,1.95,"IN17"
