"fdc_id","food_desc","food_group","source_fct","nutrient_data_source","ALCg","CARTAmcg","TOCPHAmg","ASHg","CHOAVLDFg","Available carbohydrate, FSANZ (g/100g)","CHOAVLg","CHOAVLMg","CARTBmcg","CARTBEQmcg","TOCPHBmg","Caffeine (mg/100g)","CAmg","Carbohydrate by difference, FSANZ (g/100g)","CHOLEmg","CUmg","TOCPHDmg","FOLDFEmcg","Dry matter (g/100g)","Edible_factor_in_FCT","Energy, total metabolisable (kcal) (kcal/100g)","ENERCkcal","Energy, total metabolisable (kJ) (kJ/100g)","ENERCkJ","Energy, total metabolisable, available carbohydrate, FSANZ (kcal) (kcal/100g)","Energy, total metabolisable, available carbohydrate, FSANZ (kJ) (kJ/100g)","Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal) (kcal/100g)","Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ) (kJ/100g)","FATg","Fatty acid 18:3 omega-3 (g/100g)","F20D5N3g","Fatty acid 22:5 omega-3 (g/100g)","F22D6N3g","Fatty acid cis, trans 18:2 omega-9, 11 (g/100g)","Fatty acid cis,cis 18:2 omega-6 (g/100g)","Fatty acids, total long chain polyunsaturated omega-3 (g/100g)","FAMSg","FAPUg","Fatty acids, total polyunsaturated omega-3 (g/100g)","Fatty acids, total polyunsaturated omega-6 (g/100g)","FASATg","FATRNg","FIBTGg","FIBINSg","FIBSOLg","FOLFDmg","FOLmg","FOLACmg","Fructose (g/100g)","TOCPHGmg","Glucose (g/100g)","IDmcg","FEmg","Lactose (g/100g)","MGmg","Maltose (g/100g)","MNmcg","NIATRPmg","NIAEQmg","NIAmg","NTg","Pmg","Kmg","PROCNTg","RETOLmcg","RIBFmg","SEmcg","NAmg","STARCHg","SUCSg","SUGADg","Sugar, free (g/100g)","SUGARg","THIAmg","CHOCDFg","CHOCSMg","TRPmg","VITA_RAEmcg","VITAmcg","VITB12mcg","VITB6Amg","VITCmcg","VITDmcg","VITEmg","WATERg","ZNmg"
"A167","Bread, wheat, white, sliced, prepacked, composite, South Island","Bakery products","NZ18","pzcdablg","0","0",NA,"1.84","46.48","48.73","48.73","53.5","0","0",NA,"0","96","46.48","0","0.12",NA,"21.86","61.02",1,"241.84","247.64","1025.9000000000001","1049.0999999999999","250.98","1049.0999999999999","241.81","1010.76","1.54","5.3999999999999999E-2",NA,NA,NA,NA,"0.43099999999999999",NA,"0.55600000000000005","0.48499999999999999","5.3999999999999999E-2","0.43099999999999999","0.20300000000000001",NA,"2.9",NA,NA,"21.86","21.86","0","0.3",NA,"0","0.25","1","0","24","1.5","690.21","1.95","2.5099999999999998","0.56000000000000005","1.45","83","110","8.27","0","0.05","0.72","510","46.93","0","0","0","1.8","0.22","49.38","51.63","114.55","0","0","0","0.05","0","0","0","38.979999999999997","0.8"
"A168","Bread, wheat, white, high fibre, sliced, prepacked, Mighty White, Tip Top & Fibre White, Natures Fresh, Quality Barkers, lower North Island","Bakery products","NZ18","zpcdalrb","0","0",NA,"1.77","44.29","48.92","48.92","53.66","0","0",NA,"0","86.9","44.29","0","0.12",NA,"77.5","60.74",1,"242.42","252.22","1028.3900000000001","1067.5899999999999","255.4","1067.5899999999999","236.55","988.79","1.52","0.06",NA,NA,NA,NA,"0.46100000000000002",NA,"0.36299999999999999","0.52100000000000002","0.06","0.46100000000000002","0.20599999999999999",NA,"4.9000000000000004",NA,NA,"77.5","77.5","0","0",NA,"0","0.25","2.2000000000000002","0","24","2.95","669","1.4","2.8","1.4","1.45","83.9","110","8.27","0","0.04","1.95","469","45.97","0","0","0","2.95","0.27","49.19","53.82",NA,"0","0","0","0.32","0","0","0","39.26","1.3"
"A169","Bread, wheat, white, high fibre, sliced, prepacked, Mighty White, Tip Top & Fibre White, Natures Fresh, Quality Barkers, South Island","Bakery products","NZ18","zpcdalrb","0","0",NA,"1.77","44.29","48.92","48.92","53.66","0","0",NA,"0","86.9","44.29","0","0.12",NA,"77.5","60.74",1,"242.42","252.22","1028.3900000000001","1067.5899999999999","255.4","1067.5899999999999","236.55","988.79","1.52","0.06",NA,NA,NA,NA,"0.46100000000000002",NA,"0.36299999999999999","0.52100000000000002","0.06","0.46100000000000002","0.20599999999999999",NA,"4.9000000000000004",NA,NA,"77.5","77.5","0","0",NA,"0","0.25","2.2000000000000002","0","24","2.95","669.12","1.4","2.8","1.4","1.45","83.9","110","8.27","0","0.04","2.0699999999999998","469","45.97","0","0","0","2.95","0.34","49.19","53.82",NA,"0","0","0","0.32","0","0","0","39.26","1.3"
"A170","Bread, currant, sliced, prepacked, composite, lower North Island","Bakery products","NZ18","pzcdlubg","0","0",NA,"1.82","56.44","55.51","55.51","59.32","0","0",NA,"0","125","56.44","12","1.62",NA,"35.799999999999997","72.77",1,"269.8","278.39999999999998","1144.93","1179.33","282.14","1179.33","285.89999999999998","1195.05","1.38","3.2000000000000001E-2",NA,NA,NA,NA,"0.318",NA,"0.249","0.35","3.2000000000000001E-2","0.318","0.31900000000000001",NA,"4.3",NA,NA,"35.799999999999997","35.799999999999997","0","8.7799999999999994",NA,"7.76","3","2.42","0","31.4","1.69","1320","1.84","2.2000000000000002","0.36","1.55","102","314","8.84","0","0.04","4.2300000000000004","340","37.28","0","0","0","18.23","0.14000000000000001","60.74","59.81","108.5","0","0","0","0.05","0","0","0","27.23","1.67"
"A171","Bread, currant, sliced, prepacked, Spicy Fruit, Tip Top & Natures Fresh, Quality Bakers, South Island","Bakery products","NZ18","pzcdlubg","0","0",NA,"1.82","56.44","55.51","55.51","59.32","0","0",NA,"0","125","56.44","12","1.62",NA,"35.799999999999997","72.77",1,"269.8","278.39999999999998","1144.93","1179.33","282.14","1179.33","285.89999999999998","1195.05","1.38","3.2000000000000001E-2",NA,NA,NA,NA,"0.318",NA,"0.249","0.35","3.2000000000000001E-2","0.318","0.31900000000000001",NA,"4.3",NA,NA,"35.799999999999997","35.799999999999997","0","8.7799999999999994",NA,"7.76","3","2.42","0","31.4","1.69","1320","1.84","2.2000000000000002","0.36","1.55","102","314","8.84","0","0.04","1.9","340","37.28","0","0","0","18.23","0.16","60.74","59.81","108.5","0","0","0","0.05","0","0","0","27.23","1.67"
"A178","Bread roll, mixed grain, commercial, upper North Island","Bakery products","NZ18","pdzcbra","0","0",NA,"1.94","46.1","47.51","47.51","52.18","0","0",NA,"0","58","46.1","0","0.19",NA,"173.96","67.569999999999993",1,"256.33999999999997","268.54000000000002","1086.3","1135.0999999999999","271.56","1135.0999999999999","265.83999999999997","1111.21","2.52","0.27500000000000002",NA,NA,NA,NA,"0.57199999999999995",NA,"0.58899999999999997","0.84799999999999998","0.27500000000000002","0.57199999999999995","0.307",NA,"6.1",NA,NA,"27","115","88","0.27",NA,"0","1.19","1.4","0","43","1.07","1100","1.1000000000000001","2.65","1.55","1.89","110","160","10.91","0","0.06","3.35","440","46.17","0","0","0","1.34","0.15","52.2","53.61",NA,"0","0","0","0.04","0","0","0.2","32.43","1.3"
"A179","Bread roll, mixed grain, commercial, lower North Island","Bakery products","NZ18","pzcdbra","0","0",NA,"1.94","46.11","47.5","47.5","52.17","0","0",NA,"0","58","46.11","0","0.19",NA,"173.96","67.569999999999993",1,"256.20999999999998","268.41000000000003","1085.76","1134.56","271.43","1134.56","265.79000000000002","1111.01","2.5099999999999998","0.27400000000000002",NA,NA,NA,NA,"0.56999999999999995",NA,"0.58699999999999997","0.84399999999999997","0.27400000000000002","0.56999999999999995","0.30599999999999999",NA,"6.1",NA,NA,"27","115","88","0.27",NA,"0","1.19","1.4","0","43","1.07","1100","1.1000000000000001","2.65","1.55","1.89","110","160","10.91","0","0.06","3.25","440","46.16","0","0","0","1.34","0.14000000000000001","52.21","53.6",NA,"0","0","0","0.03","0","0","0.2","32.43","1.3"
"A18","Bread, wheat, white, sliced, prepacked, composite, upper North Island","Bakery products","NZ18","pzcdaubrgl","0","0",NA,"1.84","47.02","48.72","48.72","53.49","0","0",NA,"0","96","47.02","0","0.12",NA,"21.85","61.02",1,"242.03","246.63","1026.69","1045.0899999999999","250.02","1045.0899999999999","243.1","1016.16","1.54","5.3999999999999999E-2",NA,NA,NA,NA,"0.43099999999999999",NA,"0.34","0.48499999999999999","5.3999999999999999E-2","0.43099999999999999","0.20300000000000001",NA,"2.2999999999999998",NA,NA,"21.85","21.85","0","0.3",NA,"0","0.33","1","0","24","1.5","690","1.96","2.52","0.56000000000000005","1.46","83","110","8.32","0","0.05","4","510","46.92","0","0","0","1.8","0.2","49.32","51.02","115.34","0","0","0","0.05","0","0","0","38.979999999999997","0.8"
"A180","Bread roll, mixed grain, commercial, South Island","Bakery products","NZ18","pzcdbra","0","0",NA,"1.94","46.11","47.5","47.5","52.17","0","0",NA,"0","58","46.11","0","0.19",NA,"173.96","67.569999999999993",1,"256.20999999999998","268.41000000000003","1085.76","1134.56","271.43","1134.56","265.79000000000002","1111.01","2.5099999999999998","0.27400000000000002",NA,NA,NA,NA,"0.56999999999999995",NA,"0.58699999999999997","0.84399999999999997","0.27400000000000002","0.56999999999999995","0.30599999999999999",NA,"6.1",NA,NA,"27","115","88","0.27",NA,"0","1.19","1.4","0","43","1.07","1100","1.1000000000000001","2.65","1.55","1.89","110","160","10.91","0","0.06","2.15","440","46.16","0","0","0","1.34","0.14000000000000001","52.21","53.6",NA,"0","0","0","0.03","0","0","0.2","32.43","1.3"
"A181","Bread roll, currant, commercial, upper North Island","Bakery products","NZ18","pzcdlaubrg","0","0",NA,"1.81","50.99","57.29","57.29","61.33","0","0",NA,"0","74.5","50.99","12","0.51",NA,"215.66","65.94",1,"271.67","280.27","1152.81","1187.21","284.02","1187.21","258.39999999999998","1080.1099999999999","1.43","7.3999999999999996E-2",NA,NA,NA,NA,"0.254",NA,"0.40100000000000002","0.32800000000000001","7.3999999999999996E-2","0.254","0.22700000000000001",NA,"4.3",NA,NA,"35.799999999999997","143.5","107.7","8.4499999999999993",NA,"7.3","3","1.67","0","27.7","2.2999999999999998","706","1.5","2.7","1.2","1.3","78.099999999999994","202","7.41","0","0.04","2.5","373","39.24","0","0","0","18.05","0.1","55.29","61.59",NA,"0","0","0","0","0","0","0","34.06","1.03"
"A182","Bread roll, currant, commercial, lower North Island","Bakery products","NZ18","pzcdlaubrg","0","0",NA,"1.81","50.93","57.29","57.29","61.33","0","0",NA,"0","74.5","50.93","12","0.51",NA,"215.66","65.94",1,"271.89999999999998","280.5","1153.78","1188.18","284.25","1188.18","258.39999999999998","1080.1099999999999","1.43","7.3999999999999996E-2",NA,NA,NA,NA,"0.254",NA,"0.40100000000000002","0.32800000000000001","7.3999999999999996E-2","0.254","0.22700000000000001",NA,"4.3",NA,NA,"35.799999999999997","143.5","107.7","8.4499999999999993",NA,"7.3","5","1.67","0","27.7","2.2999999999999998","706.05","1.5","2.7","1.2","1.31","78.099999999999994","202","7.47","0","0.04","1.61","373","39.24","0","0","0","18.05","0.09","55.23","61.59",NA,"0","0","0","0","0","0","0","34.06","1.03"
"A183","Bread roll, currant, commercial, South Island","Bakery products","NZ18","pzcdlaubrg","0","0",NA,"1.81","50.93","57.29","57.29","61.33","0","0",NA,"0","74.5","50.93","12","0.51",NA,"215.66","65.94",1,"271.89999999999998","280.5","1153.78","1188.18","284.25","1188.18","258.39999999999998","1080.1099999999999","1.43","7.3999999999999996E-2",NA,NA,NA,NA,"0.254",NA,"0.40100000000000002","0.32800000000000001","7.3999999999999996E-2","0.254","0.22700000000000001",NA,"4.3",NA,NA,"35.799999999999997","143.5","107.7","8.4499999999999993",NA,"7.3","1","1.67","0","27.7","2.2999999999999998","706","1.5","2.7","1.2","1.31","78.099999999999994","202","7.47","0","0.04","2.73","373","39.24","0","0","0","18.05","0.13","55.23","61.59",NA,"0","0","0","0","0","0","0","34.06","1.03"
"A184","Bread roll, wholegrain, prepacked, composite, upper North Island","Bakery products","NZ18","pzcdrab","0","0",NA,"1.85","42.61","46.98","46.98","51.61","0","0",NA,"0","76","42.61","0","0.18",NA,"27","63.52",1,"255.01","267.20999999999998","1080","1128.8","270.05","1128.8","252.27","1054.49","3.05","0.111",NA,NA,NA,NA,"0.89700000000000002",NA,"0.745","1.008","0.111","0.89700000000000002","0.436",NA,"6.1",NA,NA,"27","27","0","0.24",NA,"0","1.19","1.4","0","29.5","0.9","1100","1.8","2.73","0.93","1.7","110","150","9.91","0","0.08","5.7","420","45.84","0","0","0","1.1399999999999999","0.19","48.71","53.08",NA,"0","0","0","0.08","0","0","0.13","36.479999999999997","1.35"
"A185","Bread roll, wholegrain, prepacked, composite,  lower North Island","Bakery products","NZ18","pzcdrab","0","0",NA,"1.85","42.62","46.98","46.98","51.61","0","0",NA,"0","76","42.62","0","0.18",NA,"27","63.52",1,"254.92","267.12","1079.6300000000001","1128.43","269.95999999999998","1128.43","252.22","1054.29","3.04","0.111",NA,NA,NA,NA,"0.89400000000000002",NA,"0.74399999999999999","1.004","0.111","0.89400000000000002","0.435",NA,"6.1",NA,NA,"27","27","0","0.24",NA,"0","1.2","1.4","0","29.5","0.9","1100","1.8","2.73","0.93","1.7","110","150","9.91","0","0.08","7.33","420","45.84","0","0","0","1.1399999999999999","0.15","48.72","53.08",NA,"0","0","0","0.08","0","0","0.13","36.479999999999997","1.35"
"A186","Bread roll, wholegrain, prepacked, composite, South Island","Bakery products","NZ18","pdzcrab","0","0",NA,"1.85","42.62","46.98","46.98","51.61","0","0",NA,"0","76","42.62","0","0.18",NA,"27","63.52",1,"254.92","267.12","1079.6300000000001","1128.43","269.95999999999998","1128.43","252.22","1054.29","3.04","0.111",NA,NA,NA,NA,"0.89400000000000002",NA,"0.74399999999999999","1.004","0.111","0.89400000000000002","0.435",NA,"6.1",NA,NA,"27","27","0","0.24",NA,"0","1.19","1.4","0","29.5","0.9","1100","1.8","2.73","0.93","1.7","110","150","9.91","0","0.08","2.97","420","45.84","0","0","0","1.1399999999999999","0.19","48.72","53.08",NA,"0","0","0","0.08","0","0","0.13","36.479999999999997","1.35"
"A19","Bread, crumb, white, dried","Bakery products","NZ18","pgzcdaburl","0","0",NA,"3.1","69.63","70.59","70.59","77.510000000000005","0","0",NA,"0","48","69.63","0","0.2",NA,"26","90.3",1,"345.74","353.94","1467.04","1499.84","358.81","1499.84","354.9","1483.5","1.9",NA,NA,NA,NA,NA,NA,NA,"0.28999999999999998","0.74",NA,NA,"0.46100000000000002",NA,"4.0999999999999996",NA,NA,"26","26","0","0.37",NA,"0","0.33","1.8","0","34","2.12","600","2.38","4.08","1.7","2.0299999999999998","120","150","11.57","0","0.05","1.4","760","68.099999999999994","0","0","0","2.4900000000000002","0.3","73.73","74.69","140.07","0","0","0","0.08","0","0","0","9.6999999999999993","0.7"
"A20","Bread, white, sliced, fried","Bakery products","NZ18","pgzcdbauxrl","0","0",NA,"3","47.03","44.2","44.2","48.45","0","0",NA,"0","37","47.03","0","0.14000000000000001",NA,"9","92.6",1,"498.06","503.06","2076.52","2096.52","501.56","2096.52","513.09","2144.6999999999998","32.200000000000003",NA,NA,NA,NA,NA,NA,NA,"13.1","7.3570000000000002",NA,NA,"10.189",NA,"2.5",NA,NA,"9","9","0","0.5",NA,"0","0.33","0.9","0","21","2.5","420","1.64","2.94","1.3","1.38","82","100","7.87","0","0.04","4.0999999999999996","550","41.2","0","0","0","3","0.2","49.53","46.7","96.6","0","0","0","0.05","0","0","0","7.4","0.5"
"A206","Bread roll, currant, commercial, composite","Bakery products","NZ18","cpzdlaubrg","0","0",NA,"1.81","50.95","57.29","57.29","61.33","0","0",NA,"0","74.5","50.95","12","0.51",NA,"215.66","65.94",1,"271.82","280.42","1153.46","1187.8599999999999","284.18","1187.8599999999999","258.39999999999998","1080.1099999999999","1.43","7.3999999999999996E-2",NA,NA,NA,NA,"0.254",NA,"0.40100000000000002","0.32800000000000001","7.3999999999999996E-2","0.254","0.22700000000000001",NA,"4.3",NA,NA,"35.799999999999997","143.5","107.7","8.4499999999999993",NA,"7.3","3","1.67","0","27.7","2.2999999999999998","706.02","1.5","2.7","1.2","1.31","78.099999999999994","202","7.45","0","0.04","2.2799999999999998","373","39.24","0","0","0","18.05","0.11","55.25","61.59",NA,"0","0","0","0","0","0","0","34.06","1.03"
"A21","Bread, white, toasted","Bakery products","NZ18","pdgzcaburl","0","0",NA,"2.2999999999999998","56.96","56.8","56.8","62.33","0","0",NA,"0","44","56.96","0","0.11",NA,"20","71.2",1,"265.64999999999998","272.05","1128.1300000000001","1153.73","276.01","1153.73","276.67","1156.5","0.7",NA,NA,NA,NA,NA,NA,NA,"0.11600000000000001","0.20100000000000001",NA,NA,"0.14399999999999999",NA,"3.2",NA,NA,"20","20","0","0.61",NA,"0","0.23","1.1000000000000001","0","29","1.79","762","1.89","4.59","2.7","1.41","110","177","8.0399999999999991","0","0.09","4.9000000000000004","833","54.4","0","0","0","2.4","0.33","60.16","60","111.39","0","0","0","0.02","0","0","0","28.8","0.8"
"A211","Bread, mixed grain & seed, sliced, prepacked, Soy & Linseed, Vogel's & Burgen","Bakery products","NZ18","acprzdlu","0","0",NA,"2.2400000000000002","27.59","30.36","30.36","33.18","0","0",NA,"0","120.33","27.59","0","0.28000000000000003",NA,"464.7","56.82",1,"238.58","251.78","1005.08","1057.8800000000001","253.08","1057.8800000000001","241.82","1010.79","7.12","1.53",NA,NA,NA,NA,"1.8180000000000001",NA,"1.7509999999999999","3.375","1.53","1.833","0.77300000000000002",NA,"6.6",NA,NA,"33","291.5","258.5","0.5",NA,"0","7.33","1.81","0.6","55.23","2.66","1103.33","1.6","2.41","0.81","2.2799999999999998","170.67","291","13.27","0","0.11","4.13","411.67","26.6","0","0","0","3.76","0.18","34.19","36.96",NA,"0","0","0","0.05","0","0","0.33","43.18","1.31"
"A212","Bread, mixed grain & seed, sliced, prepacked, Sunflower & Barley, Vogel's & Burgen, composite","Bakery products","NZ18","acprzdlu","0","0",NA,"1.78","32.01","35.130000000000003","35.130000000000003","38.479999999999997","0","0",NA,"0","100.07","32.01","0","0.23",NA,"347.8","56.99",1,"239.3","252.5","1008.95","1061.75","254.01","1061.75","241.32","1008.7","6.48",NA,NA,NA,NA,NA,NA,NA,"1.77","2.976",NA,NA,"0.66500000000000004",NA,"6.6",NA,NA,"33","221.5","188.5","0.38",NA,"0","5","1.6","0.85","41.07","1.5","1000.58","1.6","2.5","0.9","1.78","160.33000000000001","210","10.130000000000001","0","0.11","4.93","370.33","32.4","0","0","0","2.72","0.21","38.61","41.73",NA,"0","0","0","0.04","0","0","1.63","43.01","1.2"
"A214","Bread, currant, sliced, prepacked, composite","Bakery products","NZ18","cpzdlubrg","0","0",NA,"1.84","56.33","56.08","56.08","59.93","0","0",NA,"0","126.33","56.33","12","1.64",NA,"35.799999999999997","72.77",1,"272.5","281.10000000000002","1156.4000000000001","1190.8","284.88","1190.8","285.88","1194.98","1.39","3.2000000000000001E-2",NA,NA,NA,NA,"0.32100000000000001",NA,"0.251","0.35299999999999998","3.2000000000000001E-2","0.32100000000000001","0.32200000000000001",NA,"4.3",NA,NA,"35.799999999999997","35.799999999999997","0","8.8699999999999992",NA,"7.84","3","2.4500000000000002","0","31.73","1.71","1333.33","1.86","2.2200000000000002","0.36","1.56","103","317.33","8.91","0","0.04","3.57","343.67","37.659999999999997","0","0","0","18.420000000000002","0.14000000000000001","60.63","60.38","109.43","0","0","0","0.05","0","0","0","27.23","1.69"
"A215","Biscuit, chocolate thin, composite","Bakery products","NZ18","pzarcldmb","0",NA,NA,"1.54","63.77","65.349999999999994","65.349999999999994","70.25",NA,"23",NA,"7.5","56","63.77","4.53","0.26",NA,"29.6","97.33",1,"466.89","478.09","1959.34","2004.14","479.46","2004.14","473.02","1977.23","19.96",NA,NA,NA,NA,NA,"1.028",NA,"3.7370000000000001","1.032",NA,"1.032","14.121","4.0000000000000001E-3","5.6",NA,NA,"29.6","29.6","0","0.7",NA,"0.7","3.5","2.1","3","34","0","590","1.4","1.8","0.4","1.07","310","220","6.46","10.95","0.11","0.89","350","33.950000000000003","27","28.4","28.4","31.4","0.1","69.37","70.95",NA,"12.87","14.79","0","0.08","1","0","2.35","2.67","0.95"
"A216","Biscuit, multi-layer cream filled, chocolate coated","Bakery products","NZ18","pzarcldu","0",NA,NA,"1.22","67.62","67.3","67.3","71.78",NA,"36",NA,"7.5","92","67.62","16.8","0.2",NA,"18.7","98.27",1,"493.06","495.86","2067.5700000000002","2078.77","497.31","2078.77","498.62","2084.25","22.35",NA,NA,NA,NA,NA,"1.0129999999999999",NA,"6.4589999999999996","1.0129999999999999",NA,"1.0129999999999999","13.516999999999999",NA,"1.4",NA,NA,"18.7","18.7","0","0.5",NA,"0.5","9","2","4.9000000000000004","38","0","540","0.94","1.04","0.1","0.94","150","230","5.68","27","0.21","3.1","170","23.2","38.200000000000003","39.200000000000003","39.200000000000003","44.1","0.08","69.02","68.7",NA,"30","33.01","0","0.06","1.27","0","1.91","1.73","0.76"
"A217","Cookie, oat & fruit, composite","Bakery products","NZ18","pzrcdlab","0",NA,NA,"1.37","68.790000000000006","68.680000000000007","68.680000000000007","73.53",NA,"57",NA,"0","31","68.790000000000006","12.5","0.28999999999999998",NA,"3.25","95.83",1,"458.76","463.76","1926.91","1946.91","465.77","1946.91","466.2","1948.72","18.27",NA,NA,NA,NA,NA,"1.413",NA,"5.29","1.413",NA,"1.413","10.117000000000001",NA,"2.5",NA,NA,"3.25","3.25","0","2.92",NA,"2.73","4","1.66","0.18","43.8","0","1480","1.1000000000000001","1.32","0.22","0.82","141","219","4.9000000000000004","21.05","0.02","3.28","346","33.950000000000003","28.9","30.99","30.99","34.729999999999997","0","71.290000000000006","71.180000000000007",NA,"25.8","30.57","0","0.02","0","0","1.1599999999999999","4.17","0.82"
"A219","Biscuit, wafer, cream filled, chocolate & vanilla","Bakery products","NZ18","przacldb","0",NA,NA,"0.48","70.62","70.95","70.95","76.13",NA,"6",NA,"4.4000000000000004","20","70.62","1.53","0.05",NA,"3.95","97.74",1,"494.39","497.19","2073.7600000000002","2084.96","498.79","2084.96","497.47","2079.42","21.93",NA,NA,NA,NA,NA,"0.15",NA,"0.219","0.15",NA,"0.15","20.460999999999999",NA,"1.4",NA,NA,"3.95","3.95","0","0",NA,"0","32","0.47","0","15","0.6","290","0.69","0.81","0.12","0.57999999999999996","50","73","3.31","0","0.03","11","110","32.549999999999997","37.799999999999997","38.4","38.4","38.4","0","72.02","72.349999999999994","40.6","0.5","1","0","0","0","0","0.14000000000000001","2.2599999999999998","0.23"
"A22","Bread, wholemeal, toasted","Bakery products","NZ18","przcdabug","0","0",NA,"2","47.76","46.7","46.7","51.26","0","0",NA,"0","39","47.76","0","0.23",NA,"39","68.400000000000006",1,"239.88","254.88","1017.36","1077.3599999999999","257.74","1077.3599999999999","262.02999999999997","1095.3","1.7",NA,NA,NA,NA,NA,NA,NA,"0.315","0.53",NA,NA,"0.36299999999999999",NA,"7.5",NA,NA,"39","39","0","0.5",NA,"0","0.34","2.1","0","61","1.2","1680","1.58","3.98","2.4","1.62","177","268","9.44","0","0.1","3.7","746","45","0","0","0","1.7","0.66","55.26","54.2",NA,"0","0","0","0.05","0","0","0.22","31.6","1.52"
"A231","Bread roll, wholegrain, prepacked, composite","Bakery products","NZ18","cpdzrab","0","0",NA,"1.85","42.62","46.98","46.98","51.61","0","0",NA,"0","76","42.62","0","0.18",NA,"27","63.52",1,"254.95","267.14999999999998","1079.75","1128.55","269.99","1128.55","252.24","1054.3599999999999","3.04","0.111",NA,NA,NA,NA,"0.89500000000000002",NA,"0.74399999999999999","1.006","0.111","0.89500000000000002","0.435",NA,"6.1",NA,NA,"27","27","0","0.24",NA,"0","1.19","1.4","0","29.5","0.9","1100","1.8","2.73","0.93","1.7","110","150","9.91","0","0.08","5.33","420","45.84","0","0","0","1.1399999999999999","0.18","48.72","53.08",NA,"0","0","0","0.08","0","0","0.13","36.479999999999997","1.35"
"A232","Bread roll, mixed grain, composite, commercial","Bakery products","NZ18","cpdzbra","0","0",NA,"1.94","46.11","47.5","47.5","52.17","0","0",NA,"0","58","46.11","0","0.19",NA,"173.96","67.569999999999993",1,"256.25","268.45","1085.94","1134.74","271.47000000000003","1134.74","265.81","1111.08","2.5099999999999998","0.27400000000000002",NA,NA,NA,NA,"0.57099999999999995",NA,"0.58799999999999997","0.84499999999999997","0.27400000000000002","0.57099999999999995","0.30599999999999999",NA,"6.1",NA,NA,"27","115","88","0.27",NA,"0","1.19","1.4","0","43","1.07","1100","1.1000000000000001","2.65","1.55","1.89","110","160","10.91","0","0.06","2.92","440","46.16","0","0","0","1.34","0.14000000000000001","52.21","53.6",NA,"0","0","0","0.03","0","0","0.2","32.43","1.3"
"A233","Cracker, rice, barbecue flavoured, composite","Bakery products","NZ18","pzcdlarbg","0","0","0.81","1.2","83.35","80.7","80.7","88.71","0","0",NA,"0","18.600000000000001","83.35","0","0.19","0.27","20","96.45",1,"375.61","380.01","1592.83","1610.43","385.27","1610.43","396.04","1655.45","2.8",NA,NA,NA,NA,NA,NA,NA,"1.3","0.53300000000000003",NA,NA,"0.84299999999999997",NA,"2.2000000000000002",NA,NA,"20","20","0","0","0","0","18","0.47","0","18.100000000000001","0","940","1.8","2.65","0.85","1.1599999999999999","84.8","84.6","6.9","0","0.04","0","358","79.5","1.2","1.2","1.2","1.2","0.67","85.55","82.9",NA,"0","0","0","0.27","0","0","0.81","3.55","1.32"
"A234","Bread, plain, Panini, prepacked, composite","Bakery products","NZ18","pzcdlarb","0","0","0.35","1.7","49.48","46.81","46.81","51.27","0","0",NA,"0","54.2","49.48","0","0.15","0","2.4","72.400000000000006",1,"299.95999999999998","306.95999999999998","1264.3800000000001","1292.3800000000001","309.18","1292.3800000000001","320.05","1337.8","8.3699999999999992",NA,NA,NA,NA,NA,NA,NA,"4.5270000000000001","1.4950000000000001",NA,NA,"0.69899999999999995","1.4E-2","3.5",NA,NA,"2.4","2.4","0","0.9","0.35","0","0","1.1100000000000001","0","31.5","2.65","818.5","1.9","3.1","1.2","1.64","104","152","9.35","0","0.06","9.65","524","43.26","0","0","0","3.55","0.28000000000000003","52.98","50.31",NA,"0","0","0","0.04","0","0","0.39","27.6","1.08"
"A235","Bread, garlic, made with butter, pita, prepaked","Bakery products","NZ18","pzcdlar","0","0","2.67","1.55","41.27","39","39","42.77","0","0",NA,"0","33.6","41.27","0","0.11","0","2.4","67.45",1,"310.45999999999998","316.45999999999998","1302.46","1326.46","317.33","1326.46","326.58","1365.1","13.59",NA,NA,NA,NA,NA,"2.8730000000000002",NA,"6.1719999999999997","3.2490000000000001",NA,"2.8730000000000002","2.3929999999999998","0.73699999999999999","3",NA,NA,"2.4","2.4","0","0.6","0.41","0","0","0.83","0","24.9","1.45","598","2.7","3.8","1.1000000000000001","1.41","81.3","120","8.0399999999999991","0","0.09","13","504","36.950000000000003","0","0","0","2.0499999999999998","0.22","44.27","42",NA,"0","0","0","0.01","0","0","2.71","32.549999999999997","0.73"
"A24","Cake, tea-cake, toasted","Bakery products","NZ18","pargzcdbu","0","0",NA,"1.2","61.91","54.3","54.3","58.25","0","0",NA,"0","50","61.91","20","0.27",NA,"40","81.400000000000006",1,"327.47000000000003","329.67","1381.36","1390.16","332.58","1390.16","363.52","1519.5","8.3000000000000007",NA,NA,NA,NA,NA,NA,NA,"3.008","1.627",NA,NA,"1.9790000000000001",NA,"1.1000000000000001",NA,NA,"40","40","0","6.9",NA,"6.6","13","1.3","0.4","32","1.3","510","1.8","2.1","0.3","1.56","110","240","8.89","0","0.17","3.7","300","38.1","1","15.8","15.8","16.2","0.1","63.01","55.4",NA,"0","0","0","0.06","0","0","1.67","18.600000000000001","0.8"
