"fdc_id","food_desc","food_group","source_fct","nutrient_data_source","ALCg","CARTAmcg","TOCPHAmg","ASHg","CHOAVLDFg","Available carbohydrate, FSANZ (g/100g)","CHOAVLg","CHOAVLMg","CARTBmcg","CARTBEQmcg","TOCPHBmg","Caffeine (mg/100g)","CAmg","Carbohydrate by difference, FSANZ (g/100g)","CHOLEmg","CUmg","TOCPHDmg","FOLDFEmcg","Dry matter (g/100g)","Edible_factor_in_FCT","Energy, total metabolisable (kcal) (kcal/100g)","ENERCkcal","Energy, total metabolisable (kJ) (kJ/100g)","ENERCkJ","Energy, total metabolisable, available carbohydrate, FSANZ (kcal) (kcal/100g)","Energy, total metabolisable, available carbohydrate, FSANZ (kJ) (kJ/100g)","Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal) (kcal/100g)","Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ) (kJ/100g)","FATg","Fatty acid 18:3 omega-3 (g/100g)","F20D5N3g","Fatty acid 22:5 omega-3 (g/100g)","F22D6N3g","Fatty acid cis, trans 18:2 omega-9, 11 (g/100g)","Fatty acid cis,cis 18:2 omega-6 (g/100g)","Fatty acids, total long chain polyunsaturated omega-3 (g/100g)","FAMSg","FAPUg","Fatty acids, total polyunsaturated omega-3 (g/100g)","Fatty acids, total polyunsaturated omega-6 (g/100g)","FASATg","FATRNg","FIBTGg","FIBINSg","FIBSOLg","FOLFDmg","FOLmg","FOLACmg","Fructose (g/100g)","TOCPHGmg","Glucose (g/100g)","IDmcg","FEmg","Lactose (g/100g)","MGmg","Maltose (g/100g)","MNmcg","NIATRPmg","NIAEQmg","NIAmg","NTg","Pmg","Kmg","PROCNTg","RETOLmcg","RIBFmg","SEmcg","NAmg","STARCHg","SUCSg","SUGADg","Sugar, free (g/100g)","SUGARg","THIAmg","CHOCDFg","CHOCSMg","TRPmg","VITA_RAEmcg","VITAmcg","VITB12mcg","VITB6Amg","VITCmcg","VITDmcg","VITEmg","WATERg","ZNmg"
"A1007","Bread, white wheat, sliced, prepacked, composite","Bakery products","NZ18","pzarcd","0","0","0.3","1.7","45.18","43.1","43.1","47.17","0","0",NA,"0","85","45.18","0","0.15","0","27.8","62",1,"230.48","237.68","976.54","1005.34","240.51","1005.34","248.97","1040.7","2.4","9.2999999999999999E-2",NA,NA,NA,NA,"0.55600000000000005",NA,"0.57099999999999995","0.65400000000000003","9.2999999999999999E-2","0.56100000000000005","0.312",NA,"3.6",NA,NA,"27.8","27.8","0","0.25","0.5","0.25","0.5","0.96","0.25","28","3.5","800","1.52","2.39","0.87","1.6","88","130","9.1199999999999992","0","0.04","9","460","38.799999999999997","0.05","0","0","4.3","0.23","48.78","46.7",NA,"0","0","0","7.0000000000000007E-2","0","0.27","0.35","38","0.73"
"A1008","Bread, wheatmeal, sliced, prepacked, composite","Bakery products","NZ18","pzcdar","0","0","0.8","1.9","38.31","36.6","36.6","40.049999999999997","0","0",NA,"0","86","38.31","0","0.22","0","40.6","60.1",1,"214.48","227.48","907.9","959.9","229.64","959.9","236.58","988.9","2.9","0.125",NA,NA,NA,NA,"0.72899999999999998",NA,"0.752","0.86199999999999999","0.125","0.73699999999999999","0.38800000000000001",NA,"6.5",NA,NA,"40.6","40.6","0","0.25","0.2","0.25","0.5","1.7","0.25","60","3","1900","1.75","3.98","2.23","1.8","160","210","10.49","0","0.08","9.1","430","32.799999999999997","0.05","0","0","3.8","0.34","44.81","43.1",NA,"0","0","0","0.15","0","0.27","0.82","39.9","1.4"
"A1009","Bread, mixed grain, light, sliced, prepacked, composite","Bakery products","NZ18","pzcdar","0","0","0.5","1.9","41.99","40.700000000000003","40.700000000000003","44.54","0","0",NA,"0","90","41.99","0","0.17","0","33.6","61.7",1,"227.64","237.84","963.99","1004.79","240.38","1004.79","245.62","1026.7","2.8","0.156",NA,NA,NA,NA,"0.77800000000000002",NA,"0.85899999999999999","0.94099999999999995","0.156","0.78500000000000003","0.41599999999999998",NA,"5.0999999999999996",NA,NA,"33.6","33.6","0","0.25","0.3","0.25","0.5","1.4","0.25","42","3.1","1300","1.65","2.42","0.77","1.7","130","180","9.91","0","0.1","8.6999999999999993","450","36.6","0.25","0","0","4.0999999999999996","0.24","47.09","45.8",NA,"0","0","0","0.18","0","0.46","0.53","38.299999999999997","1.1000000000000001"
"A101","Croissant, plain, composite","Bakery products","NZ18","pdzcabrug","0","0",NA,"1.3","41.04","38.630000000000003","38.630000000000003","42","0","0",NA,"0","53.5","41.04","52","0.09",NA,"28","78.099999999999994",1,"398.37","404.17","1664.96","1688.16","403.87","1688.16","413.66","1729.1","22.48","0.157",NA,NA,NA,NA,"0.128",NA,"4.43","1.135","0.157","0.97799999999999998","11.589","0.85","2.9",NA,NA,"28","28","0","2.2799999999999998",NA,"1.1000000000000001","0.5","0.92","1.03","23.7","2","585","1.8","2.68","0.88","1.79","113","167","10.38","157.25","0.12","0","380","32.22","0","3.38","3.38","6.41","0.2","43.94","41.53",NA,"157.25","157.25","0.24","0.11","1.53","0.09","1.03","21.9","0.94"
"A1010","Bread, mixed grain, heavy, sliced, prepacked, composite","Bakery products","NZ18","pzgcdlar","0","0","0.5","1.6","35.92","42.6","42.6","46.63","0","0",NA,"0","42","35.92","0","0.14000000000000001","0","19.399999999999999","54.45",1,"228.41","239.01","967.88","1010.28","241.69","1010.28","214.53","896.75","2.2999999999999998","0.121",NA,NA,NA,NA,"0.55000000000000004",NA,"0.69099999999999995","0.67700000000000005","0.121","0.55600000000000005","0.219",NA,"5.3",NA,NA,"19.399999999999999","19.399999999999999","0","0","0.3","0","2.5","1.1000000000000001","1.2","40","1.4","1200","1.63","2.25","0.62","1.6","140","200","9.33","0","0.15","5.7","370","38","2","0","0","4.5999999999999996","0.16","41.22","47.9",NA,"0","0","0","0.12","0","0.46","0.53","45.55","1.1000000000000001"
"A1011","Stuffing, from chicken, deli cooked","Bakery products","NZ18","pzarcdl","0","0","0.28999999999999998","1.8","21.54","25.78","25.78","28.25","25","25",NA,"0","26","21.54","3","7.0000000000000007E-2","0","20","31.9",1,"139.36000000000001","143.36000000000001","589.78","605.78","144.91999999999999","605.78","127.68","533.70000000000005","2","7.5999999999999998E-2","2E-3",NA,NA,NA,"0.36699999999999999","2E-3","0.98299999999999998","0.45300000000000001","7.8E-2","0.375","0.42099999999999999","0.01","2","1.6","0.4","20","20","0","0","0.04","0","3.8","0.92","0","15","1.1000000000000001","280","0.76","2.4","1.64","0.8","120","210","4.5599999999999996","70","0.1","2.7","470","23.58","1.1000000000000001","0","0","2.2000000000000002","0.12","23.54","27.78",NA,"72.08","74.180000000000007","0.43","0.06","0","0.27","0.3","68.099999999999994","0.39"
"A1014","Bread, gluten free, white, sliced & unsliced, prepacked, composite","Bakery products","NZ18","pzgcdlr","0","0","0.73","1.4","48.23","43.5","43.5","47.61","0","0",NA,"0","10","48.23","0","0.09","0","12.8","57.2",1,"215.28","217.28","911.19","919.19","219.9","919.19","239.14","999.6","3","0.11700000000000001",NA,NA,NA,NA,"0.69499999999999995",NA,"0.71399999999999997","0.81799999999999995","0.11700000000000001","0.70099999999999996","0.39",NA,"1",NA,NA,"12.8","12.8","0","0.25","0.01","0.25","1.8","0.28000000000000003","0.25","14","0.15","330","0.6","0.88","0.28000000000000003","0.6","63","140","3.57","0","7.0000000000000007E-2","1","370","39.200000000000003","3.4","0","0","4.3","0.04","49.23","44.5",NA,"0","0","0","7.0000000000000007E-2","0","0.27","0.74","42.8","0.59"
"A1015","Bread, gluten free, mixed grain, sliced, prepacked, composite","Bakery products","NZ18","pzgcdlrm","0","0","0.81","1.5","42.04","39.1","39.1","42.87","0","0",NA,"0","23","42.04","0","0.18","0.01","21.4","56.5",1,"217.74","224.74","919.52","947.52","226.68","947.52","238.64","997.5","4.7","0.29199999999999998",NA,NA,NA,NA,"1.3260000000000001",NA,"1.6659999999999999","1.6180000000000001","0.29199999999999998","1.3260000000000001","0.52700000000000002",NA,"3.5",NA,NA,"21.4","21.4","0","0.25","0.02","0.25","2.1","1.3","0.25","50","1.4","660","0.79","1.51","0.72","0.8","120","170","4.76","0","0.05","2.9","370","36.700000000000003","0.25","0","0","2.4","0.12","45.54","42.6",NA,"0","0","0","0.16","0","0.46","0.81","43.5","0.94"
"A1016","Bread mix, gluten free, Simple Baking Mix, Healtheries, fortified","Bakery products","NZ18","pzgcdlmruf","0","0","0.73","2","80.84","77.599999999999994","77.599999999999994","85.12","0","0",NA,"0","8.5","80.84","0","0.16","0","582.79999999999995","89.4",1,"331.56","335.36","1408.51","1423.71","340.6","1423.71","353.76","1478.7","0.5",NA,NA,NA,NA,NA,NA,NA,"0.14699999999999999","0.129",NA,NA,"0.128",NA,"1.9",NA,NA,"15","355","340","0.25","0","0.25","0.5","0.05","0.25","19","0.15","720","0.7","1.1200000000000001","0.42","0.7","70","78","4.17","0","0.06","4.2","650","73.3","3.4","0","0","4.3","2.12","82.74","79.5",NA,"0","0","0","0.06","0","0.27","0.73","10.6","0.72"
"A1017","Bread, garlic, made with butter, Garlic Bread Traditional Style, La Famiglia & Garlic Bread Italian Style, Signature Range","Bakery products","NZ18","pzbrcdlagw","0","0","0.44","2","39.119999999999997","41.47","41.47","45.45","0.54","0.54",NA,"0","83.2","39.119999999999997","10.11","0.12","0","21.8","71.900000000000006",1,"372.76","379.96","1559.68","1588.48","380.02","1588.48","370.46","1548.52","19.63",NA,NA,NA,NA,NA,NA,NA,"5.14","2.4",NA,NA,"10.56",NA,"3.6",NA,NA,"21.8","21.8","0","0.5",NA,"0","2","0.64","0","21.8","2.2999999999999998","912","1.38","2.58","1.2","1.33","78.5","96.8","7.55","52.2","7.0000000000000007E-2","6.97","460","38.67","0","0","0","2.8","7.0000000000000007E-2","42.72","45.07",NA,"52.25","52.29","0","0.04","2.4","0.18","0.44","28.1","1.01"
"A1019","Bread, garlic, made with margarine, Garlic Bread, Pams & Garlic Bread Traditional, Mamma Fiorelli's","Bakery products","NZ18","pzbrcdla","0","0","2.78","2","36.17","41.47","41.47","45.45","0.54","0.54",NA,"0","83.2","36.17","0","0.12","0","21.8","70.849999999999994",1,"389.84","397.04","1629.9","1658.7","396.82","1658.7","375.27","1568.63","21.53",NA,NA,NA,NA,NA,NA,NA,"6.1","9.27",NA,NA,"4.5999999999999996",NA,"3.6",NA,NA,"21.8","21.8","0","0.5","0.19","0","0","0.64","0","21.8","2.2999999999999998","912","1.26","2.46","1.2","1.33","78.5","96.8","7.55","52.2","7.0000000000000007E-2","6.97","460","38.67","0","0","0","2.8","7.0000000000000007E-2","39.770000000000003","45.07",NA,"52.25","52.29","0","0.04","2.4","0","2.8","29.15","1.01"
"A1021","Bread, mixed grain & seed, sliced, prepacked, 9 Grain & Seed Toast, Tip Top, fortified vitamin E, folate & Fe","Bakery products","NZ18","pzrucdl","0","0","3.78","2.1","39.96","34.979999999999997","34.979999999999997","38.36","0","0","7.0000000000000007E-2","0","87","39.96","0","0.32","0","442.14","63.8",1,"224.87","235.87","950.71","994.71","237.97","994.71","258.23","1079.4000000000001","4","0.29199999999999998",NA,NA,NA,NA,"0.92500000000000004",NA,"1.65","1.2270000000000001","0.29199999999999998","0.93500000000000005","0.36699999999999999",NA,"5.5",NA,NA,"38","280","242","0.05","0.2","0.25","0.5","6.1","0.03","85","1.6","1300","2.04","2.81","0.77","2.1","200","250","12.24","0","0.1","9.4","410","33","0.05","0","0","1.98","0.24","45.46","40.479999999999997",NA,"0","0","0","0.18","0","0","3.83","36.200000000000003","1.6"
"A1024","Bread, mixed grain, sliced, prepacked, Ancient Grains, Vogel's","Bakery products","NZ18","pzlcd","0","0","0.47","1.5","36.71","32.92","32.92","36.020000000000003","6","6",NA,"0","41","36.71","0","0.2","0","34.65","56.9",1,"206.44","216.44","872.37","912.37","218.27","912.37","233.68","976.8","4","0.23300000000000001","0",NA,NA,NA,"0.752","0","1.575","0.996","0.23300000000000001","0.76300000000000001","0.28100000000000003",NA,"5","4.28","0.72","34.65","34.65","0","0.62","0.13","0.34","0.5","1.6","0.03","49","1.73","1200","1.62","2.42","0.8","1.7","140","180","9.69","14.7","0.05","3.2","360","30.1","0.11","0","0","2.82","0.18","41.71","37.92",NA,"15.2","15.7","0","0.21","0","0","0.48","43.1","1.1000000000000001"
"A1029","Cracker, corn, ready to eat, Cruskits, Corn, Arnott's","Bakery products","NZ18","pzcdlu","0","12","0.04","1.95","80.19","73.290000000000006","73.290000000000006","80.599999999999994","38","44",NA,"0","2.4","80.19","0.25","0.05","0","16","93.1",1,"336.46","339.74","1428.46","1441.58","344.87","1441.58","372.92","1558.79","1.2","2.1000000000000001E-2","0",NA,NA,NA,"0.623","0","0.28799999999999998","0.64400000000000002","2.1000000000000001E-2","0.623","0.20499999999999999",NA,"1.64","1.49","0.15","16","16","0","0.06","0.01","0.05","0.5","0.45","0","11","0","77","1.05","1.06","0.01","1.3","48","70","8.1300000000000008","0","0.02","4.4000000000000004","740","73.099999999999994","0.08","0.19","0.19","0.19","0.04","81.83","74.930000000000007",NA,"3.67","7.35","0","0.06","0","0","0.04","6.9","0.21"
"A1030","Cracker, wheat, ready to eat, Salada, Light, Original, Arnott's","Bakery products","NZ18","zplcdar","0","0","0.21","3","75.61","66.319999999999993","66.319999999999993","72.87","6","6",NA,"0","25","75.61","3.7","0.16","0","40.85","95.3",1,"332.45","338.87","1409.6","1435.28","343.37","1435.28","381.15","1593.21","2.65","3.4000000000000002E-2","0",NA,NA,NA,"0.627","0","0.47799999999999998","0.66","3.4000000000000002E-2","0.627","0.61799999999999999","5.0000000000000001E-3","3.21","1.99","1.22","40.85","40.85","0","0.14000000000000001","0.03","0.14000000000000001","0.5","1.3","0","35","0.86","1200","1.2","2.2000000000000002","1","1.9","120","190","10.83","1.5","0.03","9.6999999999999993","1000","64.900000000000006","0.28000000000000003","1.42","1.42","1.42","0.16","78.819999999999993","69.53",NA,"2","2.5","0","0.37","0","0","0.22","4.7","0.92"
"A1031","Cracker, mixed grain, ready to eat, Cruskits, Light, Arnott's","Bakery products","NZ18","pzlcdar","0","0","0.25","2.85","72.64","65.150000000000006","65.150000000000006","71.53","0","0",NA,"0","56","72.64","1.2","0.2","0","27","93.75",1,"333.24","339.68","1413.15","1438.91","344.24","1438.91","374.72","1566.32","2.5","5.8999999999999997E-2","0",NA,NA,NA,"0.90300000000000002","0","0.32300000000000001","0.96299999999999997","5.8999999999999997E-2","0.90500000000000003","0.379",NA,"3.22","1.87","1.35","27","27","0","0.03","0.01","0","6.6","1.6","0.83","46","0","1300","1.2","2.61","1.41","2.2000000000000002","160","220","12.54","8.1","0.06","23","820","62.6","1.69","1.72","1.72","2.5499999999999998","0.45","75.86","68.37",NA,"8.1","8.1","0","0.13","0","0","0.25","6.25","1.2"
"A1032","Cracker, mixed grain, ready to eat, Crisp Bread Original, Litebread, Huntley & Palmers","Bakery products","NZ18","pzlcdar","0","0","0.28999999999999998","2.2000000000000002","74.83","66.34","66.34","72.650000000000006","0","0",NA,"0","57","74.83","1.2","0.17","0","27","95.15",1,"339.1","345.98","1437.43","1464.95","350.47","1464.95","384.97","1609.19","3","4.5999999999999999E-2","0",NA,NA,NA,"0.64700000000000002","0","0.96699999999999997","0.69299999999999995","4.5999999999999999E-2","0.64700000000000002","0.34200000000000003",NA,"3.44","2.17","1.27","27","27","0","1.78","0.02","0","2.7","0.83","0.3","37","0","900","1.2","2.61","1.41","2.0499999999999998","140","220","11.69","8.1","0.06","8.5","450","61.7","2.56","4.34","4.34","4.6399999999999997","0.45","78.27","69.78",NA,"8.1","8.1","0","0.13","0","0","0.3","4.8499999999999996","1.2"
"A1033","Cracker, wheat, ready to eat, Cream Crackers, Reduced Fat, Huntley & Palmers","Bakery products","NZ18","pzlcdra","0","0","0.5","1","73.89","66.17","66.17","72.680000000000007","6","6",NA,"0","28","73.89","1.2","0.17","0","40.85","96.1",1,"348.77","359.53","1477.09","1520.13","363.67","1520.13","395.04","1651.28","4.1500000000000004","3.3000000000000002E-2","3.0000000000000001E-3",NA,NA,NA,"0.57299999999999995","3.0000000000000001E-3","1.8129999999999999","0.60899999999999999","3.5999999999999997E-2","0.57299999999999995","0.35",NA,"5.38","4.1100000000000003","1.27","40.85","40.85","0","0","0.05","0.04","0.5","1.2","0","36","1.96","990","1.2","2.2000000000000002","1","2.0499999999999998","120","220","11.69","1.5","0.03","6.7","180","64","0.17","2.17","2.17","2.17","0.16","79.27","71.55",NA,"2","2.5","0","0.13","0","0","0.5","3.9","1"
"A1034","Cracker, rice, plain, composite","Bakery products","NZ18","pzcdlrua","0","0","0.87","1.5","83.71","75.66","75.66","83.12","0","0",NA,"0","7.8","83.71","0","0.2","0","18","96.2",1,"362.55","363.95","1536.15","1541.75","368.84","1541.75","401.58","1678.6","3.75",NA,NA,NA,NA,NA,NA,NA,"1.268","1.218",NA,NA,"0.70099999999999996",NA,"0.7","0.7","0","18","18","0","0","0.06","0","0.5","0.36","0","33","0","1200","1.4","3.24","1.84","1.1000000000000001","120","130","6.55","0","0.11","1","470","73.7","1.96","1.96","1.96","1.96","7.0000000000000007E-2","84.41","76.36",NA,"0","0","0","0.76","0","0","0.88","3.8","1.2"
"A1035","Cracker, rice, seaweed flavoured, Rice Cracker Seaweed, Sakata","Bakery products","NZ18","pzcdlar","0","10","0.08","2.9","80.72","72.599999999999994","72.599999999999994","79.64","79","84",NA,"0","12","80.72","0","0.18","0.01","55.8","94.2",1,"337.65","339.05","1433.08","1438.68","344.18","1438.68","377.22","1576.8","1.55","3.2000000000000001E-2","8.0000000000000002E-3",NA,NA,NA,"0.40100000000000002","8.0000000000000002E-3","0.57199999999999995","0.441","0.04","0.40200000000000002","0.28299999999999997","2.5999999999999999E-2","0.7","0.6","0.1","55.8","55.8","0","0.09","0.01","0.26","18","0.56999999999999995","0","40","0","1300","1.4","3.24","1.84","1.4","130","260","8.33","0","0.08","3.8","900","68.599999999999994","3.65","4","4","4","7.0000000000000007E-2","81.42","73.3",NA,"7","14.03","0","0.76","0","0","0.08","5.8","1.3"
"A1036","Cracker, rice & seaweed flavoured Rice Cracker Seaweed, Fantastic","Bakery products","NZ18","pzcdlar","0","10","0.08","2.65","81.16","73.63","73.63","80.78","79","84",NA,"0","12","81.16","0","0.21","0.01","55.8","94",1,"340.02","342.02","1442.9","1450.9","347.1","1450.9","377.74","1578.95","1.75","3.5999999999999997E-2","8.9999999999999993E-3",NA,NA,NA,"0.45200000000000001","8.9999999999999993E-3","0.64600000000000002","0.498","4.4999999999999998E-2","0.45400000000000001","0.32","0.03","1","0.9","0.1","55.8","55.8","0","0.51","0.02","0.23","8.6999999999999993","0.55000000000000004","0","41","0","1500","1.4","3.24","1.84","1.25","130","170","7.44","0","0.08","1","820","70.099999999999994","2.8","3.53","3.53","3.53","7.0000000000000007E-2","82.16","74.63",NA,"7","14.03","0","0.76","0","0","0.08","6","1.2"
"A1037","Cracker, rice & seaweed flavoured, Rice Cracker Seaweed, Pams","Bakery products","NZ18","pzrcdla","0","10","0.12","1.7","82.51","71.88","71.88","78.94","79","84",NA,"0","20","82.51","0","0.18","0.01","55.8","95.9",1,"349.38","351.08","1480.24","1487.04","355.75","1487.04","398.98","1667.75","3.7","7.4999999999999997E-2","1.9E-2",NA,NA,NA,"0.95599999999999996","1.9E-2","1.365","1.054","9.4E-2","0.95899999999999996","0.67600000000000005","6.3E-2","0.85","0.75","0.1","55.8","55.8","0","0.04","0.02","0","11","0.9","0","21","0","750","1.4","3.24","1.84","1.2","78","68","7.14","0","0.08","1","600","69.349999999999994","2.4900000000000002","2.5299999999999998","2.5299999999999998","2.5299999999999998","7.0000000000000007E-2","83.36","72.73",NA,"7","14.03","0","0.76","0","0","0.12","4.0999999999999996","1.2"
"A1045","Bread, mixed grain & seed, sliced, prepacked, Mixed Grain & Toasted Sesame Toast, Vogel's","Bakery products","NZ18","pczld","0","0","0.31","1.69","31.33","30.05","30.05","33.04","0","0",NA,"0","23","31.33","0","0.18","0","18","55.1",1,"208.89","222.89","880.7","936.7","224.09","936.7","229.3","958.46","5.67","0.32900000000000001",NA,"0","0",NA,"1.4490000000000001","0","2.919","1.7829999999999999","0.32900000000000001","1.454","0.57099999999999995","0","7","6.2","0.8","18","18","0","0","0.11","0","36","1.1100000000000001","0","44","0.35","1050","2.2799999999999998","3.52","1.24","1.62","128","159","9.42","0","0.11","7","370","29.7","0","0","0","0.35","0.15","38.33","37.049999999999997","134","0","0","0","0.16","0","0","0.33","44.9","1.06"
"A1048","Bread, mixed grain & seed, sliced, prepacked, Station Seed & Grain, MacKenzie","Bakery products","NZ18","pczldr","0","0","0.28000000000000003","2.2999999999999998","33.770000000000003","31","31","33.979999999999997","0","0",NA,"0","138","33.770000000000003","0","0.25","0","33","59.85",1,"214.05","228.65","903.66","962.06","230.16","962.06","241.42","1009.15","4.83","0.25700000000000001",NA,"0","0",NA,"1.613","0","1.847","1.875","0.25700000000000001","1.6180000000000001","0.76100000000000001","0","7.3","5.9","1.4","33","33","0","0.03","0.06","0.14000000000000001","45","1.99","0","71","1.93","1590","3.06","4.58","1.52","2","184","191","11.66","0","0.1","6","420","28.9","0","0","0","2.1","0.19","41.07","38.299999999999997","180.25","0","0","0","0.22","0","0","0.28999999999999998","40.15","1.52"
"A1049","Bread, mixed grain, sliced, prepacked, Tuscan Mixed Grain, Freya's","Bakery products","NZ18","pczldr","0","0","0","1.9","41.21","39.090000000000003","39.090000000000003","42.86","0","0",NA,"0","108","41.21","0","0.16","0","31","60.5",1,"219.02","229.22","927.47","968.27","231.64","968.27","240.26","1004.3","2.7","0.14399999999999999",NA,"0","0",NA,"0.89300000000000002","0","1.0469999999999999","1.0389999999999999","0.14399999999999999","0.89500000000000002","0.48","0","5.0999999999999996","3.4","1.7","31","31","0","0.04","0.01","0","37","1.02","0","38","2.6","950","2.5499999999999998","3.52","0.97","1.65","121","153","9.59","0","0.11","6","410","36.4","0.05","0","0","2.69","0.14000000000000001","46.31","44.19","149.87","0","0","0","0.2","0","0","0","39.5","0.98"
"A1050","Bread, mixed grain, sliced, prepacked, Salba Traditional Wholegrain, Yarrows","Bakery products","NZ18","pczldr","0","0","0","1.81","32.29","32.31","32.31","35.4","0","0",NA,"0","106","32.29","0","0.23","0","38.5","59.75",1,"200.56","224.16","848.4","942.8","225.55","942.8","225.47","942.48","3.19","0.17499999999999999",NA,"0","0",NA,"0.89","0","1.0860000000000001","1.0680000000000001","0.17499999999999999","0.89300000000000002","0.78700000000000003","0","11.8","10.5","1.3","38.5","38.5","0","0.03","0.01","0","25","1.98","0","54","2.58","1360","2.79","3.92","1.1299999999999999","1.83","151","183","10.67","0","0.12","5","340","29.7","0","0","0","2.61","0.89","44.09","44.11","163.96","0","0","0","0.21","0","0","0","40.25","1.28"
"A1051","Bread, mixed grain, sliced, prepacked, Nature's Grain, River Mill, fortified folate","Bakery products","NZ18","pzlcdr","0","0","7.0000000000000007E-2","1.91","44.5","41.46","41.46","45.37","0","0",NA,"0","95","44.5","0","0.17","0","816","62.55",1,"223.47","231.87","947.29","980.89","234.66","980.89","247.05","1032.67","1.98","0.09",NA,"0","0",NA,"0.83699999999999997","0","0.48","0.92900000000000005","0.09","0.83899999999999997","0.40300000000000002","0","4.2","2.7","1.5","315","615","300","0.23","0.01","0.6","51","1.21","0","33","2.93","1010","2.74","3.65","0.91","1.71","110","148","9.9700000000000006","0","0.1","9","440","37.700000000000003","0","0","0","3.76","0.14000000000000001","48.7","45.66","161.07","0","0","0","0.23","0","0","0.08","37.450000000000003","0.93"
"A1052","Bread, wheat & rye, sliced, prepacked, Salba Traditional European Rye, Yarrows","Bakery products","NZ18","pczld","0","0","0.08","1.93","34.54","32","32","35.06","0","0",NA,"0","101","34.54","0","0.24","0","54.5","61.4",1,"209.29","228.49","884.5","961.3","229.98","961.3","240.31","1004.49","4","0.186",NA,"0","8.0000000000000002E-3",NA,"0.97199999999999998","8.0000000000000002E-3","1.347","1.165","0.19400000000000001","0.97199999999999998","1.1919999999999999","0","9.6","8.1999999999999993","1.4","54.5","54.5","0","0.05","0.01","0","28","1.53","0","52","2.65","1340","2.58","3.73","1.1499999999999999","1.95","149","175","11.34","0","0.12","7","350","29.3","0","0","0","2.7","0.95","44.14","41.6","152","0","0","0","0.9","0","0","0.08","38.6","1.28"
"A1053","Bread, mixed grain, sliced, prepacked, Swiss Bake Grains Plus, Molenberg, Quality Bakers","Bakery products","NZ18","pczldr","0","0","0.27","2.0499999999999998","37.11","35.18","35.18","38.56","0","0",NA,"0","117","37.11","0","0.24","0","46.5","59.8",1,"214.77","226.97","908.8","957.6","229.09","957.6","236.93","990.35","3.18","0.13900000000000001",NA,"0","0",NA,"1.2130000000000001","0","1.032","1.3540000000000001","0.13900000000000001","1.216","0.55500000000000005","0","6.1","4.8","1.3","46.5","46.5","0","0.04","0.02","0.04","42","2","0","61","2.6","1750","2.99","4.7300000000000004","1.74","1.95","179","200","11.37","0","0.12","6","410","32.5","0","0","0","2.68","0.15","43.21","41.28","175.6","0","0","0","0.28999999999999998","0","0","0.28000000000000003","40.200000000000003","1.47"
"A1060","Biscuit, chocolate chip fudge, ready to eat, Chocolate Chip Fudge, Farmbake, Arnott's","Bakery products","NZ18","pczldru","0","0","2.2400000000000002","1.02","68.08","68.900000000000006","68.900000000000006","73.8","7","7",NA,"3.77","48","68.08","5","0.16","0","9","97",1,"479.49","483.49","2012.76","2028.76","485.35","2028.76","482","2014.75","20.05","5.7000000000000002E-2","0","0",NA,"1.9E-2","1.6950000000000001","0","6.952","1.7709999999999999","5.7000000000000002E-2","1.6950000000000001","10.170999999999999","0.152","2","1.3","0.7","9","9","0","0","0.13","0","4.3","1.7","1.3","34","0","630","1.24","1.38","0.14000000000000001","1.01","100","170","5.86","4.41","0.11","5","210","29.1","38.5","38.5","38.5","39.799999999999997","0.14000000000000001","70.08","70.900000000000006","73","4.99","5.58","0.36","0.11","0","0","2.2599999999999998","3","0.69"
"A1061","Biscuit, chocolate chip, ready to eat, Chocolate Chip, Cookie Time","Bakery products","NZ18","pczldru","0","0","1.46","1.48","59.46","61.65","61.65","65.84","89","89",NA,"7.74","50","59.46","54","0.2","0","9","92.95",1,"482.85","487.25","2022.87","2040.47","488.15","2040.47","479.25","2003.28","23.4","0.156","2.1999999999999999E-2","2.1999999999999999E-2",NA,"0.17799999999999999","0.57799999999999996","6.7000000000000004E-2","5.4020000000000001","1","0.222","0.6","14.983000000000001","0.77800000000000002","2.2000000000000002","1.6","0.6","9","9","0","0","0.1","0","4.2","11.7","1","40","0","500","1.24","1.34","0.1","1.1000000000000001","100","210","6.41","129.30000000000001","0.11","2","380","22.2","38.450000000000003","38.450000000000003","38.450000000000003","39.450000000000003","0.1","61.66","63.85","73","136.72","144.16","0.15","0.26","0","0","1.47","7.05","0.71"
"A1062","Biscuit, milk chocolate, ready to eat, Milk Chocolate, Arnott's & Griffin's, composite","Bakery products","NZ18","pczldr","0","0","2.2200000000000002","1.6","62.74","62.53","62.53","66.83","11","11",NA,"4.8499999999999996","70","62.74","6.2","0.22","0.01","42","97.9",1,"483.96","492.36","2027.75","2061.35","493.15","2061.35","493.99","2064.89","23.28","6.6000000000000003E-2","0","0",NA,"0","1.6359999999999999","0","7.33","1.7030000000000001","6.6000000000000003E-2","1.6359999999999999","12.736000000000001","0.111","4.2","3.5","0.7","42","42","0","0.6","0.28000000000000003","0.55000000000000004","7.6","4.5999999999999996","3.82","56.5","0.4","1200","1.04","1.22","0.18","1.05","180","305","6.09","9","0.19","2","275","24.64","32.53","34.07","34.07","37.89","0.18","66.94","66.73","60.9","9.92","10.84","0.38","0.65","0","0","2.25","2.1","0.97"
