"fdc_id","food_desc","food_group","food_desc_bengali","scientific_name","nutrient_data_source","source_fct","Edible_factor_in_FCT","ENERCkcal","ENERCkJ","WATERg","PROCNTg","FATCEg","CHOAVLDFg","FIBTGg_standardised","FIBTGg","FIBCg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","VITA_RAEmcg","RETOLmcg","CARTBEQ or [CARTB]mcg","CARTAmcg","CARTBmcg","CRYPXmcg","VITDmcg","VITEmg","TOCHPAmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","NIATRPmg","VITB6Amg","FOLmcg","ASCLmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","TYRmg","THRmg","TRPmg","VALmg","ARGmg","HISmg","ALAmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","PHTACmg","OXALACmg","TPC mg GAE","DPPH-RSCµmol TE","T-ORAC mcmole TE","FASATg","FAMSg","FAPUg","CHOL_mg","F4D0g","F6D0g","F8D0g","F10D0g","F12D0g","F14D0g","F15D0g","F16D0g","F17D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F14D1CN5g","F16D1g","F16D1CN7g","F18D1g","F18D1N9g","F18D1CN7g","F20D1g","F20D1CN11g","F20D1CN9g","F22D1g","F22D1CN9g","F22D1CN11g","F24D1CN9g","F18D2g","F18D2CN6g","F20D2g","F18D3g","F18D3CN3g","F18D3N6g","F20D3N6g","F18D4g","F18D4CN3g","F20D4g","F20D4CN6g","F20D5CN3g","F22D5CN3g","F22D6CN3g","SUGARg"
"01_0001","Barley, whole-grain, raw","Cereals and their products","Jaab, gota","Hordeum vulgare","P1, P6(101), DK7(0024),  UK6(11-004), US25(20004)","BA13","1","324","1360","11.715","10.850344524800001","2.23","56.374655475200001","17.3","17.3",NA,"1.53","26","5.45","133","264","452","4","2.77","0.498","1.0833333333333333","0","13","0","13","0","0","0.9",NA,"0.47","0.2","7.8000000000000007","5.2","2.6","0.318","34","0","484","873","413","189","224","637","318","389","142","672","519","283","484","637","2831","425","1415","566",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0034","Biscuit, sweet*","Cereals and their products","Misti biscuit",NA,"Recipe calculation","BA13","1","344","1450","24.3","5.8183116883116881","9.9870909090909112","56.701727272727275","2.4095454545454547","2.4095454545454547",NA,"0.77722077922077926","83.201116883116882","2.1347142857142858","32.214831168831168","131.29","116.03015584415584","83.354311688311697","0.86603159926187134","0.12597102622206588","0","0","0","0","0","0","0","0.93477272727272709",NA,"0.05","2.7981818181818181E-2",NA,"1",NA,"4.8599999999999997E-2","7.4181818181818198","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.492727272727272"
"01_0002","Bread, bun/roll","Cereals and their products","Bonruti, bun/roll",NA,"DK7(1469)","BA13","1","270","1140","33","8.8000000000000007","2.8","50.900000000000006","2.8","2.8",NA,"1.7","26","0.99","22","96","133","501","0.73","0.13","0","0",NA,NA,NA,NA,"0","0.5",NA,"0.15","5.2999999999999999E-2","2.9","1.5","1.4","5.2999999999999999E-2","29","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","0.9","1","0",NA,NA,"0","0","0","8.0000000000000002E-3",NA,"0.48",NA,"0.09","4.0000000000000001E-3","4.0000000000000001E-3",NA,NA,NA,NA,"0.01",NA,"0.82","3.9E-2",NA,"7.0000000000000001E-3",NA,NA,NA,NA,NA,NA,"0.96",NA,NA,"7.9000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0003","Bread, white, for toasting","Cereals and their products","Pawruti",NA,"P6 (1406),  DK7(0528), UK6(11-468), US25(18070)","BA13","1","272","1150","30.4","8.0256000000000007","1.4","55.574399999999997","2.5","2.5",NA,"2.1","119","2.2000000000000002","26","103","131","592","0.68","0.13800000000000001","0","0","0","0","0",NA,"0",NA,"0.24","0.21","0.33700000000000002",NA,"3.9260000000000002",NA,"6.3E-2","30","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0004","Maize/corn flour, whole, white","Cereals and their products","Bhutta, atta",NA,"US25(20316), VIN(1019), DK7(0172)","BA13","1","355","1500","10.91","6.93","3.86","69.55","7.3","7.3",NA,"1.45","7","2.38","93","272","315","5","1.73","0.23","0","0","0","0",NA,"0","0",NA,"0.42","0.246","0.08","2.633","1.9","0.73299999999999998","0.37","25","0","255","876","194","132","112","357","265","255","45","336","285","194","520","448","1427","255","622","357",NA,NA,NA,NA,NA,"0.54300000000000004","1.018","1.7589999999999999","0","0","0","0","0","0","0",NA,"0.46300000000000002",NA,"6.0999999999999999E-2",NA,NA,NA,NA,NA,"3.0000000000000001E-3",NA,"1.0149999999999999",NA,NA,NA,NA,"0",NA,"0",NA,NA,"1.7050000000000001",NA,NA,"5.2999999999999999E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0005","Maize/corn, yellow, dried, raw","Cereals and their products","Bhutta, shukna","Zea mays","P1, P6(103), P78, T1, T21, T54, IND(5), US25(20014), VIN(8-1008))","BA13","1","344","1450","13.075666666666669","9.9441428571428556","3.3944444444444444","64.691246031746033","7.3","7.3",NA,"1.5945","11.532857142857143","2.8550000000000004","142.79333333333332","329.08166666666671","248.4","13.79","3.2666666666666671","0.43","10.708333333333334","0","128.5","63","97","0","0",NA,"0.49","0.39","0.11","2","2",NA,"0.622","20","0","356","1219","280","208","179","489","405","373","71","503","496","303","745","691","1866","407","867","472",NA,"6",NA,NA,NA,"0.52","0.556111111111111","1.5383333333333333","0",NA,NA,NA,NA,NA,NA,NA,"0.41166666666666663","0","5.7777777777777775E-2","0","0","0",NA,"0",NA,"0",NA,"0.90277777777777768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5166666666666668",NA,NA,"5.0555555555555562E-2",NA,NA,NA,NA,NA,"0","0",NA,"0",NA
"01_0006","Millet, Foxtail, raw","Cereals and their products","Kaon","Setaria italica","P1,T1,EAF(26), IND(3), US25(20031), VIN(6-1006)","BA13","1","344","1450","11.81","10.41","4.3","61.680000000000007","8.5","8.5",NA,"3.3","32","2.8","81","290","250","7","1.5","1.4","5","0","60",NA,"60",NA,"0",NA,"0.05","0.59","0.11",NA,"3.2",NA,"0.38400000000000001","85","0","439","1322","201","208","201","547","321","333","113","546","361","223","931","686","2263","271","828","608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0007","Millet, Proso, whole-grain, raw","Cereals and their products","Cheena, gota-dana","Panicum miliaceum","P1, P6(104), DK7(0461), US25(20031)","BA13","1","341","1440","12.48","11.221584","4.22","60.328416000000004","8.5","8.5",NA,"3.25","14","5","114","285","195","5","2.2999999999999998","0.75","0","0","0",NA,NA,NA,"0",NA,"0.05","0.42099999999999999","0.28999999999999998","6.72","4.72","2","0.38400000000000001","85","0","470","1400","210","230","210","590","340","360","120","590","380","230","980","720","2500","280","870","640",NA,NA,NA,NA,"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0008","Pear millet, whole-grain, raw","Cereals and their products","Bajra, gota-dana","Pennisetum typhoideum","P6(105), IND(1), US25(20031)","BA13","1","349","1470","12.4","10.093343744","5","61.406656256000005","8.8000000000000007","8.8000000000000007",NA,"2.2999999999999998","42","8.0","137","296","307","10.9","3.1","1.06","0","0","0","0","0","0","0",NA,"0.05","0.33","0.16",NA,"2.2999999999999998",NA,"0.38400000000000001","85","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0035","Plain Khichuri*","Cereals and their products","Khichuri",NA,"Recipe calculation","BA13","1","163","683","65.702076513911621","5.0768748295144581","7.445189750409166","17.713636797599559","2.4563727495908347","2.4563727495908347",NA,"1.6","13.369133592471357","1.1202962494030964","19.202122885979268","54","91.665693194217155","410.49116714402618","0.68597177480490612","0.11765945425492065","23.731945921985815","21.481178396072014","27",NA,"27",NA,"0.13604746317512276",NA,"0.13","0.08","0.02",NA,"0.34181375306873979",NA,"4.1000000000000002E-2","3.9919189852700496","0.16844824058919802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0036","Plain pulao*","Cereals and their products","Plain pulao",NA,"Recipe calculation","BA13","1","128","539","69.741038821091735","2.1637266723491542","2.2929642834868296","24.071940343376482","1.0801112425226274","1.0801112425226274",NA,"0.64938705363020865","6.3004823184549181","0.4","15.544628316805609","38.516732153870663","26.557254212626002","166.56308929012843","0.34171223051495814","4.8146197844444946E-2","1.7756387601089371E-2","0","0",NA,"0.21307665121307245",NA,"0",NA,"0.10","1.0751595600923057E-2","0.01",NA,"0.29790995336202292",NA,"4.0000000000000001E-3","2.1137814182657322","6.5471611816802139E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0009","Popcorn, maize (salt added)","Cereals and their products","Popcorn, Bhutta","Zea mays","P1, P78, T54, UK6(17-131), US25(19034)","BA13","1","328","1380","13.734999999999999","9.9779999999999998","3.0714999999999999","58.637534546959039","12.937965453040958","12.937965453040958",NA,"1.6400000000000001","10","2.8","135","348.9","293.55797476210176","785","3.7","0.23377565163425734","6.6526615271659324","0","79.831938325991189","39.239427312775327","60.212224669603522","0","0",NA,"0.20","9.2796441870086885E-2","7.4058698800165496E-2","1.4798234106962664","0.87048435923309797","0.60933905146316847","0.14008693628465038","27.660477865122051","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0010","Rice flakes","Cereals and their products","Chira","Oryza sativa","P6(112), P8, T17,  IND(14), TH(THA20), UK6(11-044)","BA13","1","356","1510","9.8531999999999993","6.5253888","1.1424000000000001","79.179011200000005","1.3","1.3",NA,"2","25.116933333333336","6.8","46.933599999999998","129.58923901882486","149.74859357444379","2.0230320091272103","1.3552790903370153","0.37","0","0","0","0","0","0","0",NA,NA,"0.21","0.05",NA,"4",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"851","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0011","Rice flakes, white grain, water-soaked","Cereals and their products","Chira, veja","Oryza sativa","T17","BA13","1","105","444","73.19","2.0498211266034581","0.3","23","0.9",NA,"0.9","0.59810373675404349","7.8899851273470913","2","13.958230530645569","38.54033086138049","44.535799315459208","0.60165738733599539","0.40306513832920732","0.11003940239697915","0","0","0","0","0","0","0",NA,NA,"5.9456965749200195E-2","1.415642041647624E-2",NA,"1.1896151610484234",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0012","Rice, BR-28, parboiled, milled, raw","Cereals and their products","Chal, BR-28, majhari dana, siddha, kolechata","Oryza sativa","KF, IND(10), UK6(11-048), US25(20450), R5","BA13","1","344","1454","12.35","6.5069999999999997","0.41299999999999998","76.753","3.43","3.43",NA,"0.54700000000000004","8.6869999999999994","0.65088430769230776","43","126","145.601","1.9670000000000001","1.3177418640266698","0.19854020178400666","0","0","0","0","0","0","0",NA,"0.11","0.21","0.05","4.6296425000000001","3.8","0.82964249999999995","0.167879","11","0","229","501","234","206","140","345","244","222","50","368","476","149","568","574","1301","287","265","321","98.92","1",NA,NA,NA,"9.6513249999999995E-2","7.4888860000000002E-2","0.1770979","0",NA,NA,NA,NA,"0","9.3853400000000007E-3",NA,"8.1915020000000005E-2",NA,"5.2128900000000004E-3","0","0",NA,NA,"0",NA,NA,NA,"7.4888860000000002E-2",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0.16670093999999999",NA,NA,"6.4491799999999997E-3",NA,NA,NA,NA,NA,"3.9477799999999997E-3",NA,NA,NA,NA
"01_0037","Rice, BR-28, boiled* (without salt)","Cereals and their products","Bhat, BR-28, bosa bhat","Oryza sativa","Recipe calculation","BA13","1","109","464","71.16776315789474","2.1404605263157892","0.13585526315789473","24.3","1.1000000000000001","1.1000000000000001",NA,"0.17993421052631581","6.0894736842105264","0.32265931174089069","15.654605263157894","39.404605263157897","38.602236842105263","3.0636842105263162","0.41337327987675532","6.6098750586844293E-2","0","0","0","0","0","0","0",NA,"0.04","3.453947368421053E-2","1.2335526315789474E-2","1.1000000000000001","0.9","0.2","2.7611677631578947E-2","2.5328947368421053","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0013","Rice, BR-11, parboiled, milled, raw","Cereals and their products","Chal, BR-11, siddha, kole chata","Oryza sativa","R1, 01_0012","BA13","1","345","1460","11.92","7.9016000000000011","0.28000000000000003","76.099999999999994","3.43","3.43",NA,"0.41","1.26","0.65407746516301724","43.210952652595552","126.61814033086137","146.31530039931545","1.9766498573873361","1.3242065417395217","0.19951421532384833","0","0","0","0","0","0","0",NA,"0.07","5.5000000000000007E-2","4.2999999999999997E-2",NA,"0.79",NA,"0.16864217861484876","11.053964632059326","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0014","Rice, BR-16, parboiled, milled, raw","Cereals and their products","Chal, BR-16, siddha, kole chata","Oryza sativa","R1, 01_0012","BA13","1","346","1470","11.77","6.1880000000000006","0.28999999999999998","77.861999999999995","3.43","3.43",NA,"0.46","1.8620000000000001","0.6551913573039625","43.284540787221907","126.83377067883629","146.56447495721619","1.9800160867084997","1.3264616618719118","0.19985398748890937","0","0","0","0","0","0","0",NA,"0.08","9.8000000000000004E-2","2.8999999999999998E-2",NA,"1.75",NA,"0.14811964170000003","11.072789503707929","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0015","Rice, BR-26, parboiled, milled, raw","Cereals and their products","Chal, BR-26, siddha, kole chata","Oryza sativa","R1, 01_0012","BA13","1","346","1470","11.68","8.377600000000001","0.4","75.5","3.43","3.43",NA,"0.56999999999999995","1.921","0.65585969258852961","43.328693667997712","126.96314888762122","146.71397969195661","1.9820358243011977","1.3278147339513457","0.200057850787946","0","0","0","0","0","0","0",NA,"0.11","9.1999999999999998E-2","3.1E-2",NA,"1.6800000000000002",NA,"0.17101583944636675","11.084084426697089","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0016","Rice, BR-3, parboiled, milled, raw","Cereals and their products","Chal, BR-3, siddha, kole chata","Oryza sativa","R1, 01_0012","BA13","1","344","1460","12.02","7.14","0.15","76.8","3.43","3.43",NA,"0.45","2.2689999999999997","0.65333487040238725","43.161893896177979","126.47438676554479","146.14918402738164","1.9744057045065604","1.3227031283179282","0.19928770054714098","0","0","0","0","0","0","0",NA,"0.04",NA,"1.7000000000000001E-2",NA,"0.6",NA,"0.16851106012549916","11.041414717626926","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0017","Rice, BRRI Dhan-30, parboiled, milled, raw","Cereals and their products","Chal, BRRI Dhan-30, siddha, kole chata","Oryza sativa","R1, 01_0012","BA13","1","349","1480","10.87","6.9495999999999993","0.3","77.860399999999998","3.43","3.43",NA,"0.59","2.145","0.66187471014963351","43.726069594980025","128.12755276668565","148.05952230462063","2.0002134626354819","1.339992382666253","0.20189262047927567","0","0","0","0","0","0","0",NA,"0.08","0.11000000000000001","6.0999999999999999E-2",NA,"1.7600000000000002",NA,"0.16850287466216216","11.185738733599543","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0018","Rice, BRRI Dhan-40, parboiled, milled, raw","Cereals and their products","Chal, BRRI Dhan-40, siddha, kole chata","Oryza sativa","R1, 01_0012","BA13","1","349","1480","10.76","7.0448000000000013","0.31","77.900000000000006","3.43","3.43",NA,"0.55000000000000004","1.8919999999999999","0.6626915643863267","43.780034227039351","128.28568168853394","148.24225031374783","2.0026820308043352","1.3416461374300057","0.20214178673365377","0","0","0","0","0","0","0",NA,"0.08","8.4999999999999992E-2","5.5000000000000007E-2",NA,"1.2",NA,"0.17198395086672022","11.199543639475184","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0019","Rice, bran, raw","Cereals and their products","Chaler kura","Oryza sativa","P94, P25, DK7(1023), US25(20060)","BA13","1","398","1660","6.1150000000000002","13.375","20.875","28.644999999999996","21","21",NA,"9.99","58.5","18.52","994.2","1379","1155","5","6.04","0.72799999999999998","0","0","0","0","0","0","0",NA,"4.92","2.2643333333333335","0.21866666666666668","41.795999999999999","38.625999999999998","3.17","4.07","63","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0020","Rice, brown, parboiled, home-pounded, raw","Cereals and their products","Chal, siddha, dhekichata","Oryza sativa","P6(108), P28, DK7(0221), IND (9), TH(THA13, 9), UK6(11-442), US25(200400), VIN (5-1005)","BA13","1","348","1480","12.6","7.6159999999999997","2.2999999999999998","72.394000000000005","3.79","3.79",NA,"1.3","10","2.8","52","246","202","5","1.9","0.36","0","0",NA,NA,"0",NA,"0","0.68",NA,"0.27","7.0000000000000007E-2",NA,"5",NA,"0.62","49","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.45999999999999991","0.83332089552238797","0.8230223880597014","0",NA,NA,NA,NA,"1.716417910447761E-3","8.5820895522388061E-3",NA,"0.3922014925373134",NA,"4.1194029850746265E-2",NA,NA,NA,NA,NA,"8.5820895522388061E-3",NA,"0.82473880597014915",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.78783582089552229",NA,NA,"3.5186567164179103E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0038","Rice, brown, home-pounded, boiled* (without salt)","Cereals and their products","Bhat, siddha, dhekichata","Oryza sativa","Recipe calculation","BA13","1","112","473","71.987179487179489","2.4410256410256412","0.73717948717948711","23.203205128205127","1.2147435897435896","1.2147435897435896",NA,"0.41666666666666669","6.3541666666666661","1.0032051282051282","18.137820512820511","74.932692307692307","52.073717948717949","3.7628205128205132","0.58006410256410257","0.11615384615384615","0","0","0",NA,"0",NA,"0","0.22",NA,"4.3269230769230768E-2","1.682692307692308E-2","1.6","1.2","0.4","9.9358974358974367E-2","10.993589743589743","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0021","Rice, brown, parboiled, milled, raw","Cereals and their products","Chal, lal, siddha, kolechata","Oryza sativa","P28, P1, T60, DK7(0221), IND(9), TH(THA9,13), UK6(11-442), US25(20040), VIN(5-1005)","BA13","1","350","1480","12.403571428571427","7.8253844665138779","2.4","72.271044104914694","3.8","3.8",NA,"1.3","12","1","52","255","326","5","1.9","0.36","0","0","0",NA,"0",NA,"0","0.68",NA,"0.27","7.0000000000000007E-2","6.8","5.3","1.5","0.62","49","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0039","Rice, brown, parboiled, milled, boiled* (without salt)","Cereals and their products","Bhat, lal, siddha, kolechata",NA,"Recipe calculation","BA13","1","112","475","71.924221611721606","2.5081360469595766","0.76923076923076927","23.163796187472659","1.2179487179487181","1.2179487179487181",NA,"0.41666666666666669","6.9951923076923075","0.42628205128205132","18.137820512820511","77.67307692307692","83.868589743589737","3.7628205128205132","0.58006410256410257","0.11615384615384615","0","0","0",NA,"0",NA,"0","0.22",NA,"4.3269230769230768E-2","1.682692307692308E-2","1.6346153846153848","1.2740384615384615","0.36057692307692307","9.9358974358974367E-2","10.993589743589743","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0022","Rice, popped","Cereals and their products","Khoi","Oryza sativa","P6, IND(15), UK6(11-497), US25(08066)","BA13","1","380","1620","3.91","7.14","0.1","87","1.4","1.4",NA,"0.4","10","0.71355930548949065","47.140559041642888","138.13280091272105","159.62122179121505","5","0.87382815533980585","0.20580073343500757","0","0","0","0","0","0","0",NA,"0.10","0.21","0.26500000000000001",NA,"3.52",NA,"0","12.059212778094695","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
