"fdc_id","food_desc","food_group","food_desc_bengali","scientific_name","nutrient_data_source","source_fct","Edible_factor_in_FCT","ENERCkcal","ENERCkJ","WATERg","PROCNTg","FATCEg","CHOAVLDFg","FIBTGg_standardised","FIBTGg","FIBCg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","VITA_RAEmcg","RETOLmcg","CARTBEQ or [CARTB]mcg","CARTAmcg","CARTBmcg","CRYPXmcg","VITDmcg","VITEmg","TOCHPAmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","NIATRPmg","VITB6Amg","FOLmcg","ASCLmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","TYRmg","THRmg","TRPmg","VALmg","ARGmg","HISmg","ALAmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","PHTACmg","OXALACmg","TPC mg GAE","DPPH-RSCµmol TE","T-ORAC mcmole TE","FASATg","FAMSg","FAPUg","CHOL_mg","F4D0g","F6D0g","F8D0g","F10D0g","F12D0g","F14D0g","F15D0g","F16D0g","F17D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F14D1CN5g","F16D1g","F16D1CN7g","F18D1g","F18D1N9g","F18D1CN7g","F20D1g","F20D1CN11g","F20D1CN9g","F22D1g","F22D1CN9g","F22D1CN11g","F24D1CN9g","F18D2g","F18D2CN6g","F20D2g","F18D3g","F18D3CN3g","F18D3N6g","F20D3N6g","F18D4g","F18D4CN3g","F20D4g","F20D4CN6g","F20D5CN3g","F22D5CN3g","F22D6CN3g","SUGARg"
"07_0017","Pepper, black","Spices, condiments and herbs","Golmorich","Piper nigrum","P6(714), US25(2030), UK6(13846), DK7(0405)","BA13","1","302","1260","11.664999999999999","11.842873831775702","3.2866666666666666","43.508792834890961","25.3","25.3",NA,"4.3966666666666674","442.5","16.6525","185","167","1280","36","1.3366666666666667","1.1966666666666665","27.375","0","328.5","12","310","25","0","0.72",NA,"0.109","0.2",NA,"1.1276666666666666",NA,"0.34","13.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07_0018","Poppy seeds","Spices, condiments and herbs","Posto dana","Papaver somniferum","P6(1422), US25(02033), UK6(13-849), DK7(1168)","BA13","1","523","2160","5.6833333333333336","17.208734824281148","43.13","6.7879318423855182","19.5","19.5",NA,"7.69","1490","9.5749999999999993","339","859.5","709.5","23.5","9.0500000000000007","1.627","0","0","0","0","0","0","0","2.72",NA,"0.85149999999999992","0.13650000000000001","5.1059999999999999","0.93599999999999994","4.17","0.55000000000000004","82","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07_0019","Spearmint leaves, fresh","Spices, condiments and herbs","Pudina pata","Mentha spicata","P6(331), P52, P83, T30, P90, R5, US25(02065), IND(94)","BA13","0.45","35","143","87.376000000000005","2.9980000000000002","0.73","0.57099999999998374","6.91","6.91",NA,"1.415","110.12","15.6","42.27","62","354.8","30","1.76084","0.15334999999999999","62","0","740",NA,NA,NA,"0","5",NA,"0.09","0.26",NA,"0.94799999999999995",NA,"0.158","114","21.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","1755","3847.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07_0020","Turmeric, dried","Spices, condiments and herbs","Holud","Curcuma longa","P6(715),US25(02043), UK6(13-861), IND(237)","BA13","1","335","1400","11.453333333333333","6.9433333333333325","8.4400000000000013","47.303333333333335","21.1","21.1",NA,"4.76","167.66666666666666","33.173333333333339","191.5","279","2720","34.5","3.7749999999999999","0.80149999999999999","1","0","15",NA,NA,NA,"0",NA,"3.1","9.0666666666666673E-2","0.17150000000000001",NA,"4.42",NA,"1.8","39","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4492","184806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0001","Apple, without skin, raw","Fruits","Apel, khosa chara","Pyrus malus/Malus domestica","US25(09004)","BA13","0.77","51","215","86.67","0.27","0.13","11.460000000000008","1.3","1.3",NA,"0.17","5","7.0000000000000007E-2","4","11","90","0","0.05","3.1E-2","1.9583333333333333","0","23.5","0","17","13","0",NA,"0.05","1.9E-2","2.8000000000000001E-2",NA,"9.0999999999999998E-2",NA,"3.6999999999999998E-2","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.1"
"08_0002","Apple, with skin, raw","Fruits","Apel, khosa soho","Pyrus malus/Malus domestica","P6(803), P8, US25(09003)","BA13","0.9","62","262","83.28","0.33666666666666667","0.19000000000000003","13.548333333333318","2.4","2.4",NA,"0.245","6","0.12","5","11","107","1","0.04","2.7E-2","2.7083333333333335","0","32.5","0","27","11","0",NA,"0.18","8.5666666666666669E-2","2.8666666666666663E-2",NA,"0.1",NA,"4.1000000000000002E-2","3","4.0333333333333332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.39"
"08_0003","Asian pears, raw","Fruits","Nashpati","Pyrus pyrifolia","P6(841), T70, UK6(14-205), US25(9340)","BA13","0.85","62","259","83","0.6","0.3","12.300000000000011","3.6","3.6",NA,"0.2","6","0.5","8","11","131.4","6","8.299999999999999E-2","5.6000000000000008E-2","0","0","0","0","0","0","0",NA,"0.12","0.03","0.03",NA,"0.219","0","2.1999999999999999E-2","8","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.199999999999999"
"08_0004","Banana, Sagar, ripe, raw","Fruits","Kola, Sagar, paka","Musa paradisiaca","KF, IND (245),  US25 (09040), UK6 (14-045), DK7(0014)","BA13","0.74","95","400","75.22","1.2589999999999999","0.83799999999999997","19.239000000000019","2.6","2.6",NA,"0.84399999999999997","11.340999999999999","0.28578417663776501","22.957000000000001","36","410.68099999999998","9.8689999999999998","0.23523571382277567","9.4584975205180707E-2","1.7868333333333333","0","21.442","0","21.442","0","0","0.75420000000000009",NA,"0.05","0.08","0.89999999999999991","0.7","0.2","0.1048","20","1.0329999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.73","0.5","76","622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.23"
"08_0005","Breadfruit, raw","Fruits","Madar","Artocarpus altilis","P6(811), US25 (09059), UK6 (13-167)","BA13","0.78","70","293","79.5","1.5","0.2","12.999999999999986","4.9000000000000004","4.9000000000000004",NA,"0.9","40","0.5","25","30","490","2","0.12","8.4000000000000005E-2","2","0","24","0","24","0","0",NA,"0.10","0.04","7.0000000000000007E-2",NA,"0.9",NA,"0.1","14","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11"
"08_0006","Bullocks Heart, ripe, raw","Fruits","Nona ata","Annona reticulata","P6(812), EAS(851), IND(249)","BA13","0.72","81","340","76.8","1.4","0.2","15.699999999999989","5.2",NA,"5.2","0.7","10","0.6",NA,"10","495","6",NA,NA,"1.1111111111111112","0","13.333333333333334",NA,NA,NA,"0",NA,NA,"0.11","7.0000000000000007E-2",NA,"0.6",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0007","Carambola, raw","Fruits","Kamranga","Averrhoa carambola","P6(808), P50, P23, P41, T28, T29, T62, T70, T65, DK7(0630), US25(9060)","BA13","1","41","172","88.694999999999993","0.54","0.71500000000000008","6.7099999999999937","2.8","2.8",NA,"0.54","9.5","0.82233333333333325","19","23","127.8","4","0.377","0.124","6.6805555555555562","0","80.166666666666671","52.000000000000007","54.166666666666671","0","0",NA,"0.15","0.12","0.04","0.5","0.36699999999999999","0.13300000000000001","1.7000000000000001E-2","12","49.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","153.29999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.98"
"08_0008","Custard apple, raw","Fruits","Atafol","Annona squamosa","P6(813), P8, P50, T70, T62, IND(304), UK6(14-076), US25(09321)","BA13","0.45","85","357","76.063333333333333","1.8166666666666667","0.26333333333333336","16.556666666666658","4.4000000000000004","4.4000000000000004",NA,"0.9","17.149999999999999","1.0170000000000001","25","47","366.1","9","0.32700000000000001","0.09","0.33333333333333331","0","4","0","4",NA,"0",NA,NA,"7.0000000000000007E-2","0.14000000000000001","0.9","0.8","0.1","0.2","14","37.950000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0009","Dates, dried","Fruits","Khorma","Phoenix dactylifera","P6 (816), P8, IND (254), UK6(14-085), US25 (09087)","BA13","0.75","301","1270","18","2.2000000000000002","0.6","67.5","8.3000000000000007","8.3000000000000007",NA,"3.4","62.85","1.9","24.117647058823533","76.372549019607845","824.01960784313735","14.068627450980394","0.40196078431372556","0.2411764705882353","3.0147058823529416","0","36.176470588235297","0","36.176470588235297","0","0",NA,"0.08","0.1","0.14000000000000001","3.1686182669789225","1.7283372365339578","1.4402810304449647","0.17025292563231409","19.604882345539199","0.41273436516924633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0010","Dates, raw","Fruits","Khejur, paka, taza","Phoenix sylvestris","P6(815), IND(255), UK6(14-083)","BA13","0.75","150","636","59.2","1.2","0.4","33.370243902439015","4.1297560975609757","4.1297560975609757",NA,"1.7","22","0.96","12","38","410","7","0.2","0.12","1.5","0","18","0","18","0","0",NA,"0.05","0.06","7.0000000000000007E-2","1.4","0.7","0.7",NA,"25","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.523971309928271"
"08_0011","Elephant apple, ripe, raw","Fruits","Kodbel","Limonia acidissima","P50, P6(823), P8, T62, T70","BA13","0.75","64","271","80.86","3.0666666666666664","0.39333333333333337","10.329999999999998","3.54","3.54",NA,"1.81","73.7","0.70600000000000007","40","64","359.9","2","0.374","0.23600000000000002",NA,"0",NA,NA,NA,NA,"0",NA,NA,"0.8","2.5000000000000001E-2",NA,NA,NA,NA,NA,"12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0012","Emblic, raw","Fruits","Amloki","Phyllanthus emblica","P50, P6 (802), P8, P18, R5, R6, UK6 (14-001), IND(239)","BA13","0.89","44","186","86.69","0.79999999999999993","0.10666666666666667","8.3033333333333275","3.4",NA,"3.4","0.7","32.016666666666666","0.94346250000000009","28","25","225","4","0.3","0.12","0.75","0","9","0","9",NA,"0",NA,NA,"0.02","0.08",NA,"0.2",NA,NA,NA,"453.34999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1999999999999993","296",NA,"18578","8736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0013","Fig, ripe, raw","Fruits","Dumur, paka","Ficus carica","P6(817), DK7 (0632), US25 (09089)","BA13","0.99","40","168","88.1","1.3","0.2","6.6810596026490146","3.1189403973509933","3.1189403973509933",NA,"0.6","80","1.1","17","31","232","1","0.15","7.0000000000000007E-2","7.083333333333333","0","85","0","85","0","0",NA,"0.11","0.06","0.05","0.5","0.4","0.1","0.06","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0014","Grapes, green, raw","Fruits","Angur, halka sobuj","Vitis vinifera","P6(819), IND(258), DK7(0329), US25(09132)","BA13","0.95","94","398","75.3","0.5","0.61750000000000016","20.18249999999999","2.9",NA,"2.9","0.5","22","0.5","82","30","191","2","7.0000000000000007E-2","0.127","2.75","0","33",NA,NA,NA,"0","0.4",NA,"0.1","0.06","0.28250625000000001","0.2315625","5.094375000000001E-2","6.1750000000000006E-2","7.7187500000000009","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0015","Guava, green, raw","Fruits","Peyara, bivinno variety,  kancha","Psidium guajava","P6(818), P18, P8, R6, T70, U1, P14, P50, P20, P47, IND(261), US25(09139), UK6(14-119), DK7(0627)","BA13","1","63","265","81.425809523809519","1.0133333333333334","0.5","10.92552380952381","5.4","5.4",NA,"0.73533333333333317","17.475999999999999","0.66039999999999988","25.1","17.615000000000002","261.3","5.5","0.3075","0.15450000000000003","32.5","0","390","0","340","100","0",NA,"0.73","0.21","0.09","1.2130000000000001","1.08","0.13300000000000001","0.11","49","228.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"1217","4779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5964864864864845"
"08_0016","Hog plum, raw","Fruits","Amra","Spondias pinnata","P50, P6(801), P8, P23, P41, T28, T65, T70, T62, IND (238)","BA13","0.65","51","213","86.664000000000001","1.0760000000000001","0.84750000000000003","8.8925000000000125","1.6",NA,"1.6","0.94333333333333336","56.7","2.797333333333333","39.5","11","174.95","1","0.16750000000000001","0.113",NA,"0",NA,NA,NA,NA,"0",NA,NA,"0.28000000000000003","0.04",NA,"0.3",NA,NA,NA,"77.011999999999986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","43.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0017","Jackfruit, ripe, raw","Fruits","Kathal, paka","Artocarpus heterophyllus","KF, IND (264), US25 (09144)","BA13","0.37","74","312","76.989999999999995","1.1950000000000001","0.20399999999999999","13.28600000000003","7.24","7.24",NA,"1.085","13.148571428571429","0.32040226989154424","42.423000000000002","41","267.98399999999998","0.66200000000000003","0.58924116184448461","3.1727169981916818E-2","2","0","28",NA,"28.178000000000001",NA,"0",NA,"0.11","0.11","4.4999999999999998E-2",NA,"0.92",NA,"0.31342300000000001","24","3.4329999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.67","3","82.376320000000021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0018","Jambolan, raw","Fruits","Kalojam","Syzygium cumini","P6(809), P8, P50, P23, R5, P41, T16, T28, T70, IND(266), US25 (09145)","BA13","0.81","39","164","88.233999999999995","0.87250000000000005","0.47750000000000004","6.1159999999999997","3.5","3.5",NA,"0.80000000000000016","22.754999999999999","0.840785","36.663333333333334","15.82","172.32749999999999","28","0.20699999999999999","6.8500000000000005E-2","92.698333333333338","0","1110",NA,"1110",NA,"0",NA,NA,"0.09","0.02",NA,"0.2",NA,"3.7999999999999999E-2",NA,"74.122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.33","89","5","24.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0019","Jambos, raw","Fruits","Jamrul","Syzygium jambos","P6 (848), T70, IND (302), US25 (600551)","BA13","1","40","169","89.5","0.7","0.3","8","1.2",NA,"1.2","0.3","9.0500000000000007","0.31850000000000001","4","30","104.2","34.1","7.6999999999999999E-2","2.0999999999999998E-2",NA,"0",NA,NA,NA,NA,"0",NA,NA,"0.01","0.05",NA,"0.4",NA,NA,NA,"22.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","19.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0020","Java apple, raw","Fruits","Golapjam","Syzygium samarangense","T28,P23, BID (0600188), BID(0600189), EAS (848)","BA13","1","35","149","89.855000000000004","0.67","0.21","6.894999999999996","1.6",NA,"1.6","0.81","9.5","0.3","22.5","18","143","6","0.39","0.57499999999999996","1.8333333333333333","0","22",NA,"22.1",NA,"0","0.19",NA,"0.03","0.01",NA,"0.3",NA,NA,NA,"40.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0021","Jujube, raw","Fruits","Boroi","Ziziphus mauritiana","P6(810), T70, P50, P17, P8, UK6 (14-122), US25 (09146)","BA13","0.85","60","254","84.3","1.88","0.2","12.620000000000005",NA,NA,NA,"1","14","0.80025000000000002","24.5","33","353.5","6.5","0.31566666666666671","0.15166666666666664","2","0","24","0","24",NA,"0",NA,NA,"0.02","5.5E-2","1","0.8","0.2","8.1000000000000003E-2",NA,"66.099999999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2081818181818189"
"08_0022","Lemon, Kagoji, raw","Fruits","Lebu, Kagoji","Citrus aurantifolia","P6 (825), P8, P41,U1, DK7 (0040, 0637), US25 (09150), IND (269), PAK (96)","BA13","0.76","56","234","86","0.82333333333333336","1","10.181666666666672","1.3",NA,"1.3","0.69499999999999995","65","0.3","11","10","377","2","7.0000000000000007E-2","0.06","3.75","0","45","3.3333333333333335","10","66.666666666666671","0","0.8",NA,"0.02","0.03","0.18149999999999999","0.13999999999999999","4.1500000000000002E-2","5.1499999999999997E-2","17","45.892499999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0023","Lime, sweet, raw","Fruits","Mushambee","Citrus limetta","P6 (829), UK6 (14-128), DK7 (0040), US25 (09150), PAK (97)","BA13","0.7","42","177","89.300000000000011","0.7","0.44999999999999996","8.4999999999999858","0.5",NA,"0.5","0.55000000000000004","34.5","0.5","8","23","490","2","0.1","0.17","2","0","24.75","1.5","9","30","0",NA,"0.22","0.04","0.03",NA,"0.2",NA,"0.08","10.680580762250447","48.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0024","Lychee, raw","Fruits","Lichu","Litchi chinensis","P6(827), P8, P50, R5, T28, T70, P69, IND (271), DK7(0638), UK6(14-142)","BA13","0.68","62","259","81.792500000000004","1.4169230769230767","0.47846153846153849","10.184448717948712","5.511000000000001","5.511000000000001",NA,"0.61666666666666659","10.6","0.46149999999999997","14.574999999999999","17.384999999999998","130.70000000000002","0.8","0.26700000000000002","0.19987666666666667","0","0","0","0","0",NA,"0",NA,NA,"0.02","0.06","0.72","0.60299999999999998","0.11700000000000001",NA,NA,"11.031538461538462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","10","23.599999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_0025","Mango, Fazli, orange flesh, ripe, raw","Fruits","Aam, Fazli, paka","Mangifera indica","T68, T32, P23, P24, P80, IND(278), UK6(14-294), US25(9176), PAK(99), DK7(0523)","BA13","0.69","70","297","81.694999999999993","0.92749999999999988","0.5","14.717500000000015","1.6","1.6",NA,"0.56000000000000005","14","0.5","15","20.350000000000001","205","1.4","0.87","0.17299999999999999","292.05083333333334","0","3510",NA,"3510",NA,"0","1.1200000000000001",NA,"2.8000000000000001E-2","3.7999999999999999E-2","0.6","0.5","0.13300000000000001","0.13400000000000001","71","34.696666666666665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.66"
